"<strong>Version %s</strong> addressed a security issue and fixed %s bug.","<strong>Version %s</strong> behob eine Sicherheitslücke sowie %s Fehler."
"<strong>Version %s</strong> addressed a security issue and fixed %s bugs.","<strong>Version %s</strong> behob eine Sicherheitslücke sowie %s Fehler."
"<strong>Version %s</strong> addressed some security issues and fixed %s bug.","<strong>Version %s</strong> behob Sicherheitslücken sowie %s Fehler."
"<strong>Version %s</strong> addressed some security issues and fixed %s bugs.","<strong>Version %s</strong> behob Sicherheitslücken sowie %s Fehler."
"For more information, see <a href=\"%s\">the release notes</a>.","Weitere Informationen findest du in den <a href=\"%s\">Veröffentlichtungsmitteilungen</a>."
"Thank you for creating with <a href=\"http://wordpress.org/\">WordPress</a>.","Danke, dass du <a href=\"http://wordpress.org\">WordPress</a> benutzt. | <a href=\"http://wpde.org\">WordPress Deutschland</a> "
"Global Dashboard","Globales Dashboard"
"Skip to main content","Zum Hauptinhalt springen"
"Main content","Hauptinhalt"
"Invalid plugin page","Ungültige Pluginseite"
"Cannot load %s.","%s kann nicht geladen werden."
"You are not allowed to import.","Du hast nicht die nötigen Rechte, um zu importieren."
"Import","Daten importieren"
"Unknown post type.","Unbekannter Inhaltstyp."
"You are not allowed to edit this item.","Du hast nicht die nötigen Rechte, um dieses Element zu bearbeiten."
"&#8220;%s&#8221; has failed to upload due to an error","&#8220;%s&#8221; konnte wegen eines Fehlers nicht hochgeladen werden"
"Edit Comment","Kommentar bearbeiten"
"Overview","Übersicht"
"You can edit the information left in a comment if needed. This is often useful when you notice that a commenter has made a typographical error.","Du kannst einen Kommentartext auch bearbeiten, um zum Beispiel einen Rechtschreibfehler zu beheben."
"You can also moderate the comment from this screen using the Status box, where you can also change the timestamp of the comment.","Du kannst auch Kommentare über diese Seite moderieren, in dem du im Modul <em>Status</em> die entsprechende Einstellung triffst. Es ist ebenso möglich, das Datum des Kommentars zu ändern."
"For more information:","Für mehr Information:"
"<a href=\"http://codex.wordpress.org/Administration_Screens#Comments\" target=\"_blank\">Documentation on Comments</a>","<a href=\"http://codex.wordpress.org/Administration_Screens#Comments\" target=\"_blank\">Documentation on Comments (engl.)</a>"
"<a href=\"http://wordpress.org/support/\" target=\"_blank\">Support Forums</a>","<a href=\"http://wordpress.org/support/\" target=\"_blank\">Support Foren</a>"
"Oops, no comment with this ID.","Oops, es ist kein Kommentar mit dieser ID vorhanden."
"Go back","Zurück"
"You are not allowed to edit this comment.","Es ist dir nicht erlaubt, diesen Kommentar zu bearbeiten."
"This comment is in the Trash. Please move it out of the Trash if you want to edit it.","Dieser Kommentar befindet sich im Papierkorb . Wenn du ihn bearbeiten möchtest, musst du ihn aus dem Papierkorb nehmen."
"Moderate Comment","Kommentar moderieren"
"You are about to mark the following comment as spam:","Du bist dabei, den folgenden Kommentar als Spam zu markieren:"
"Spam Comment","Spam-Kommentar"
"You are about to move the following comment to the Trash:","Du bist dabei den folgenden Kommentar in den Papierkorb zu legen."
"Trash Comment","Kommentar in Papierkorb legen"
"You are about to delete the following comment:","Du bist dabei, den folgenden Kommentar zu löschen:"
"Permanently Delete Comment","Kommentar endgültig löschen"
"You are about to approve the following comment:","Du bist dabei, den folgenden Kommentar zu genehmigen:"
"Approve Comment","Kommentar genehmigen"
"This comment is currently approved.","Dieser Kommentar ist derzeit freigegeben."
"This comment is currently marked as spam.","Dieser Kommentar wurde als SPAM eingestuft."
"This comment is currently in the Trash.","Dieser Kommentar ist bereits im Papierkorb."
"Caution:","Vorsicht:"
"You are not allowed to edit comments on this post.","Du darfst die Kommentare zu diesem Beitrag nicht bearbeiten."
"Unknown action.","Unbekannte Aktion."
"WordPress is created by a <a href=\"%s\">worldwide team</a> of passionate individuals. <a href=\"%s\">Get involved in WordPress</a>.","WordPress wird von einem <a href=\"%s\">weltumspannenden Team</a> passionierter Leute entwickelt. <a href=\"%s\">Bringe dich in WordPress ein</a>."
"WordPress is created by a worldwide team of passionate individuals.","WordPress wird von einem weltumspannenden Team passionierter Leute entwickelt."
"Translators","Übersetzer ins Deutsche: "
"Want to see your name in lights on this page? <a href=\"%s\">Get involved in WordPress</a>.","Wenn du willst, dass auch dein Name auf dieser Seite erscheint, dann <a href=\"%s\">bring dich ein bei WordPress</a>."
"Project Leaders","Projektleiter"
"Extended Core Team","Erweitertes Entwickler-Team"
"Core Developers","Entwickler"
"Recent Rockstars","Neue Talente"
"Core Contributors to WordPress %s","Mitwirkende am Code von WordPress %s"
"Contributing Developers","Mitwirkende Entwickler"
"Cofounder, Project Lead","Mitgründer, Projektleitung"
"Lead Developer","Leitender Entwickler"
"User Experience Lead","Leitung Nutzungserlebnis"
"Core Developer","Entwickler"
"Core Committer","Code-Entwickler"
"Guest Committer","Gastentwickler"
"Developer","Entwickler"
"Internationalization","Internationalisierung"
"Icon Design","Piktogramm-Design"
"You can customize the look of your site without touching any of your theme&#8217;s code by using a custom background. Your background can be an image or a color.","Du kannst das Aussehen deiner Website verändern, in dem du einen eigenen Hintergrund verwendest. Dies kann ein Bild oder eine Farbe sein."
"To use a background image, simply upload it or choose an image that has already been uploaded to your Media Library by clicking the &#8220;Choose Image&#8221; button. You can display a single instance of your image, or tile it to fill the screen. You can have your background fixed in place, so your site content moves on top of it, or you can have it scroll with your site.","Um ein Hintergrundbild zu verwenden lade einfach eins hoch oder wähle ein Bild aus der Mediathek durch Klick auf  den &#8220;Bild wählen&#8221; Button. Du kannst das Bild in Einzelansicht anzeige, es kacheln oder Bildschirm füllend einstellen. Du kannst den Hintergrund fixieren, so dass der Inhalt der Seite darüber scrollt oder das Bild mit dem Inhalt scrollen lassen. "
"You can also choose a background color by clicking the Select Color button and either typing in a legitimate HTML hex value, e.g. &#8220;#ff0000&#8221; for red, or by choosing a color using the color picker.","Du kannst die Hintergrundfarbe durch klicken auf den Farbwählerknopf auswählen oder einen gültigen HTML Hex-Wert eingeben. Bspw: &#8220;#ff0000&#8221; für Rot oder wähle eine Farbe aus dem Colorpicker"
"Don&#8217;t forget to click on the Save Changes button when you are finished.","Vergiss nicht, zum Schluss auf <em>Änderungen übernehmen</em> zu klicken."
"<a href=\"http://codex.wordpress.org/Appearance_Background_Screen\" target=\"_blank\">Documentation on Custom Background</a>","<a href=\"http://codex.wordpress.org/Appearance_Background_Screen\" target=\"_blank\">Documentation on Custom Background (engl.)</a>"
"Custom Background","Hintergrund anpassen"
"Background updated. <a href=\"%s\">Visit your site</a> to see how it looks.","Das Hintergrundbild wurde geändert. <a href=\"%s\">Schau dir an</a>, wie es aussieht."
"Remove Background Image","Hintergrundbild entfernen"
"This will remove the background image. You will not be able to restore any customizations.","Damit wird das Hintergrundbild entfernt. Alle Anpassungen werden dabei gelöscht."
"Restore Original Image","Originalbild wieder herstellen"
"This will restore the original background image. You will not be able to restore any customizations.","Dies wird das Original-Hintergrundbild wiederherstellen. Angewandte Anpassungen können jedoch nicht wiederhergestellt werden."
"Select Image","Bild wählen"
"Choose an image from your computer:","Wähle ein Bild von deiner Festplatte:"
"Or choose an image from your media library:","Oder wähle ein Bild aus der Mediathek: "
"Choose a Background Image","Wähle ein Hintergrundbild"
"Set as background","Als Hintergrund festlegen"
"Choose Image","Bild wählen"
"Display Options","Anzeigeoptionen"
"Repeat","Bildwiederholung"
"Attachment","Hintergrund fixieren"
"The uploaded file is not a valid image. Please try again.","Die hochgeladene Datei ist kein gültiges Bild. Bitte erneut versuchen"
"This screen is used to customize the header section of your theme.","Dieser Bildschirm wird verwendet, um den Kopfbereich des Themes anpassen."
"You can choose from the theme&#8217;s default header images, or use one of your own. You can also customize how your Site Title and Tagline are displayed.","Du kannst aus den Standard Kopfzeilenbildern wählen oder ein Eigenes nutzen. Du kannst auch definieren, wie der Webseitentitel und die Webseitenbeschreibung dargestellt werden."
"You can set a custom image header for your site. Simply upload the image and crop it, and the new header will go live immediately. Alternatively, you can use an image that has already been uploaded to your Media Library by clicking the &#8220;Choose Image&#8221; button.","Du kannst ein benutzerdefiniertes Bild für deine Seite definieren. Lade einfach ein Bild hoch und schneide es zu. Das neue Kopfzeilenbild wird sofort übernommen. Alternativ kannst du ein Bild nehmen, dass schon in der Mediathek abgelegt wurde durch Klick auf den Button: &#8220;Bild wählen&#8221;"
"Some themes come with additional header images bundled. If you see multiple images displayed, select the one you&#8217;d like and click the &#8220;Save Changes&#8221; button.","Manche Themes bringen mehrere verschiedene Bilder mit, aus denen du wählen kannst. Klicke anschließend auf die Schaltfläche \"Speichern\", um ein gewähltes Bild zu übernehmen."
"If your theme has more than one default header image, or you have uploaded more than one custom header image, you have the option of having WordPress display a randomly different image on each page of your site. Click the &#8220;Random&#8221; radio button next to the Uploaded Images or Default Images section to enable this feature.","Sollte dein Theme mehr als ein Standardkopfzeilenbild haben oder du hast mehr als ein benutzerdefiniertes Bild hochgeladen, dann kann WordPress diese in zufälliger Reihenfolge darstellen. Klicke dazu den Radiobutton \"zufällig\"."
"If you don&#8217;t want a header image to be displayed on your site at all, click the &#8220;Remove Header Image&#8221; button at the bottom of the Header Image section of this page. If you want to re-enable the header image later, you just have to select one of the other image options and click &#8220;Save Changes&#8221;.","Wenn du nicht möchtest, dass das Kopfzeilenbild auf deiner Seite angezeigt wird, klicke &#8220;Entferne Kopfzeilenbild&#8221; unterhalb der Bildauswahl auf dieser Seite. Falls du es wieder aktivieren möchtest, brauchst du lediglich eins der Bilder auszuwählen und die Änderungen speichern."
"Header Text","Kopfzeilentext"
"For most themes, the header text is your Site Title and Tagline, as defined in the <a href=\"%s\">General Settings</a> section.","In den meisten Themes ist der Kopfzeilentext gleichzeitig dein Webseitentitel und die Beschreibung, wie in den <a href=\"%s\">Allgemeinen Einstellungen</a> definiert."
"In the Header Text section of this page, you can choose whether to display this text or hide it. You can also choose a color for the text by clicking the Select Color button and either typing in a legitimate HTML hex value, e.g. &#8220;#ff0000&#8221; for red, or by choosing a color using the color picker.","Du kannst wählen, ob du den Kopfzeilentext anzeigen lassen möchtest oder nicht. Du kannst auch die Farbe der Schrift wählen. Dazu verwende bitte HTML Hex-werte (wie: &#8220;#ff0000&#8221; für rot) oder klicke \"Farbe wählen\" um das Farbauswahlfeld zu nutzen."
"Don&#8217;t forget to click &#8220;Save Changes&#8221; when you&#8217;re done!","Vergiss nicht &#8220;Änderungen speichern&#8221; zu klicken, wenn du fertig bist!"
"<a href=\"http://codex.wordpress.org/Appearance_Header_Screen\" target=\"_blank\">Documentation on Custom Header</a>","<a href=\"http://codex.wordpress.org/Appearance_Header_Screen\" target=\"_blank\">Documentation on Custom Header (engl.)</a>"
"<strong>Random:</strong> Show a different image on each page.","<strong>Zufällig:</strong> Zeige auf jeder Seite ein zufälliges Bild."
"Custom Header","Kopfzeile anpassen"
"Header updated. <a href=\"%s\">Visit your site</a> to see how it looks.","Header aktualisiert. <a href=\"%s\">Sieh dir das Ergebnis an</a>."
"You can select an image to be shown at the top of your site by uploading from your computer or choosing from your media library. After selecting an image you will be able to crop it.","Du kannst ein Bild auswählen, welches im oberen Bereich Ihrer Webseite angezeigt wird, indem du es vom Computer hoch lädst oder eines aus der Mediathek wählst. Nach dem Auswählen kannst du das Bild zuschneiden."
"Images of exactly <strong>%s1$d &times; %s2$d pixels</strong> will be used as-is.","Bilder von genau <strong>%s1$d × %s2$d Pixeln</strong> werden benutzt, wie sie sind."
"Images should be at least <strong>%s1$d pixels</strong> wide.","Bilder sollten mindestens <strong>%s1$d Pixel</strong> breit sein."
"Images should be at least <strong>%s1$d pixels</strong> tall.","Bilder sollten mindestens <strong>%s1$d Pixel</strong> hoch sein."
"Suggested width is <strong>%s1$d pixels</strong>.","Empfohlene Breite ist <strong>%s1$d Pixel</strong>."
"Suggested height is <strong>%s1$d pixels</strong>.","Empfohlene Höhe ist <strong>%s1$d Pixel</strong>."
"Choose a Custom Header","Wähle ein benutzerdefinierten Header"
"Set as header","Als Header festlegen"
"Uploaded Images","Hochgeladene Grafiken"
"You can choose one of your previously uploaded headers, or show a random one.","Du kannst eine der von dir hochgeladenen Grafiken wählen oder sie in zufälliger Reihenfolge anzeigen lassen."
"Default Images","Vorgegebene Bilder"
"If you don&lsquo;t want to upload your own image, you can use one of these cool headers, or show a random one.","Falls du kein eigenes Bild hochladen möchtest, kannst du aus bereits vorgefertigten Grafiken wählen oder auf jeder Seite ein unterschiedliches Bild per Zufallsgenerator anzeigen lassen.  "
"You can use one of these cool headers or show a random one on each page.","Du kannst aus den vorgefertigten Grafiken wählen oder auf jeder Seite ein unterschiedliches Bild per Zufallsgenerator anzeigen lassen."
"This will remove the header image. You will not be able to restore any customizations.","Hiermit kannst du das Kopfzeilen-Bild entfernen. Jegliche angewandte Änderungen gehen dabei verloren. "
"Remove Header Image","Kopfzeilen-Bild entfernen"
"Reset Image","Bild zurücksetzen"
"This will restore the original header image. You will not be able to restore any customizations.","Hiermit kannst du das ursprüngliche Kopfzeilen-Bild wiederherstellen. Jegliche angewandte Änderungen gehen dabei verloren. "
"Restore Original Header Image","Ursprüngliches Kopfzeilenbild wiederherstellen"
"Show header text with your image.","Zeige den Kopfzeilentext mit deinem Bild."
"Text Color","Textfarbe"
"Default: %s","Standard: %s"
"Image could not be processed. Please go back and try again.","Bild konnte nicht verarbeitet werden. Bitte gehe zurück und versuche es erneut."
"Image Processing Error","Bildbearbeitungs-Fehler"
"Crop Header Image","Kopfzeilen-Bild beschneiden"
"Choose the part of the image you want to use as your header.","Wähle den Teil deines Bildes, den du in deinem Header verwenden möchtest."
"You need Javascript to choose a part of the image.","Du benötigst JavaScript, um das Bild beschneiden zu können."
"Crop and Publish","Zuschneiden und veröffentlichen"
"Skip Cropping, Publish Image as Is","Zuschneiden abbrechen und das Bild publizieren, wie es ist."
"Image Upload Error","Fehler beim Bild hochladen"
"You do not have permission to customize headers.","Du hast nicht die erforderlichen Rechte, um die Kopfzeile anzupassen."
"Customize %s","Anpassen %s"
"Theme Customizer Options","Theme Anpassungen"
"You are previewing %s","Du siehst eine Vorschau von %s"
"Collapse Sidebar","Sidebar einklappen"
"Collapse","Einklappen"
"Comments on &#8220;%s&#8221;","Kommentare zu &#8220;%s&#8221;"
"You can manage comments made on your site similar to the way you manage posts and other content. This screen is customizable in the same ways as other management screens, and you can act on comments using the on-hover action links or the Bulk Actions.","Du kannst Kommentare auf die gleiche Art und Weise verwalten, wie du es zum Beispiel auch mit Beiträgen tust. Diese Seite und die Anzahl der auf einmal anzuzeigenden Kommentare ist über <em>Optionen</em> einstellbar. Beim Überfahren eines Kommentars mit der Maus werden weitere Optionen zum Löschen, Bearbeiten etc. angezeigt. Du kannst auch mehrere Kommentare auf einmal verwalten, in dem du in der ganz linken Spalte die Auswahlbox anklickst und dann bei <em>Aktion wählen</em> eine Aktion wählst und auf <em>Übernehmen</em> klickst."
"Moderating Comments","Kommentare moderieren"
"A yellow row means the comment is waiting for you to moderate it.","Eine gelb hinterlegte Zeile markiert Kommentare, die moderiert werden müssen. Du musst dich dann also entscheiden, ob du einen Kommentar freischalten oder löschen möchtest. Nicht moderierte Kommentare werden im Blog nicht angezeigt."
"In the <strong>Author</strong> column, in addition to the author&#8217;s name, email address, and blog URL, the commenter&#8217;s IP address is shown. Clicking on this link will show you all the comments made from this IP address.","In der Spalte <strong>Autor</strong> werden Daten wie der Name, E-Mail-Adresse, Seiten-Adresse und IP-Adresse des Kommentierenden angezeigt. Klickst du auf die IP-Adresse, siehst du alle Kommentare, die mit dieser IP-Adresse abgegeben wurden."
"In the <strong>Comment</strong> column, above each comment it says &#8220;Submitted on,&#8221; followed by the date and time the comment was left on your site. Clicking on the date/time link will take you to that comment on your live site. Hovering over any comment gives you options to approve, reply (and approve), quick edit, edit, spam mark, or trash that comment.","Wenn du in der Spalte <strong>Kommentar</strong> auf das angezeigte Datum klickst, kannst du den Kommentar direkt auf der Website ansehen. Beim überfahren eines Kommentars mit der Maus werden weitere Optionen zum Löschen, Bearbeiten etc. angezeigt. Du kannst auch mehrere Kommentare auf einmal verwalten, in dem du in der ganz linken Spalte die Auswahlbox anklickst und dann bei <em>Aktion wählen</em> eine Aktion wählst und auf <em>Übernehmen</em> klickst."
"In the <strong>In Response To</strong> column, there are three elements. The text is the name of the post that inspired the comment, and links to the post editor for that entry. The View Post link leads to that post on your live site. The small bubble with the number in it shows the number of approved comments that post has received. If the bubble is gray, you have moderated all comments for that post. If it is blue, there are pending comments. Clicking the bubble will filter the comments screen to show only comments on that post.","In der <strong> Antwort auf </strong> Spalte gibt es drei Elemente. Der Text ist der Name des Beitrags des zugrunde liegenden Kommentars und verlinkt zum Post-Editor für diesen Eintrag. Der Beitrag verlinkt zum entsprechenden Beitrag auf deiner Website. Die kleine Blase mit der Nummer, zeigt die Anzahl der zugelassenen Kommentare auf Ihrer Webseite, die Beiträge erhalten hat. Wenn die Blase grau ist, hast du alle Kommentare zu diesem Beitrag moderiert. Wenn sie blau ist, sin ausstehende Kommentare vorhanden. Wenn du auf die Blase klickst, werden die Kommentare gefiltert, und es werden nur die Kommentare zu diesem Beitrag angezeigt."
"Many people take advantage of keyboard shortcuts to moderate their comments more quickly. Use the link to the side to learn more.","Nutze Tastaturkürzel, um Kommentare schneller zu moderieren. Die entsprechenden Kürzel sind in der <em>Keyboard Shortcuts Documentation</em> hinterlegt."
"<a href=\"http://codex.wordpress.org/Comment_Spam\" target=\"_blank\">Documentation on Comment Spam</a>","<a href=\"http://codex.wordpress.org/Comment_Spam\" target=\"_blank\">Documentation on Comment Spam (engl.)</a>"
"<a href=\"http://codex.wordpress.org/Keyboard_Shortcuts\" target=\"_blank\">Documentation on Keyboard Shortcuts</a>","<a href=\"http://codex.wordpress.org/Keyboard_Shortcuts\" target=\"_blank\">Documentation on Keyboard Shortcuts (engl.)</a>"
"Search results for &#8220;%s&#8221;","Such-Ergebnisse für &#8220;%s&#8221;"
"%s comment approved","%s Kommentar genehmigt"
"%s comments approved","%s Kommentare genehmigt"
"%s comment marked as spam.","%s Kommentar als Spam markiert."
"%s comments marked as spam.","%s Kommentare als Spam markiert."
"%s comment restored from the spam","%s Kommentar aus dem Spam geholt"
"%s comments restored from the spam","%s Kommentare aus dem Spam geholt"
"%s comment moved to the Trash.","%s Kommentar wurde in den Papierkorb gelegt."
"%s comments moved to the Trash.","%s Kommentare wurden in den Papierkorb gelegt."
"%s comment restored from the Trash","%s Kommentar wurde aus dem Papierkorb geholt"
"%s comments restored from the Trash","%s Kommentare wurden aus dem Papierkorb geholt"
"%s comment permanently deleted","%s Kommentar wurde endgültig gelöscht."
"%s comments permanently deleted","%s Kommentare wurden endgültig gelöscht."
"This comment is already approved.","Dieser Kommentar wurde bereits genehmigt."
"This comment is already in the Trash.","Dieser Kommentar befindet sich bereits im Papierkorb."
"View Trash","Zeige Papierkorb"
"This comment is already marked as spam.","Dieser Kommentar ist bereits als Spam markiert."
"Search Comments","Kommentare suchen"
"Post updated. <a href=\"%s\">View post</a>","Der Beitrag wurde aktualisiert. <a href=\"%s\">Beitrag ansehen</a>"
"Custom field updated.","Benutzerdefiniertes Feld aktualisiert."
"Custom field deleted.","Benutzerdefiniertes Feld gelöscht."
"Post updated.","Beitrag aktualisiert."
"Post restored to revision from %s","Beitrag aus Überarbeitung vom %s wiederhergestellt"
"Post published. <a href=\"%s\">View post</a>","Beitrag veröffentlicht. <a href=\"%s\">Beitrag ansehen</a>"
"Post saved.","Beitrag gespeichert."
"Post submitted. <a target=\"_blank\" href=\"%s\">Preview post</a>","Beitrag übermittelt. <a target=\"_blank\" href=\"%s\">Beitragsvorschau</a>"
"Post scheduled for: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Preview post</a>","Veröffentlichung geplant für: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Vorschau</a>"
"M j, Y @ G:i","d. F Y H:i"
"Post draft updated. <a target=\"_blank\" href=\"%s\">Preview post</a>","Der Beitragsentwurf wurde aktualisiert. <a target=\"_blank\" href=\"%s\">Beitragsvorschau</a>"
"Page updated. <a href=\"%s\">View page</a>","Seite aktualisiert. <a href=\"%s\">Seite ansehen</a>"
"Page updated.","Seite wurde aktualisiert."
"Page restored to revision from %s","Seite aus Überarbeitung vom %s wiederhergestellt"
"Page published. <a href=\"%s\">View page</a>","Seite veröffentlicht. <a href=\"%s\">Seite ansehen</a>"
"Page saved.","Die Seite wurde gespeichert."
"Page submitted. <a target=\"_blank\" href=\"%s\">Preview page</a>","Seite übertragen. <a target=\"_blank\" href=\"%s\">Seitenvorschau</a>"
"Page scheduled for: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Preview page</a>","Veröffentlichung geplant für: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Vorschau</a>"
"Page draft updated. <a target=\"_blank\" href=\"%s\">Preview page</a>","Der Seitenentwurf wurde aktualisiert. <a target=\"_blank\" href=\"%s\">Seitenvorschau</a>"
"Media attachment updated.","Medienanhang aktualisiert."
"There is an autosave of this post that is more recent than the version below. <a href=\"%s\">View the autosave</a>","Es ist eine automatisch gespeicherte Version dieses Beitrags verfügbar, welche neuer ist als die angezeigte Version. <a href=\"%s\">Die automatisch gespeicherte Version anzeigen</a>"
"Page Attributes","Attribute"
"Attributes","Attribute"
"Featured Image","Beitragsbild"
"Send Trackbacks","Trackbacks senden"
"Custom Fields","Benutzerdefinierte Felder"
"Discussion","Diskussion"
"Slug","Titelform"
"The title field and the big Post Editing Area are fixed in place, but you can reposition all the other boxes using drag and drop. You can also minimize or expand them by clicking the title bar of each box. Use the Screen Options tab to unhide more boxes (Excerpt, Send Trackbacks, Custom Fields, Discussion, Slug, Author) or to choose a 1- or 2-column layout for this screen.","Das Titel Feld und das große Feld für den Inhalt sind fest positioniert, aber alle anderen Boxen können per Drag&Drop neu angeordnet werden. Du kannst diese auch minimieren oder maximieren durch Klicken auf die Titelleiste jeder Box. Nutze den Tab für die Anzeigeneinstellungen um weitere Boxen zu aktivieren oder deaktivieren (Auszug, Trackbacks senden, benutzerdefinierte Felder, Diskussionen, Slug und Autor) oder wähle das 1- oder 2-Spalten Layout für diese Ansicht. "
"Customizing This Display","Diese Anzeige anpassen"
"<strong>Title</strong> - Enter a title for your post. After you enter a title, you&#8217;ll see the permalink below, which you can edit.","<strong>Titel</strong> – Im ersten Eingabefeld dieser Seite musst du einen Titel für deinen Beitrag eintragen. \nNachdem ein Titel eingegeben wurde, wird unter dem Eingabefeld der Permalink angezeigt, unter dem der Beitrag nach dem Veröffentlichen (Schaltfläche \"Veröffentlichen\") erreichbar ist."
"<strong>Post editor</strong> - Enter the text for your post. There are two modes of editing: Visual and Text. Choose the mode by clicking on the appropriate tab. Visual mode gives you a WYSIWYG editor. Click the last icon in the row to get a second row of controls. The Text mode allows you to enter HTML along with your post text. Line breaks will be converted to paragraphs automatically. You can insert media files by clicking the icons above the post editor and following the directions. You can go to the distraction-free writing screen via the Fullscreen icon in Visual mode (second to last in the top row) or the Fullscreen button in Text mode (last in the row). Once there, you can make buttons visible by hovering over the top area. Exit Fullscreen back to the regular post editor.","<strong>Editorfeld</strong> – Hier schreibst du den eigentlichen Inhalt deines Beitrags. Es gibt dabei zwei Möglichkeiten: Visuell und HTML. Visuell bietet einen WYSIWYG-Editor der Formatierungen und Inhalt in etwa so anzeigt, wie sie später auf der Website zu sehen sind. Du kannst dir übrigens weitere Formatierungsoptionen anzeigen lassen, in dem du in der Werkzeugleiste auf das letzte Symbol klickst. Der HTML-Editor ermöglicht es, direkt HTML zur Formatierung zu benutzen. Dies dürfte vor allem für fortgeschrittene Anwender interessant sein, die mehr Kontrolle über die Code-Auszeichnung haben möchten. Wenn du Dateien oder Bilder hochladen möchtest, so findest du direkt über der Werkzeugleiste dafür die entsprechenden anzuklickenden Symbole. Seit WordPress 3.2 gibt es einen neuen Editor im Vollbildmodus, den du über das entsprechende Symbol erreichen kannst. Im Vollbildmodus verschwinden automatisch die Schaltflächen beim Schreiben. Sie werden jedoch wieder sichtbar, wenn du den Mauszeiger in den oberen Bereich der Vollbildfläche bewegst."
"Title and Post Editor","Titel und Beitrag Editor"
"You can also create posts with the <a href=\"%s\">Press This bookmarklet</a>.","Du kannst auch Beiträge erstellen, indem du das <a href=\"%s\">Press This Bookmarklet</a> verwendest."
"<a href=\"http://codex.wordpress.org/Posts_Add_New_Screen\" target=\"_blank\">Documentation on Writing and Editing Posts</a>","<a href=\"http://codex.wordpress.org/Posts_Add_New_Screen\" target=\"_blank\">Documentation on Writing and Editing Posts (engl.)</a>"
"Pages are similar to Posts in that they have a title, body text, and associated metadata, but they are different in that they are not part of the chronological blog stream, kind of like permanent posts. Pages are not categorized or tagged, but can have a hierarchy. You can nest Pages under other Pages by making one the &#8220;Parent&#8221; of the other, creating a group of Pages.","Seiten sind Beiträgen recht ähnlich. Sie haben einen Titel, Inhalt und weitere Metadaten. Sie erscheinen jedoch nicht im chronologischen Ablauf der Beiträge und können auch nicht mit Kategorien und Schlagwörtern verknüpft werden. Dafür können Seiten hierarchisch angeordnet beziehungsweise verschachtelt werden, in dem einer Seite Eltern verpasst werden, also eine andere Seite als übergeordnete Seite festgelegt wird."
"Creating a Page is very similar to creating a Post, and the screens can be customized in the same way using drag and drop, the Screen Options tab, and expanding/collapsing boxes as you choose. This screen also has the distraction-free writing space, available in both the Visual and Text modes via the Fullscreen buttons. The Page editor mostly works the same as the Post editor, but there are some Page-specific features in the Page Attributes box:","Eine Seite zu erstellen ist fast genauso, wie einen neuen Beitrag zu schreiben. Seit WordPress 3.2 gibt es einen neuen Vollbildmodus für ablenkungsfreies Schreiben. Du findest hier ebenfalls verschiedene Module, wobei manche nur speziell bei Seiten zu nutzen sind, weshalb du sie nur hier siehst:"
"About Pages","Über Seiten"
"<a href=\"http://codex.wordpress.org/Pages_Add_New_Screen\" target=\"_blank\">Documentation on Adding New Pages</a>","<a href=\"http://codex.wordpress.org/Pages_Add_New_Screen\" target=\"_blank\">Documentation on Adding New Pages (engl.)</a>"
"<a href=\"http://codex.wordpress.org/Pages_Screen#Editing_Individual_Pages\" target=\"_blank\">Documentation on Editing Pages</a>","<a href=\"http://codex.wordpress.org/Pages_Screen#Editing_Individual_Pages\" target=\"_blank\">Documentation on Editing Pages (engl.)</a>"
"This screen allows you to edit four fields for metadata in a file within the media library.","Auf dieser Seite kannst du vier Metadaten-Felder einer Datei ändern, die sich in der Mediathek befinden. "
"For images only, you can click on Edit Image under the thumbnail to expand out an inline image editor with icons for cropping, rotating, or flipping the image as well as for undoing and redoing. The boxes on the right give you more options for scaling the image, for cropping it, and for cropping the thumbnail in a different way than you crop the original image. You can click on Help in those boxes to get more information.","Bei Bildern kannst du auf die Schaltfläche <em>Bild bearbeiten</em> unter dem Vorschaubild klicken und es dann zum Beispiel zuschneiden, skalieren, drehen oder spiegeln. Während der Bearbeitung lassen sich einzelne Arbeitsschritte auch rückgängig machen."
"Note that you crop the image by clicking on it (the Crop icon is already selected) and dragging the cropping frame to select the desired part. Then click Save to retain the cropping.","Du kannst ein Bild zuschneiden, indem du in das Bild klickst, die Maustaste gedrückt hälst und den erscheinenden Auswahlrahmen über das Bild ziehst. Der Auswahlrahmen kann auch nachträglich verschoben oder verändert werden. Klicke dann auf <em>Speichern</em>, um den Zuschnitt zu übernehmen. \nBeachte auch, dass die Zuschneide-Funktion bereits automatisch aktiviert ist, wenn du ein Bild zum Bearbeiten öffnest."
"Remember to click Update Media to save metadata entered or changed.","Vergiss nicht, zum Schluss auf <em>Dateien aktualisieren</em> zu klicken, damit deine Eingaben oder Änderungen auch gespeichert werden."
"<a href=\"http://codex.wordpress.org/Media_Add_New_Screen#Edit_Media\" target=\"_blank\">Documentation on Edit Media</a>","<a href=\"http://codex.wordpress.org/Media_Add_New_Screen#Edit_Media\" target=\"_blank\">Documentation on Edit Media (engl.)</a>"
