"Activation Key Required","Clef d&rsquo;activation requise"
"If you temporarily make your <code>web.config</code> file writable for us to generate rewrite rules automatically, do not forget to revert the permissions after rule has been saved.","Si vous rendez le fichier <code>web.config</code> accessible en écriture afin de générer automatiquement les règles de réécriture, n&rsquo;oubliez surtout pas de remettre les droits originaux en place une fois que les règles ont été enregistrées."
"If the root directory of your site were <a href=\"http://codex.wordpress.org/Changing_File_Permissions\">writable</a>, we could do this automatically, but it isn&#8217;t so this is the url rewrite rule you should have in your <code>web.config</code> file. Create a new file, called <code>web.config</code> in the root directory of your site. Click in the field and press <kbd>CTRL + a</kbd> to select all. Then insert this code into the <code>web.config</code> file.","Si vous aviez les <a href=\"http://codex.wordpress.org/Changing_File_Permissions\">droits en écriture (en)</a> sur le fichier <code>web.config</code>, nous pourrions faire cela automatiquement. Ce n&rsquo;est pas le cas, donc voici les règles de réécriture que vous devrez mettre dans votre fichier <code>web.config</code>. Créez un nouveau fichier texte, nommé <code>web.config</code>, dans le dossier racine de votre site. Cliquez sur le champ et appuyez sur <kbd>Ctrl-a</kbd> pour tout sélectionner. Insérez ensuite le contenu dans le fichier <code>web.config</code>."
"If you temporarily make your site&#8217;s root directory writable for us to generate the <code>web.config</code> file automatically, do not forget to revert the permissions after the file has been created.","Si vous rendez temporairement le dossier racine accessible en écriture afin que nous y générions directement le fichier <code>web.config</code>,n&rsquo;oubliez surtout pas de remettre les droits originaux en place une fois que les règles ont été enregistrées."
"If your <code>.htaccess</code> file were <a href=\"http://codex.wordpress.org/Changing_File_Permissions\">writable</a>, we could do this automatically, but it isn&#8217;t so these are the mod_rewrite rules you should have in your <code>.htaccess</code> file. Click in the field and press <kbd>CTRL + a</kbd> to select all.","Si vous aviez les <a href=\"http://codex.wordpress.org/Changing_File_Permissions\">droits en écriture (en)</a> sur le fichier <code>.htaccess</code>, nous pourrions faire cela automatiquement. Ce n&rsquo;est pas le cas, donc voici les règles de réécriture que vous devrez mettre dans votre fichier <code>.htaccess</code>. Cliquez sur le champ et appuyez sur <kbd>Ctrl-a</kbd> pour tout sélectionner."
"Reading Settings","Options de lecture"
"The <a href=\"http://codex.wordpress.org/Glossary#Character_set\">character encoding</a> of your site (UTF-8 is recommended)","L&rsquo;<a href=\"http://fr.wikipedia.org/wiki/Codage_de_caract%sC3%sA8res\">encodage de caractères</a> utilisé par votre site (UTF-8 est recommandé)"
"This screen contains the settings that affect the display of your content.","Cet écran présente les réglages qui influent sur l&rsquo;affichage de votre contenu."
"You can choose what&#8217;s displayed on the front page of your site. It can be posts in reverse chronological order (classic blog), or a fixed/static page. To set a static home page, you first need to create two <a href=\"%s\">Pages</a>. One will become the front page, and the other will be where your posts are displayed.","Vous pouvez choisir ce qui est affiché en page d&rsquo;accueil de votre site. Au choix, le mode &laquo;&nbsp;blog&nbsp;&raquo; classique (les articles dans l&rsquo;ordre chronologique inverse) ou une page statique. Pour mettre en place une page statique, vous devez d&rsquo;abord créer deux <a href=\"%s\">pages</a>&nbsp;: la première servira de page d&rsquo;accueil, la seconde affichera vos articles."
"You can also control the display of your content in RSS feeds, including the maximum numbers of posts to display and whether to show full text or a summary.","Vous pouvez également contrôler l&rsquo;affichage de votre contenu dans les flux RSS, comme le nombre maximum d&rsquo;entrées à afficher, et s&rsquo;il faut afficher l&rsquo;article en entier ou juste un résumé."
"Site Visibility","Visibilité du site"
"Search Engine Visibility","Visibilité pour les moteurs de recherche"
"You can choose whether or not your site will be crawled by robots, ping services, and spiders. If you want those services to ignore your site, click the checkbox next to &#8220;Discourage search engines from indexing this site&#8221; and click the Save Changes button at the bottom of the screen. Note that your privacy is not complete; your site is still visible on the web.","Vous pouvez choisir si votre site est parcouru par les robots et autres logiciels automatisés, ou non. Si vous préférez que ces services ignorent votre site, cliquez sur le bouton radio marqué &laquo;&nbsp;Demander aux moteurs de recherche de ne pas indexer ce site&nbsp;&raquo; et cliquez sur le bouton &laquo;&nbsp;Enregistrer les modifications&nbsp;&raquo; en bas de l&rsquo;écran. Notez bien que votre vie privée n&rsquo;est pas assurée&nbsp;: votre site reste visible de tous sur le Web."
"When this setting is in effect, a reminder is shown in the Right Now box of the Dashboard that says, &#8220;Search Engines Discouraged,&#8221; to remind you that your site is not being crawled.","Quand ce réglage prend effet, un rappel apparaît dans la section &laquo;&nbsp;Aujourd&rsquo;hui&nbsp;&raquo; du Tableau de Bord, indiquant &laquo;&nbsp;Moteurs de recherche refusés&nbsp;&raquo;, pour vous rappeler que votre site n&rsquo;est pas parcouru automatiquement."
"<a href=\"http://codex.wordpress.org/Settings_Reading_Screen\" target=\"_blank\">Documentation on Reading Settings</a>","<a href=\"http://codex.wordpress.org/Settings_Reading_Screen\" target=\"_blank\">Documentation sur les réglages de la lecture (en)</a>"
"Encoding for pages and feeds","Encodage pour les pages et les flux RSS"
"A <a href=\"%s\">static page</a> (select below)","Une <a href=\"%s\">page statique</a> (choisir ci-dessous)"
"Front page: %s","Page d&rsquo;accueil&nbsp;: %s"
"Posts page: %s","Page des articles&nbsp;: %s"
"<strong>Warning:</strong> these pages should not be the same!","<strong>Attention&nbsp;:</strong> ces pages ne devraient pas être les mêmes&nbsp;!"
"Blog pages show at most","Les pages du site doivent afficher au plus"
"posts","articles"
"Syndication feeds show the most recent","Les flux de syndication affichent les derniers"
"items","éléments"
"For each article in a feed, show","Pour chaque article d&rsquo;un flux, fournir"
"Full text","Le texte complet"
"Summary","L&rsquo;extrait"
"Allow search engines to index this site","Autoiser les moteurs de recherche à indexer ce site"
"Discourage search engines from indexing this site","Demander aux moteurs de recherche de ne pas indexer ce site"
"Note: Neither of these options blocks access to your site &mdash; it is up to search engines to honor your request.","Note&nbsp;: Aucune de ses options ne bloque l&rsquo;accès à votre site &mdash; c&rsquo;est au moteur de recherche de respecter votre demande."
"It is up to search engines to honor this request.","Certains moteurs de recherche peuvent décider de l&rsquo;indexer malgré tout."
"Writing Settings","Options d&rsquo;écriture"
"You can submit content in several different ways; this screen holds the settings for all of them. The top section controls the editor within the dashboard, while the rest control external publishing methods. For more information on any of these methods, use the documentation links.","Vous disposez de plusieurs méthodes pour envoyer du contenu. Cet écran vous présente les réglages de chacune. La première section gère l&rsquo;éditeur de l&rsquo;administration de WordPress, tandis que les autres gèrent les méthodes externes. Pour obtenir plus d&rsquo;informations sur toutes ces méthodes, suivez les liens vers la documentation."
"Press This is a bookmarklet that makes it easy to blog about something you come across on the web. You can use it to just grab a link, or to post an excerpt. Press This will even allow you to choose from images included on the page and use them in your post. Just drag the Press This link on this screen to your bookmarks bar in your browser, and you&#8217;ll be on your way to easier content creation. Clicking on it while on another website opens a popup window with all these options.","&laquo;&nbsp;Publier un article&nbsp;&raquo; est un bookmarklet qui vous facilite la publication sur votre site quand vous voyez une page intéressante sur Internet. Vous pouvez l&rsquo;utiliser simplement pour publier un lien, ou pour en publier un extrait. &laquo;&nbsp;Publier un article&nbsp;&raquo; vous permet même de choisir parmi les images incluses dans la page, et de les utiliser dans votre article. Glissez simplement le lien &laquo;&nbsp;Publier un article&nbsp;&raquo; dans la barre de liens de votre navigateur, et à vous la publication facile&nbsp;! En cliquant dessus lors de la visite d&rsquo;un site, une fenêtre s&rsquo;ouvrira avec toutes les options utiles."
"Post Via Email","Envoi d&rsquo;article par e-mail"
"Post via email settings allow you to send your WordPress install an email with the content of your post. You must set up a secret e-mail account with POP3 access to use this, and any mail received at this address will be posted, so it&#8217;s a good idea to keep this address very secret.","Les réglages de publication par e-mail vous permettant d&rsquo;envoyer à votre installation WordPress un e-mail dont le contenu sera publié dans un article. Vous devez définir un compte e-mail secret avec une adresse POP3. Tout message reçu à cette adresse sera publié. Il vaut donc mieux garder cette adresse à l&rsquo;abri des regards. "
"Update Services","Services de mise à jour"
"If desired, WordPress will automatically alert various services of your new posts.","Si vous le souhaitez, WordPress peut automatiquement informer différents services en ligne de vos nouvelles publications."
"<a href=\"http://codex.wordpress.org/Settings_Writing_Screen\" target=\"_blank\">Documentation on Writing Settings</a>","<a href=\"http://codex.wordpress.org/Settings_Writing_Screen\" target=\"_blank\">Documentation sur les réglages de l&rsquo;écriture (en)</a>"
"Formatting","Mise en forme"
"Convert emoticons like <code>:-)</code> and <code>:-P</code> to graphics on display","Convertir les émoticônes, comme <code>:-)</code> et <code>:-P</code>, en images lors de l&rsquo;affichage"
"WordPress should correct invalidly nested XHTML automatically","WordPress doit automatiquement corriger les balises XHTML non valides"
"Default Post Category","Catégorie par défaut des articles"
"Default Post Format","Format par défaut des articles"
"Default Link Category","Catégorie par défaut des liens"
"Press This is a bookmarklet: a little app that runs in your browser and lets you grab bits of the web.","Ceci est un bookmarklet&nbsp;: une petite application qui se lance dans votre navigateur, et vous permet de récupérer des portions du Web pour les bloguer."
"Use Press This to clip text, images and videos from any web page. Then edit and add more straight from Press This before you save or publish it in a post on your site.","Utilisez-le pour récupérer du texte, des images et des vidéos depuis n&rsquo;importe quelle page Web. Puis modifiez l&rsquo;article et ajoutez vos propres textes directement dans le bookmarklet, avant d&rsquo;enregistrer le tout ou de le publier dans un article sur votre site."
"Drag-and-drop the following link to your bookmarks bar or right click it and add it to your favorites for a posting shortcut.","Glissez le lien suivant dans votre barre de favoris, ou faites un clic-droit et ajoutez-le à vos favoris pour obtenir un raccourci de publication."
"If your bookmarks toolbar is hidden: copy the code below, open your Bookmarks manager, create new bookmark, type Press This into the name field and paste the code into the URL field.","Si votre barre de favoris est cachée&nbsp;: copier le code ci-dessous, ouvrez votre gestionnaire de favoris, créez-en un nouveau, saisissez &laquo;&nbsp;Publier un article&nbsp;&raquo; comme nom, et collez le code dans le champ d&rsquo;adresse Web."
"Post via e-mail","Envoi d&rsquo;article par e-mail"
"To post to WordPress by e-mail you must set up a secret e-mail account with POP3 access. Any mail received at this address will be posted, so it&#8217;s a good idea to keep this address very secret. Here are three random strings you could use: <kbd>%s</kbd>, <kbd>%s</kbd>, <kbd>%s</kbd>.","Pour publier dans WordPress par e-mail, vous devez définir un compte e-mail secret avec une adresse POP3. Tout e-mail reçu à cette adresse sera publié. Il vaut donc mieux garder cette adresse à l&rsquo;abri des regards. Voici trois chaînes aléatoires que vous pourriez utiliser&nbsp;: <kbd>%s</kbd>, <kbd>%s</kbd>, <kbd>%s</kbd>."
"Mail Server","Serveur de messagerie"
"Login Name","Identifiant"
"Default Mail Category","Catégorie par défaut des articles envoyés par e-mail"
"When you publish a new post, WordPress automatically notifies the following site update services. For more about this, see <a href=\"http://codex.wordpress.org/Update_Services\">Update Services</a> on the Codex. Separate multiple service <abbr title=\"Universal Resource Locator\">URL</abbr>s with line breaks.","Quand vous publiez un nouvel article, WordPress peut notifier un service de mise à jour. Une explication se trouve sur la page <a href=\"http://codex.wordpress.org/Update_Services\">Update Services</a> du Codex anglophone. Séparez les adresses web par des retours à la ligne."
"WordPress is not notifying any <a href=\"http://codex.wordpress.org/Update_Services\">Update Services</a> because of your site&#8217;s <a href=\"%s\">visibility settings</a>.","WordPress ne notifie aucun des <a href=\"http://codex.wordpress.org/Update_Services\">services de notification (en)</a>, du fait des <a href=\"%s\">réglages de vie privée</a> de votre site."
"<strong>ERROR</strong>: options page not found.","<strong>ERREUR</strong>&nbsp;: La page d&rsquo;options est introuvable."
"You do not have sufficient permissions to modify unregistered settings for this site.","Vous n&rsquo;avez pas les droits suffisants pour modifier les réglages non enregistrés de ce site."
"The <code>%s</code> setting is unregistered. Unregistered settings are deprecated. See http://codex.wordpress.org/Settings_API","L&rsquo;option <code>%s</code> n&rsquo;est pas enregistrée. Les options non enregistrées sont obsolètes. Consultez la documentation sur la page http://codex.wordpress.org/Settings_API"
"All Settings","Toutes les options"
"You do not have sufficient permissions to edit plugins for this site.","Vous n&rsquo;avez pas les droits suffisants pour modifier les extensions de ce site."
"Edit Plugins","Modifier les extensions"
"There are no plugins installed on this site.","Il n&rsquo;y a pas d&rsquo;options pour ce widget sur ce site."
"No such file exists! Double check the name and try again.","Ce fichier n&rsquo;existe pas&nbsp;! Veuillez vérifier son nom et réessayer."
"Files of this type are not editable.","Les fichiers de ce type ne sont pas éditables."
"You can use the editor to make changes to any of your plugins&#8217; individual PHP files. Be aware that if you make changes, plugins updates will overwrite your customizations.","Vous pouvez utiliser l&rsquo;éditeur pour modifier n&rsquo;importe quel fichier de vos extensions. Soyez cependant conscient que si vous modifiez les fichiers, les mises à jour les annuleront..."
"Choose a plugin to edit from the menu in the upper right and click the Select button. Click once on any file name to load it in the editor, and make your changes. Don&#8217;t forget to save your changes (Update File) when you&#8217;re finished.","Choisissez une extension à modifier dans le menu en haut à droite, et cliquez sur le bouton &laquo;&nbsp;Sélectionner&nbsp;&raquo;."
"The Documentation menu below the editor lists the PHP functions recognized in the plugin file. Clicking Lookup takes you to a web page about that particular function.","Le menu &laquo;&nbsp;Documentation&nbsp;&raquo;, situé sous l&rsquo;éditeur, liste les fonctions PHP reconnues dans le fichier de l&rsquo;extension. En cliquant sur &laquo;&nbsp;Vérifier&nbsp;&raquo;, vous irez sur la documentation officielle de cette fonction."
"In the editing area the Tab key enters a tab character. To move below this area by pressing Tab, press the Esc key followed by the Tab key.","Dans la zone d&rsquo;édition, la touche Tab ajouter un caractère de tabulation. Pour sortir de cette zone en pressant cette touche, combinez-la avec la touche Esc&nbsp;: Esc-Tab."
"If you want to make changes but don&#8217;t want them to be overwritten when the plugin is updated, you may be ready to think about writing your own plugin. For information on how to edit plugins, write your own from scratch, or just better understand their anatomy, check out the links below.","Si vous voulez faire des modifications et ne pas les perdre à la prochaine mise à jour, cela signifie que vous êtes prêt à écrire votre propre extension. Pour obtenir des informations sur la manière de modifier une extension ou d&rsquo;en créer une, ou simplement pour comprendre leur fonctionnement, suivez les liens ci-dessous."
"Any edits to files from this screen will be reflected on all sites in the network.","Toute modification aux fichiers de cet écran affectera l&rsquo;ensemble des sites du réseau."
"<a href=\"http://codex.wordpress.org/Plugins_Editor_Screen\" target=\"_blank\">Documentation on Editing Plugins</a>","<a href=\"http://codex.wordpress.org/Plugins_Editor_Screen\" target=\"_blank\">Documentation sur l&rsquo;édition des extensions (en)</a>"
"<a href=\"http://codex.wordpress.org/Writing_a_Plugin\" target=\"_blank\">Documentation on Writing Plugins</a>","<a href=\"http://codex.wordpress.org/Writing_a_Plugin\" target=\"_blank\">Documentation sur la création d&rsquo;extensions (en)</a>"
"Function Name&hellip;","Nom de fonction&hellip;"
"File edited successfully.","Le fichier a bien été modifié."
"This plugin has been deactivated because your changes resulted in a <strong>fatal error</strong>.","Cette extension a été désactivée, car vos modifications ont abouti à une <strong>erreur fatale</strong>"
"Editing <strong>%s</strong> (active)","Modification de <strong>%s</strong> (activé)"
"Browsing <strong>%s</strong> (active)","Contenu de <strong>%s</strong> (activé)"
"Editing <strong>%s</strong> (inactive)","Modification de <strong>%s</strong> (désactivé)"
"Browsing <strong>%s</strong> (inactive)","Contenu de <strong>%s</strong> (désactivée)"
"Select plugin to edit:","Sélectionnez l&rsquo;extension à modifier&nbsp;:"
"Plugin Files","Fichiers de l&rsquo;extension"
"Documentation:","Documentation&nbsp;:"
"Lookup","Chercher"
"<strong>Warning:</strong> Making changes to active plugins is not recommended. If your changes cause a fatal error, the plugin will be automatically deactivated.","<strong>Attention&nbsp;:</strong> il n&rsquo;est pas recommandé de modifier des extensions activées. Si vos modifications amènent une erreur fatale, l&rsquo;extension sera automatiquement désactivée."
"Update File and Attempt to Reactivate","Mettre à jour le fichier et tenter de réactiver l&rsquo;extension"
"Update File","Mettre à jour le fichier"
"You need to make this file writable before you can save your changes. See <a href=\"http://codex.wordpress.org/Changing_File_Permissions\">the Codex</a> for more information.","Vous devez rendre ce fichier accessible en écriture avant de pouvoir enregistrer vos modifications. Lire la documentation <a href=\"http://codex.wordpress.org/Changing_File_Permissions\" title=\"Rendre un fichier accessible en écriture\">CHMOD (en)</a> pour plus d&rsquo;informations."
"You do not have sufficient permissions to install plugins on this site.","Vous n&rsquo;avez pas les droits suffisants pour installer des extensions sur ce site."
"Install Plugins","Installer des extensions"
"Plugins hook into WordPress to extend its functionality with custom features. Plugins are developed independently from the core WordPress application by thousands of developers all over the world. All plugins in the official <a href=\"%s\" target=\"_blank\">WordPress.org Plugin Directory</a> are compatible with the license WordPress uses. You can find new plugins to install by searching or browsing the Directory right here in your own Plugins section.","Les extensions s&rsquo;ajoutent à WordPress afin d&rsquo; étendre ses fonctionnalités par le biais de fonctions personnalisées. Les extensions sont développées indépendamment du code de WordPress, par des milliers de développeurs à travers le monde. Toutes les extensions présentes dans le <a href=\"%s\" target=\"_blank\">dépôt officiel d&rsquo;extensions de WordPress.org</a> utilisent une licence compatible avec celle de WordPress. Vous pouvez trouver de nouvelles extensions à installer en lançant une recherche ou en parcourant le dépôt directement depuis la présente page."
"Adding Plugins","Ajout d&rsquo;extensions"
"If you know what you&#8217;re looking for, Search is your best bet. The Search screen has options to search the WordPress.org Plugin Directory for a particular Term, Author, or Tag. You can also search the directory by selecting popular tags. Tags in larger type mean more plugins have been labeled with that tag.","Si vous savez ce que vous voulez, commencez par le champ &laquo;&nbsp;Recherche&nbsp;&raquo;&nbsp;: il vous permet de lancer une recherche sur le dépôt d&rsquo;extensions de WordPress.org, pour un terme, un auteur, ou un mot-clef particulier. Vous pouvez également lancer une recherche en cliquant sur un des mots-clefs populaires. Plus un mot-clef est grand, plus il fait référence à un grand nombre d&rsquo;extensions."
"If you just want to get an idea of what&#8217;s available, you can browse Featured, Popular, and Newest plugins by using the links in the upper left of the screen. These sections rotate regularly.","Si vous voulez juste voir ce qu&rsquo;offre le dépôt, vous pouvez parcourir les extensions les plus populaires, les plus récentes ou celles mises en avant en cliquant sur les liens proposés. Ces sections changent régulièrement."
"You can also browse a user&#8217;s favorite plugins, by using the Favorites link in the upper left of the screen and entering their WordPress.org username.","Vous pouvez voir les extensions préférées d&rsquo;un utililsateur en utilisant le lien Préférées situé en haut à gauche de l&rsquo;écran, et en renseignant leur identifiant WordPress.org"
"If you want to install a plugin that you&#8217;ve downloaded elsewhere, click the Upload link in the upper left. You will be prompted to upload the .zip package, and once uploaded, you can activate the new plugin.","Si vous voulez installer une extension que vous avez téléchargée depuis un site tiers, cliquez sur le lien &laquo;&nbsp;Envoyer&nbsp;&raquo;. Il vous sera demandé d&rsquo;indiquer le fichier .zip à mettre en ligne, et ceci fait, vous pourrez activer l&rsquo;extension."
"<a href=\"http://codex.wordpress.org/Plugins_Add_New_Screen\" target=\"_blank\">Documentation on Installing Plugins</a>","<a href=\"http://codex.wordpress.org/Plugins_Add_New_Screen\" target=\"_blank\">Documentation sur l&rsquo;installation des extensions (en)</a>"
"You do not have sufficient permissions to manage plugins for this site.","Vous n&rsquo;avez pas les droits suffisants pour gérer les extensions de ce site."
"You do not have sufficient permissions to activate plugins for this site.","Vous n&rsquo;avez pas les droits suffisants pour activer les extensions de ce site."
"Update Plugins","Mettre à jour les extensions"
"You do not have sufficient permissions to deactivate plugins for this site.","Vous n&rsquo;avez pas les droits suffisants pour désactiver les extensions de ce site."
"You do not have sufficient permissions to delete plugins for this site.","Vous n&rsquo;avez pas les droits suffisants pour supprimer les extensions de ce site."
"Delete Plugin","Supprimer l&rsquo;extension"
"Delete Plugins","Supprimer les extensions"
"This plugin may be active on other sites in the network.","Cette extension peut uniquement être activée sur l&rsquo;ensemble des sites du réseau."
"These plugins may be active on other sites in the network.","Ces extensions peuvent uniquement être activées sur l&rsquo;ensemble des sites du réseau."
"You are about to remove the following plugin:","Vous êtes sur le point de supprimer l&rsquo;extension suivante&nbsp;:"
"You are about to remove the following plugins:","Vous êtes sur le point de supprimer les extensions suivantes&nbsp;:"
"<strong>%s</strong> by <em>%s</em> (will also <strong>delete its data</strong>)","<strong>%s</strong> par <em>%s</em> (attention&nbsp;: <strong>supprimera également les données liées</strong>)"
"<strong>%s</strong> by <em>%s</em>","<strong>%s</strong> par <em>%s</em>"
"Are you sure you wish to delete these files and data?","Vouslez-vous vraiment supprimer ces fichiers et données&nbsp;?"
"Are you sure you wish to delete these files?","Voulez-vous vraiment supprimer ces fichiers&nbsp;?"
"Yes, Delete these files and data","Oui, supprimer ces fichiers et les données"
"Yes, Delete these files","Oui, supprimer ces fichiers"
"No, Return me to the plugin list","Non, retourner à la liste des extensions"
"Click to view entire list of files which will be deleted","Cliquez pour voir la liste des fichiers qui seront supprimés"
"Plugins extend and expand the functionality of WordPress. Once a plugin is installed, you may activate it or deactivate it here.","Les extensions étendent les fonctionnalités de WordPress. Une fois une extension installée, vous pouvez l&rsquo;activer ou la désactiver ici."
"You can find additional plugins for your site by using the <a href=\"%s\">Plugin Browser/Installer</a> functionality or by browsing the <a href=\"%s\" target=\"_blank\">WordPress Plugin Directory</a> directly and installing new plugins manually. To manually install a plugin you generally just need to upload the plugin file into your <code>/wp-content/plugins</code> directory. Once a plugin has been installed, you can activate it here.","Vous pouvez trouver d&rsquo;autres extensions pour votre site au moyen de la <a href=\"%s\">fonctionnalité de découverte/installation d&rsquo;extensions</a>, ou en vous rendant sur le <a href=\"%s\" target=\"_blank\">répertoire des extensions WordPress</a> et en les installant manuellement. Pour installer une extension <em>manuellement</em>, il vous suffit généralement de mettre ses fichiers en ligne dans le dossier <code>/wp-content/plugins</code>. Ceci fait, vous pourrez activer cette extension depuis la présente page."
"Troubleshooting","Diagnostic"
"Most of the time, plugins play nicely with the core of WordPress and with other plugins. Sometimes, though, a plugin&#8217;s code will get in the way of another plugin, causing compatibility issues. If your site starts doing strange things, this may be the problem. Try deactivating all your plugins and re-activating them in various combinations until you isolate which one(s) caused the issue.","La plupart du temps, les extensions fonctionnent comme il le faut, tant avec WordPress qu&rsquo;entre elles. Mais parfois, les ajouts d&rsquo;une extension peuvent empiéter sur celles d&rsquo;une autre, ce qui provoque une incompatibilité. Si votre site réagit bizarrement, le problème vient peut-être de là. Essayez de désactiver toutes les extensions, puis de les réactiver une à une pour trouver celle(s) en cause."
"If something goes wrong with a plugin and you can&#8217;t use WordPress, delete or rename that file in the <code>%s</code> directory and it will be automatically deactivated.","Si une extension ne fonctionne pas correctement et que vous ne pouvez plus utiliser WordPress, supprimez ou renommez son fichier dans le répertoire <code>%s</code> et elle sera automatiquement désactivée."
"<a href=\"http://codex.wordpress.org/Managing_Plugins#Plugin_Management\" target=\"_blank\">Documentation on Managing Plugins</a>","<a href=\"http://codex.wordpress.org/Managing_Plugins#Plugin_Management\" target=\"_blank\">Documentation sur la gestion des extensions (en)</a>"
"The plugin <code>%s</code> has been <strong>deactivated</strong> due to an error: %s","L&rsquo;extension <code>%s</code> a été <strong>désactivée</strong> suit à l&rsquo;erreur&nbsp;: %s"
"You cannot delete a plugin while it is active on the main site.","Vous ne pouvez pas effacer une extension tant qu&rsquo;elle est activée sur le site principal."
"The plugin generated %d characters of <strong>unexpected output</strong> during activation. If you notice &#8220;headers already sent&#8221; messages, problems with syndication feeds or other issues, try deactivating or removing this plugin.","L&rsquo;extension a généré %d caractères d&rsquo;<strong>affichage inattendu</strong> lors de l&rsquo;activation. Si vous voyez un message &laquo;&nbsp;<i>headers already sent</i>&nbsp;&raquo; (Les en-têtes ont déjà été envoyés), des problèmes avec les flux de syndication ou d&rsquo;autres erreurs, essayez de désactiver ou enlever cette extension."
"Plugin could not be activated because it triggered a <strong>fatal error</strong>.","L&rsquo;extension n&rsquo;a pu être activée, car elle a déclenché une <strong>erreur fatale</strong>."
"Plugin could not be deleted due to an error: %s","L&rsquo;extension n&rsquo;a pu être supprimée suite à une erreur fatale&nbsp;: %s"
"The selected plugins have been <strong>deleted</strong>.","Les extensions sélectionnées ont été <strong>supprimées</strong>."
"Plugin <strong>activated</strong>.","Extension <strong>activée</strong>"
"Selected plugins <strong>activated</strong>.","Les extensions sélectionnées ont été <strong>activées</strong>."
"Plugin <strong>deactivated</strong>.","Extension <strong>désactivée</strong>"
"Selected plugins <strong>deactivated</strong>.","Les extensions sélectionnées ont été <strong>désactivées</strong>."
"No out of date plugins were selected.","Aucune extension périmée n&rsquo;a été sélectionnée."
"Search Installed Plugins","Chercher parmi les extensions installées"
"You can&#8217;t edit this item because it is in the Trash. Please restore it and try again.","Vous ne pouvez pas modifier ce contenu, car il est dans la Corbeille. Sortez-l&rsquo;en, puis réessayez."
"You are not allowed to move this item out of the Trash.","Vous n&rsquo;avez pas l&rsquo;autorisation de déplacer ce contenu en dehors de la Corbeille."
"Error in deleting.","Erreur pendant la suppression."
"Embed Code","Code embarqué"
"Insert Video","Insérer la vidéo"
"Click to insert.","Cliquez pour insérer."
"Unable to retrieve images or no images on page.","Impossible de récupérer d&rsquo;image ou il n&rsquo;y a pas d&rsquo;image dans cette page."
"Add Photos","Ajouter des images"
"click images to select","cliquez sur les images pour les sélectionner"
"Add from URL","Ajouter depuis une adresse web"
"Post Format:","Format d&rsquo;article&nbsp;:"
"You cannot modify this Taxonomy.","Vous ne pouvez pas modifier cette taxinomie."
"Your post has been saved.","Votre article a été enregistré."
"View post","Afficher l&rsquo;article"
"Close Window","Fermer la fenêtre"
"Loading...","Chargement..."
"Add:","Ajouter&nbsp;:"
"Insert an Image","Insérer une image"
"Embed a Video","Ajouter un vidéo"
"Compare Revisions of &#8220;%s&#8221;","Comparer les versions de &laquo;&nbsp;%s&nbsp;&raquo;"
"Revision for &#8220;%s&#8221; created on %s","Version pour &laquo;&nbsp;%s&nbsp;&raquo; créée le %s"
"Older: %s","Différence précédente&nbsp;: %s"
"Newer: %s","Différence suivante&nbsp;: %s"
"These revisions are identical.","Ces 2 versions sont identiques."
"Sorry, I need a wp-config-sample.php file to work from. Please re-upload this file from your WordPress installation.","Désolé, j&rsquo;ai besoin d&rsquo;un fichier wp-config-sample.php à partir duquel travailler. Veuillez remettre ce fichier en ligne au sein de votre installation WordPress."
"The file 'wp-config.php' already exists. If you need to reset any of the configuration items in this file, please delete it first. You may try <a href='%s'>installing now</a>.","Le fichier &laquo;&nbsp;wp-config.php&nbsp;&raquo; existe déjà. Si vous devez mettre à zéro n&rsquo;importe quelle valeur de configuration dans ce fichier, veuillez commencer par le supprimer. Vous pouvez <a href='%s'>essayer l&rsquo;installation maintenant</a>."
"The file 'wp-config.php' already exists one level above your WordPress installation. If you need to reset any of the configuration items in this file, please delete it first. You may try <a href='install.php'>installing now</a>.","Le fichier <code>wp-config.php</code> existe déjà, un niveau au-dessus de votre installation WordPress. Si vous devez mettre à zéro vos éléments de configuration, veuillez d&rsquo;aborder effacer ce fichier. Vous pouvez essayer de <a href='install.php'>lancer l&rsquo;installation</a>."
"WordPress &rsaquo; Setup Configuration File","WordPress &rsaquo; Fichier de configuration"
"Welcome to WordPress. Before getting started, we need some information on the database. You will need to know the following items before proceeding.","Bienvenue dans WordPress. Avant de nous lancer, nous avons besoin de certaines informations sur votre base de données. Il va vous falloir réunir les informations suivantes pour continuer."
"Database name","Nom de la base de données"
"Database username","Nom d&rsquo;utilisateur MySQL"
"Database password","Mot de passe de l&rsquo;utilisateur"
"Database host","Adresse de la base de données"
"Table prefix (if you want to run more than one WordPress in a single database)","Préfixe de table (si vous souhaitez avoir plusieurs WordPress sur une même base de données)"
"If for any reason this automatic file creation doesn&#8217;t work, don&#8217;t worry. All this does is fill in the database information to a configuration file. You may also simply open <code>wp-config-sample.php</code> in a text editor, fill in your information, and save it as <code>wp-config.php</code>.","Si, pour quelque raison que ce soit, la création automatique du fichier ne fonctionne pas, pas de panique. Tout ce qu&rsquo;elle fait, c&rsquo;est de compléter le fichier de configuration avec les informations de connexion à la base de données. Vous pouvez tout aussi bien ouvrir le fichier <code>wp-config-sample.php</code> dans un éditeur de texte, y saisir les informations en question, et enregistrer le fichier sous le nom <code>wp-config.php</code>."
