"New password","Nytt passord"
"Avatar Display","Avatar visning"
"Show Avatars","Vis avatarer"
"Maximum Rating","Maks klassifisering"
"G &#8212; Suitable for all audiences","G &#8212; Passende for alle"
"PG &#8212; Possibly offensive, usually for audiences 13 and above","PG &#8212; Mulig støtende, vanligvis for lesere på 13 år eller eldre"
"R &#8212; Intended for adult audiences above 17","R &#8212; Ment for voksne over 17 år"
"X &#8212; Even more mature than above","X &#8212; Enda mer støtende enn det over"
"Default Avatar","Standard avatar"
"For users without a custom avatar of their own, you can either display a generic logo or a generated one based on their e-mail address.","For brukere uten en egendefinert avatar kan du enten vise en generell logo eller en generert fra e-postadressen deres."
"Mystery Man","Hemmelighetsfull"
"Gravatar Logo","Gravatar logo"
"Identicon (Generated)","Identicon (generert)"
"Wavatar (Generated)","Wavatar (generert)"
"MonsterID (Generated)","MonsterID (generert)"
"Retro (Generated)","Retro (Generert)"
"General Settings","Generelle innstillinger"
"Y-m-d G:i:s","Y-m-d H:i:s"
"The fields on this screen determine some of the basics of your site setup.","Feltene på denne skjermen bestemmer noe av det grunnleggende av oppsettet til nettstedet ditt."
"Most themes display the site title at the top of every page, in the title bar of the browser, and as the identifying name for syndicated feeds. The tagline is also displayed by many themes.","De fleste temaer viser sidetittelen på toppen av alle sider, i tittelen i nettleseren og som identifikator for syndikerte strømmer. Slagordet vises også av mange temaer."
"The WordPress URL and the Site URL can be the same (example.com) or different; for example, having the WordPress core files (example.com/wordpress) in a subdirectory instead of the root directory.","WordPress URL-en og nettstedadressen kan være de samme (eksempel.no) eller forskjellige, for eksempel å ha WordPress' kjernefiler (eksempel.no/wordpress) i en underkatalog i stedet for rotkatalogen."
"If you want site visitors to be able to register themselves, as opposed to by the site administrator, check the membership box. A default user role can be set for all new users, whether self-registered or registered by the site admin.","Hvis du ønsker at besøkende skal kunne registrere seg selv, i motsetning til å bli registrert av en administrator, sjekk medlemskapsboksen. En standard brukerrolle kan angis for alle nye brukere, både for selv-registrerte og for de som er registrerte av administrator."
"UTC means Coordinated Universal Time.","UTC betyr Universal Time Coordinated, eller koordinert universell tid."
"<a href=\"http://codex.wordpress.org/Settings_General_Screen\" target=\"_blank\">Documentation on General Settings</a>","<a href=\"http://codex.wordpress.org/Settings_General_Screen\" target=\"_blank\">Dokumentasjon om generelle innstillinger</a>"
"In a few words, explain what this site is about.","Forklar med få ord hva dette nettstedet handler om."
"WordPress Address (URL)","WordPress-adresse (URL)"
"Site Address (URL)","Nettsted-adresse (URL)"
"Enter the address here if you want your site homepage <a href=\"http://codex.wordpress.org/Giving_WordPress_Its_Own_Directory\">to be different from the directory</a> you installed WordPress.","Skriv inn adressen her hvis du ønsker at nettstedets forside <a href=\"http://codex.wordpress.org/Giving_WordPress_Its_Own_Directory\">skal være forskjellig fra mappen</a> hvor du installerte WordPress."
"E-mail Address","E-postadresse"
"This address is used for admin purposes, like new user notification.","Adressen brukes i forbindelse med administrasjon, som varsling av ny bruker."
"Membership","Medlemskap"
"Anyone can register","Alle kan registrere seg"
"New User Default Role","Standardrolle for ny bruker"
"This address is used for admin purposes. If you change this we will send you an e-mail at your new address to confirm it. <strong>The new address will not become active until confirmed.</strong>","Denne adressen er brukt til administrative oppgaver. Hvis du endrer denne vil vi sende deg en e-post til den nye adressen for å bekrefte den. <strong>Den nye adressen vil ikke bli aktivert før den er bekreftet.</strong>"
"There is a pending change of the admin e-mail to <code>%s</code>. <a href=\"%s\">Cancel</a>","Det er en ventende endring av e-post for administrator til <code>%s</code>. <a href=\"%s\">Avbryt</a>"
"Timezone","Tidssone"
"<abbr title=\"Coordinated Universal Time\">UTC</abbr> time is <code>%s</code>","<abbr title=\"Universell koordinert tid\">UTC</abbr> tid er <code>%s</code>"
"Local time is <code>%s</code>","Lokal tid er <code>%s</code>"
"Choose a city in the same timezone as you.","Velg en by i samme tidssone som deg."
"This timezone is currently in daylight saving time.","Denne tidssonen er nå i sommertid."
"This timezone is currently in standard time.","Denne tidssonen er nå i standardtid."
"Daylight saving time begins on: <code>%s</code>.","Sommertid starter: <code>%s</code>."
"Standard time begins on: <code>%s</code>.","Standard-tid starter: <code>%s</code>."
"This timezone does not observe daylight saving time.","Denne tidssonen bruker ikke sommertid."
"Custom:","Egendefinert:"
"<a href=\"http://codex.wordpress.org/Formatting_Date_and_Time\">Documentation on date and time formatting</a>.","<a href=\"http://codex.wordpress.org/Formatting_Date_and_Time\">Dokumentasjon om formatering av dato og tid</a>."
"Week Starts On","Uken starter på"
"Site Language","Nettstedsspråk"
"Media Settings","Mediainnstillinger"
"You can set maximum sizes for images inserted into your written content; you can also insert an image as Full Size.","Du kan bestemme maksimal størrelse for bilder som skal settes inn i ditt skrevne innhold, men du kan også sette inn et bilde med original/full størrelse."
"Uploading Files allows you to choose the folder and path for storing your uploaded files.","Laste opp filer lar deg velge mappe og URL-bane for hvor du vil lagre filene."
"<a href=\"http://codex.wordpress.org/Settings_Media_Screen\" target=\"_blank\">Documentation on Media Settings</a>","<a href=\"http://codex.wordpress.org/Settings_Media_Screen\" target=\"_blank\">Dokumentasjon om medieinnstillinger</a>"
"Image sizes","Bildestørrelser"
"The sizes listed below determine the maximum dimensions in pixels to use when inserting an image into the body of a post.","Størrelsene listet under avgjør maksimale dimensjoner i piksler som kan brukes når et bilde settes inn i et innlegg."
"Thumbnail size","Miniatyrbildestørrelse"
"Crop thumbnail to exact dimensions (normally thumbnails are proportional)","Klipp miniatyrbilde til eksakte dimensjoner (miniatyrbilder er vanligvis proporsjonale)"
"Medium size","Medium størrelse"
"Max Width","Maks bredde"
"Max Height","Maks høyde"
"Large size","Stor størrelse"
"Active <span class=\"count\">(%s)</span>","Aktive <span class=\"count\">(%s)</span>"
"Recently Active <span class=\"count\">(%s)</span>","Nylig aktive <span class=\"count\">(%s)</span>"
"Inactive <span class=\"count\">(%s)</span>","Inaktive <span class=\"count\">(%s)</span>"
"Must-Use <span class=\"count\">(%s)</span>","Må bruke <span class=\"count\">(%s)</span>"
"Drop-ins <span class=\"count\">(%s)</span>","Innslipp <span class=\"count\">(%s)</span>"
"Network Activate","Aktiver nettverk"
"Network Deactivate","Deaktiver nettverk"
"Clear List","Tøm liste"
"Files in the <code>%s</code> directory are executed automatically.","Filer i <code>%s</code>-katalogen blir kjørt automatisk."
"Drop-ins are advanced plugins in the <code>%s</code> directory that replace WordPress functionality when present.","Innslipp er avanserte utvidelser i <code>%s</code>-katalogen som erstatter WordPress-funksjonalitet når de er tilstede."
"Inactive:","Inaktive:"
"Requires <code>%s</code> in <code>wp-config.php</code>.","Krever <code>%s</code> i <code>wp-config.php</code>."
"Deactivate this plugin","Deaktiver denne utvidelsen"
"Activate this plugin for all sites in this network","Aktiver utvidelsen for alle nettstedene i nettverket"
"Delete this plugin","Slett denne utvidelsen"
"Activate this plugin","Aktiver denne utvidelsen"
"Open this file in the Plugin Editor","Åpne denne filen i utvidelses-redigereren"
"Visit plugin site","Gå til utvidelsens hjemmeside"
"Mine <span class=\"count\">(%s)</span>","Min <span class=\"count\">(%s)</span>"
"All <span class=\"count\">(%s)</span>","Alle <span class=\"count\">(%s)</span>"
"Sticky <span class=\"count\">(%s)</span>","Klebrige <span class=\"count\">(%s)</span>"
"Edit this item","Rediger dette"
"Edit this item inline","Integrert redigering av dette"
"Restore this item from the Trash","Gjenopprett dette fra papirkurven"
"Move this item to the Trash","Flytt dette elementet til papirkurven"
"Delete this item permanently","Slett dette permanent"
"Preview &#8220;%s&#8221;","Forhåndsvis &laquo;%s&raquo;"
"Y/m/d g:i:s A","Y-m-d H:i:s"
"Missed schedule","Mistet planlegging"
"Last Modified","Sist endret"
"Bulk Edit","Masserediger"
"&mdash; No Change &mdash;","&mdash; Ingen endring &mdash;"
"&ndash;OR&ndash;","&ndash;ELLER&ndash;"
"[more]","[mer]"
"[less]","[mindre]"
"Parent","Forelder"
"Main Page (no parent)","Hovedside (ingen forelder)"
"Order","Rekkefølge"
"Default Template","Standardmal"
"Allow","Tillat"
"Do not allow","Ikke tillat"
"Allow Comments","Tillat kommentarer"
"Allow Pings","Tillat ping"
"Sticky","Klebrig"
"Not Sticky","Ikke klebrig"
"Make this post sticky","Gjør dette innlegget klebrig"
"Featured","Fremhevede"
"Newest","Nyeste"
"Recently Updated","Nylig oppdatert"
"No themes match your request.","Ingen temaer passer til ditt søk."
"This theme is already installed and is up to date","Dette temaet er allerede installert og oppdatert"
"Installed","Installert"
"Preview %s","Forhåndsvis %s"
"&larr; Close","&larr; Lukk"
"Install","Installer"
"You only have one theme enabled for this site right now. Visit the Network Admin to <a href=\"%s\">enable</a> or <a href=\"%s\">install</a> more themes.","Du har bare ett tema aktivert for dette nettstedet akkurat nå. Besøk Nettverksadmin for å <a href=\"%s\">aktivere</a> eller <a href=\"%s\">installere</a> flere temaer."
"You only have one theme enabled for this site right now. Visit the Network Admin to <a href=\"%s\">enable</a> more themes.","Du har bare ett tema aktivert for dette nettstedet akkurat nå. Besøk Nettverksadmin for å <a href=\"%s\">aktivere</a> flere temaer."
"You only have one theme installed right now. Live a little! You can choose from over 1,000 free themes in the WordPress.org Theme Directory at any time: just click on the <a href=\"%s\">Install Themes</a> tab above.","Du har bare ett tema installert akkurat nå. Lev litt! Du kan velge blant over 1000 gratis temaer i WordPress.org Theme Directory når som helst: klikk på <a href=\"%s\">Installer temaer</a>-fanen ovenfor."
"Only the current theme is available to you. Contact the %s administrator for information about accessing additional themes.","Kun det aktive temaet er tilgjengelig for deg nå. Kontakt administratoren på %s for informasjon om hvordan du får tilgang til flere temaer."
"Activate &#8220;%s&#8221;","Aktiver &laquo;%s&raquo;"
"Live Preview","Live forhåndsvisning"
"You are about to delete this theme '%s'\n  'Cancel' to stop, 'OK' to delete.","Du er i ferd med å slette temaet '%s'\n 'Avbryt' for å stoppe, 'OK' for å slette."
"This <a href=\"%s\">child theme</a> requires its parent theme, %s.","Dette <a href=\"%s\">dattertemaet</a> trenger sitt foreldretema, %s."
"Invalid Data provided.","Ugyldig data angitt"
"Could not access filesystem.","Kunne ikke lese filsystemet."
"Filesystem error.","Filsystem-feil."
"Unable to locate WordPress Root directory.","Klarte ikke å finne WordPress toppnivåmappen."
"Unable to locate WordPress Content directory (wp-content).","Klarte ikke å finne innholdsmappen til WordPress (wp-content)."
"Unable to locate WordPress Plugin directory.","Klarte ikke å finne WordPress-mappen for utvidelser (wp-content/plugins)."
"Unable to locate WordPress Theme directory.","Klarte ikke å finne WordPress tema mappen."
"Unable to locate needed folder (%s).","Klarte ikke å finne obligatorisk mappe (%s)."
"Download failed.","Nedlasting feilet."
"Installing the latest version&#8230;","Installerer den nyeste versjonen&#8230;"
"Destination folder already exists.","Målmappen finnes allerede."
"Could not create directory.","Kunne ikke lage mappe."
"The package could not be installed.","Pakken kunne ikke installeres."
"Enabling Maintenance mode&#8230;","Aktiverer vedlikeholdstilstand&#8230;"
"Disabling Maintenance mode&#8230;","Deaktiverer vedlikeholdstilstand&#8230;"
"The plugin contains no files.","Utvidelsen inneholder ingen filer."
"The plugin is at the latest version.","Denne utvidelsen er oppdatert til nyeste versjon."
"Update package not available.","Oppdateringspakken ikke tilgjengelig."
"Downloading update from <span class=\"code\">%s</span>&#8230;","Laster ned oppdatering fra <span class=\"code\">%s</span>&#8230;"
"Unpacking the update&#8230;","Pakker ut oppdateringen&#8230;"
"Removing the old version of the plugin&#8230;","Fjerner den gamle versjonen av utvidelsen&#8230;"
"Could not remove the old plugin.","Kunne ikke fjerne den gamle utvidelsen."
"Plugin update failed.","Utvidelsesoppdateringen mislyktes."
"Plugin updated successfully.","Utvidelse oppdatert."
"Install package not available.","Installeringspakke ikke tilgjengelig."
"Downloading install package from <span class=\"code\">%s</span>&#8230;","Laster ned installasjonspakke fra <span class=\"count\">(%s)</span>&#8230;"
"Unpacking the package&#8230;","Pakker ut pakken&#8230;"
"Installing the plugin&#8230;","Installerer utvidelsen&#8230;"
"Plugin install failed.","Installering av utvidelsen feilet."
"Plugin installed successfully.","Utvidelsen ble installert."
"No valid plugins were found.","Ingen gyldige utvidelser ble funnet."
"The theme is at the latest version.","Dette temaet er nyeste versjon."
"Removing the old version of the theme&#8230;","Fjerner den gamle versjonen av temaet&#8230;"
"Could not remove the old theme.","Kunne ikke fjerne det gamle temaet."
"Theme update failed.","Temaoppdateringen mislyktes."
"Theme updated successfully.","Tema oppdatert."
"Installing the theme&#8230;","Installerer temaet&#8230;"
"Theme install failed.","Installer tema feilet."
"Theme installed successfully.","Tema installert med suksess."
"Successfully installed the theme <strong>%s %s</strong>.","Suksess: <strong>%s %s</strong> temaet er installert."
"This theme requires a parent theme. Checking if it is installed&#8230;","Temaet forutsetter et foreldretema. Sjekker om det er installert&#8230;"
"Preparing to install <strong>%s %s</strong>&#8230;","Forbereder installasjon av <strong>%s %s</strong>&#8230;"
"The parent theme, <strong>%s %s</strong>, is currently installed.","Foreldretemaet, <strong>%s %s</strong>, er installert."
"Successfully installed the parent theme, <strong>%s %s</strong>.","Vellykket installasjon av foreldretema, <strong>%s %s</strong>."
"<strong>The parent theme could not be found.</strong> You will need to install the parent theme, <strong>%s</strong>, before you can use this child theme.","<strong>Foreldretemaet ble ikke funnet.</strong> Du må installere foreldretemaet, <strong>%s</strong>, før du kan bruke dette dattertemaet."
"The theme is missing the <code>style.css</code> stylesheet.","Temaet mangler stilsettet <code>style.css</code>."
"The <code>style.css</code> stylesheet doesn't contain a valid theme header.","Stilsettet <code>style.css</code> inneholder et gyldig hode for et tema."
"The theme is missing the <code>index.php</code> file.","Temaet mangler filen <code>index.php</code>."
"WordPress is at the latest version.","WordPress er nyeste versjon."
"Could not copy files.","Kunne ikke kopiere filer."
"Could not copy files. You may have run out of disk space.","Kunne ikke kopiere filer. Du kan ha gått tom for lagringsplass."
"Update Plugin","Oppdater utvidelse"
"Activate Plugin","Aktiver utvidelse"
"Go to plugins page","Gå til siden med utvidelser"
"Return to Plugins page","Gå tilbake til siden med utvidelser"
"The update process is starting. This process may take a while on some hosts, so please be patient.","Oppdateringen starter. Denne prosessen kan ta en stund på noen verter, så vær tålmodig."
"An error occurred while updating %s: <strong>%s</strong>.","En feil skjedde under oppdateringen av %s: <strong>%s</strong>."
"The update of %s failed.","Oppdatering av %s feilet."
"%s updated successfully.","Oppdateringen av %s var vellykket."
"Show Details","Vis detaljer"
"Hide Details","Skjul detaljer"
"All updates have been completed.","Alle oppgraderinger har blitt fullført."
"Updating Plugin %s (%s2$d/%s3$d)","Oppdaterer utvidelse %s (%s2$d/%s3$d)"
"Go to WordPress Updates page","Gå til siden for WordPress-oppdateringer"
"Return to WordPress Updates","Gå tilbake til WordPress-oppdateringer"
"Updating Theme %s (%s2$d/%s3$d)","Oppdaterer tema %s (%s2$d/%s3$d)"
"Go to themes page","Gå til temasiden"
"Return to Themes page","Gå tilbake til temasiden"
"Successfully installed the plugin <strong>%s %s</strong>.","Installerte utvidelsen <strong>%s %s</strong>."
"Activate Plugin &amp; Run Importer","Aktiver utvidelse &amp; kjør import"
"Return to Importers","Gå tilbake til importererne"
"Return to Plugin Installer","Gå tilbake til installering av utvidelser"
"Enable this theme for all sites in this network","Gjør dette temaet tilgjengelig for alle nettsteder i nettverket"
"Return to Theme Installer","Gå tilbake til temainstallasjon"
"Themes page","Tema side"
"Update Theme","Oppdater tema"
"Customize &#8220;%s&#8221;","Tilpass temaet «%s»"
"Please select a file","Vennligst velg en fil"
"No matching users were found.","Ingen samsvarende brukere ble funnet."
"Change role to&hellip;","Endre rolle til&hellip;"
"Change","Endre"
"Role","Rolle"
"View posts by this author","Vis innlegg av denne forfatteren"
"You are using an insecure browser!","Din nettleser er ikke trygg!"
"Your browser is out of date!","Nettleseren din er ikke oppdatert!"
"Right Now","Akkurat nå"
"Incoming Links","Innkommende lenker"
"QuickPress","Hurtigpublisering"
"Recent Drafts","Siste kladder"
"WordPress Blog","WordPress blogg"
"Other WordPress News","Andre WordPress-nyheter"
"View all","Vis alle"
"Configure","Tilpass"
"Theme <span class=\"b\">%s</span> with <span class=\"b\"><a href=\"widgets.php\">%s Widget</a></span>","<span class=\"b\">%s</a></span> temaet med <span class=\"b\"><a href=\"widgets.php\">%s widget</a></span>"
"Theme <span class=\"b\">%s</span> with <span class=\"b\"><a href=\"widgets.php\">%s Widgets</a></span>","<span class=\"b\">%s</a></span> temaet med <span class=\"b\"><a href=\"widgets.php\">%s widgeter</a></span>"
"Theme <span class=\"b\">%s</span> with <span class=\"b\">%s Widget</span>","<span class=\"b\">%s</span> tema med <span class=\"b\">%s widget</span>"
"Theme <span class=\"b\">%s</span> with <span class=\"b\">%s Widgets</span>","<span class=\"b\">%s</span> tema med <span class=\"b\">%s widgeter</span>"
"Theme <span class=\"b\"><a href=\"themes.php\">%s</a></span>","<span class=\"b\"><a href=\"themes.php\">%s</a></span> tema"
"Theme <span class=\"b\">%s</span>","<span class=\"b\">%s</span> tema"
"Your site is asking search engines not to index its content","Ditt nettsted ber søkemotorer om ikke å indeksere innholdet"
"Search Engines Discouraged","Søkemotorer bedt om ikke å indeksere nettstedet"
"Create a New Site","Lag et nytt nettsted"
"Create a New User","Opprett ny bruker"
"%s user","%s bruker"
"%s users","%s brukere"
"%s site","%s nettsted"
"%s sites","%s nettsteder"
"You have %s and %s.","Du har %s og %s."
"Search Users","Søk i brukere"
"Search Sites","Søk i nettsteder"
"Post published. <a href=\"%s\">View post</a> | <a href=\"%s\">Edit post</a>","Innlegget er publisert. <a href=\"%s\">Se innlegget</a> | <a href=\"%s\">Endre innlegget</a>"
"Post submitted. <a href=\"%s\">Preview post</a> | <a href=\"%s\">Edit post</a>","Innlegget sendt. <a href=\"%s\">Forhåndsvis innlegget</a> | <a href=\"%s\">Endre innlegget</a>"
"Draft saved. <a href=\"%s\">Preview post</a> | <a href=\"%s\">Edit post</a>","Kladd er lagret. <a href=\"%s\">Forhåndsvis innlegget</a> | <a href=\"%s\">Endre innlegget</a>"
"You can also try %s, easy blogging from anywhere on the Web.","Du kan også prøve %s som enkel blogging fra hvor som helst på webben."
"Press This","Skriv om dette"
"Tags (separate with commas)","Stikkord (separer med kommaer)"
"Submit for Review","Send til gjennomgang"
"Reset","Tilbakestill"
"There are no drafts at the moment","Det finnes for øyeblikket ingen kladder"
"From %s on %s%s","Fra %s, %s%s"
"[Pending]","[Ventende]"
"This dashboard widget queries <a href=\"http://blogsearch.google.com/\">Google Blog Search</a> so that when another blog links to your site it will show up here. It has found no incoming links&hellip; yet. It&#8217;s okay &#8212; there is no rush.","Denne kontrollpanelwidgeten spør <a href=\"http://blogsearch.google.com/\">Google blogg søk</a> så andre blogger som lenker til deg, vil vises her. Ingen innkommende lenker er funnet ennå. Det er helt i orden, intet hastverk."
"Somebody","Noen"
"%s linked here <a href=\"%s\">saying</a>, \"%s\"","%s lenket hit <a href=\"%s\">og sa</a>: \"%s\""
"%s linked here saying, \"%s\"","%s lenket hit og sa: \"%s\""
"%s linked here <a href=\"%s\">saying</a>, \"%s\" on %s","%s lenket hit, og <a href=\"%s\">sa</a> \"%s\", %s"
"%s linked here saying, \"%s\" on %s","%s lenket hit, og sa \"%s\", %s"
"Most Popular","Mest populære"
"Newest Plugins","Nyeste utvidelser"
"Loading&#8230;","Laster&#8230;"
"This widget requires JavaScript.","Denne widgeten krever JavaScript."
"Storage Space","Lagringsplass"
"<a href=\"%s\" title=\"Manage Uploads\" class=\"musublink\">%sMB</a>","<a href=\"%s\" title=\"Behandle opplastinger\" class=\"musublink\">%sMB</a>"
"Space Allowed","Tillatt lagringsplass"
"<a href=\"%s\" title=\"Manage Uploads\" class=\"musublink\">%sMB (%s%s%)</a>","<a href=\"%s\" title=\"Behandle opplastinger\" class=\"musublink\">%sMB (%s%s%)</a>"
"Space Used","Plass brukt"
"It looks like you're using an insecure version of <a href='%s'>%s</a>. Using an outdated browser makes your computer unsafe. For the best WordPress experience, please update your browser.","Det ser ut som du bruker en usikker versjon av <a href='%s'>%s</a>. Bruk av en utdatert nettleser gjør datamaskinen din utrygg. For den beste opplevelse av WordPress må du oppdatere nettleseren din."
"Select comment","Velg kommentar"
"Y/m/d \\a\\t g:i A","Y-m-d @ H:i"
"Submitted on <a href=\"%s\">%s at %s</a>","Sendt <a href=\"%s\">%s kl. %s</a>"
"In reply to <a href=\"%s\">%s</a>.","Som svar til <a href=\"%s\">%s</a>."
"Unapprove this comment","Avslå denne kommentaren"
"Approve this comment","Godkjenn denne kommentaren"
"Mark this comment as spam","Merk denne kommentaren som useriøs"
"Move this comment to the trash","Flytt denne kommentaren til papirkurven"
"Quick Edit","Hurtigredigering"
"Quick&nbsp;Edit","Hurtigredigering"
"Reply to this comment","Svar på denne kommentaren"
"Y/m/d \\a\\t g:ia","Y-m-d @ H:i"
"Changing to %s","Endrer til %s"
"Found %s","Fant %s"
"The ftp PHP extension is not available","FTP PHP tillegget er ikke tilgjengelig"
"FTP hostname is required","FTP tjenernavn er obligatorisk"
"FTP username is required","FTP brukernavn er obligatorisk"
"FTP password is required","FTP passord er obligatorisk"
"Failed to connect to FTP Server %s:%s","Klarte ikke koble til FTP-serveren %s:%s"
"Username/Password incorrect for %s","Brukernavn/passord feil for %s"
"The ssh2 PHP extension is not available","SSH2 PHP tillegget er ikke tilgjengelig"
"The ssh2 PHP extension is available, however, we require the PHP5 function <code>stream_get_contents()</code>","SSH2 PHP tillegget er tilgjengelig, men vi krever PHP5 funksjonen <code>stream_get_contents()</code>"
"SSH2 hostname is required","SSH2 tjenernavn er obligatorisk"
"SSH2 username is required","SSH2 brukernavn er obligatorisk"
"SSH2 password is required","SSH2 passord er obligatorisk"
"Failed to connect to SSH2 Server %s:%s","Klarte ikke koble til SSH2-serveren %s:%s"
"Public and Private keys incorrect for %s","Offentlige og private nøkler er feil for %s"
"Unable to perform command: %s","Kunne ikke utføre kommandoen: %s"
"No links found.","Ingen lenker funnet."
"Delete","Slett"
"View all categories","Vis alle kategorier"
"Relationship","Forhold"
"Visible","Synlig"
"Rating","Vurdering"
"Select %s","Velg %s"
"Edit &#8220;%s&#8221;","Endre &laquo;%s&raquo;"
"You are about to delete this link '%s'\n  'Cancel' to stop, 'OK' to delete.","Du er i ferd med å slette denne lenken '%s'\n 'Avbryt' for å avbryte, 'OK' for å slette."
"Visit %s","Gå til %s"
"Show all dates","Vis alle datoer"
"List View","Vis liste"
"Excerpt View","Utdragsvisning"
"%s pending","%s ventende"
"Go to the first page","Gå til den første siden"
"Go to the previous page","Gå til forrige side"
"Current page","Gjeldende side"
"%s of %s","%s av %s"
"Go to the next page","Gå til neste side"
"Go to the last page","Gå til den siste siden"
"Unattached <span class=\"count\">(%s)</span>","Inaktive <span class=\"count\">(%s)</span>"
"Attach to a post","Koble til et innlegg"
"Scan for lost attachments","Let etter mistede vedlegg"
"No media attachments found.","Ingen mediavedlegg funnet."
"File","Fil"
"Uploaded to","Lastet opp til"
"Date","Dato"
"Unpublished","Upublisert"
"%s from now","%s fra nå"
"(Unattached)","(Frakoblet)"
"Attach","Legg ved"
"View &#8220;%s&#8221;","Vis &laquo;%s&raquo;"
"View","Vis"
"No sites found.","Ingen nettsteder funnet."
"Mark as Spam","Merket som useriøs"
"Domain","Domene"
"Last Updated","Sist oppdatert"
"Registered","Registrert"
"Archived","Arkivert"
"Deleted","Slettet"
"Mature","Støtende"
"You are about to activate the site %s","Du er i ferd med å aktivere nettstedet %s"
"You are about to deactivate the site %s","Du er i ferd med å deaktivere nettstedet %s"
"You are about to unarchive the site %s.","Du er i ferd med å hente nettstedet %s fra arkivet."
"Unarchive","Angre arkivering"
"You are about to archive the site %s.","Du er i ferd med å arkivere nettstedet %s."
"Archive","Arkiver"
"You are about to unspam the site %s.","Du er i ferd med å merke nettstedet %s som ikke søppel."
"You are about to mark the site %s as spam.","Du er i ferd med å merke nettstedet %s som søppel."
"You are about to delete the site %s.","Du er i ferd med å slette nettstedet %s."
"Visit","Gå til"
"Never","Aldri"
"Only showing first 5 users.","Viser kun de første fem brukerne."
"More","Mer"
"No themes found.","Ingen temaer funnet."
"You do not appear to have any themes available at this time.","Du ser ikke ut til å ha noen temaer tilgjengelige nå."
"Theme","Tema"
"Enabled <span class=\"count\">(%s)</span>","Aktiverte <span class=\"count\">(%s)</span>"
"Disabled <span class=\"count\">(%s)</span>","Deaktiverte <span class=\"count\">(%s)</span>"
"Update Available <span class=\"count\">(%s)</span>","Oppdateringer tilgjengelige <span class=\"count\">(%s)</span>"
"Broken <span class=\"count\">(%s)</span>","Ødelagte <span class=\"count\">(%s)</span>"
"Enable","Aktiver"
"Network Enable","Gjør tilgjengelig i nettverk"
"Disable","Deaktiver"
"Network Disable","Deaktiver for nettverk"
"Enable this theme","Aktiver dette temaet"
"Disable this theme","Deaktiver dette temaet"
"Open this theme in the Theme Editor","Åpne dette temaet i tema-redigereren"
"Delete this theme","Slett dette temaet"
"Broken Theme:","Ødelagt tema:"
"By %s","Av %s"
"Visit theme homepage","Besøk temaets hjemmeside"
"Visit Theme Site","Besøk temaets nettsted"
"No users found.","Ingen brukere funnet."
"Super Admin <span class=\"count\">(%s)</span>","Superadmin <span class=\"count\">(%s)</span>"
"Super Admins <span class=\"count\">(%s)</span>","Superadminer <span class=\"count\">(%s)</span>"
"Super Admin","Superadmin"
"Search Results","Søkeresultater"
"Popular","Populære"
"Favorites","Favoritter"
"Try again","Prøv igjen"
"No plugins match your request.","Ingen utvidelser tilfredsstiller din forespørsel."
"More information about %s","Mer informasjon om %s"
"Details","Detaljer"
"Install %s","Installer %s"
"Install Now","Installer nå"
"Update to version %s","Oppdater til versjon %s"
"Update Now","Oppdater nå"
"This plugin is already installed and is up to date","Denne utvidelsen er allerede installert og oppdatert"
"(based on %s rating)","(basert på %s vurdering)"
"(based on %s ratings)","(basert på %s vurderinger)"
"No plugins found.","Ingen utvidelser funnet."
"You do not appear to have any plugins available at this time.","Det virker som om du ikke har noen tilgjengelige utvidelser nå."
"Welcome to WordPress %s","Velkommen til WordPress %s"
"Thank you for updating to the latest version! WordPress %s is more polished and enjoyable than ever before. We hope you like it.","Takk for at du oppdaterer til nyeste versjon! WordPress %s er mer polert og fasjonabel enn noen gang før. Vi håper du liker det du ser!"
"Version %s","Versjon %s"
"What&#8217;s New","Hva er nytt"
"Credits","Takk til"
"Freedoms","Friheter"
"New Media Manager","Ny mediehåndtering"
"Beautiful Interface","Nydelig grensesnitt"
"Adding media has been streamlined with an all-new experience, making it a breeze to upload files and place them into your posts.","Å legge til media har blitt strømlinjeformet med en helt ny opplevelse som gjør det enkelt å laste opp filer og plassere dem inn i innleggene."
"Picturesque Galleries","Enklere gallerier"
"Creating image galleries is faster with drag and drop reordering, inline caption editing, and simplified controls for layout.","Å lage gallerier går raskere med dra-og-slipp for å endre rekkefølge, enkel redigering av bildetekster og enklere kontroller for utseende."
"New Default Theme","Nytt standardtema"
"Introducing Twenty Twelve","Vi introduserer Twenty Twelve"
"The newest default theme for WordPress is simple, flexible, and elegant.","Det nyeste standardtemaet for WordPress er enkelt, fleksibelt og elegant."
"What makes it really shine are the design details, like the gorgeous Open Sans typeface and a fully responsive design that looks great on any device.","Det som virkelig gjør dette temaet bra er designdetaljene, som Open Sans-fonten, og et helt responsivt design som ser bra ut både på mobil, nettbrett og datamaskin."
"Naturally, Twenty Twelve supports all the theme features you’ve come to know and love, but it is also designed to be as great for a website as it is for a blog.","Naturligvis støtter Twenty Twelve alle temafunksjonene som du har blitt kjent med, men det er også designet for å fungere like bra for nettsteder som for blogger."
"Retina Ready","Retina-klart"
"So Sharp You Can&#8217;t See the Pixels","Så skarpt at du ikke kan se pikslene"
