"New password","Nova senha"
"In the <strong>In Response To</strong> column, there are three elements. The text is the name of the post that inspired the comment, and links to the post editor for that entry. The View Post link leads to that post on your live site. The small bubble with the number in it shows the number of approved comments that post has received. If the bubble is gray, you have moderated all comments for that post. If it is blue, there are pending comments. Clicking the bubble will filter the comments screen to show only comments on that post.","Na coluna <strong>Em resposta à</strong>, há três elementos. O texto é o título do post que gerou o comentário e aponta para o seu editor. O link Ver post aponta para o post no próprio site. O balãozinho exibe o número de comentários aprovados que o post recebeu. Se o balãozinho estiver cinza, todos os comentários já foram moderados. Se estiver azul, há comentários pendentes. Ao clicar no balão, será aberta a tela de comentários filtrados daquele post."
"Many people take advantage of keyboard shortcuts to moderate their comments more quickly. Use the link to the side to learn more.","Muitas pessoas usam atalhos de teclado para moderar seus comentários mais rapidamente. Use o link ao lado para saber mais."
"<a href=\"http://codex.wordpress.org/Comment_Spam\" target=\"_blank\">Documentation on Comment Spam</a>","<a href=\"http://codex.wordpress.org/pt-br:Spam_em_Comentários\" target=\"_blank\">Documentação sobre Spam em Comentários</a>"
"<a href=\"http://codex.wordpress.org/Keyboard_Shortcuts\" target=\"_blank\">Documentation on Keyboard Shortcuts</a>","<a href=\"http://codex.wordpress.org/pt-br:Atalhos_de_Teclado\" target=\"_blank\">Documentação sobre Atalhos de Teclado</a>"
"Search results for &#8220;%s&#8221;","Resultados da pesquisa por &#8220;%s&#8221;"
"%s comment approved","%s comentário aprovado"
"%s comments approved","%s comentários aprovados"
"%s comment marked as spam.","%s comentário marcado como spam."
"%s comments marked as spam.","%s comentários marcados como spam."
"%s comment restored from the spam","%s comentário restaurado dos spams"
"%s comments restored from the spam","%s comentários restaurados dos spams"
"%s comment moved to the Trash.","%s comentário movido para a Lixeira."
"%s comments moved to the Trash.","%s comentários movidos para a Lixeira."
"%s comment restored from the Trash","%s comentário restaurado da Lixeira"
"%s comments restored from the Trash","%s comentários restaurados da Lixeira"
"%s comment permanently deleted","%s comentário excluído permanentemente"
"%s comments permanently deleted","%s comentários excluídos permanentemente"
"This comment is already approved.","Este comentário já foi aprovado."
"This comment is already in the Trash.","Este comentário já está na lixeira."
"View Trash","Ver lixeira"
"This comment is already marked as spam.","Este comentário já foi marcado como spam."
"Search Comments","Pesquisar comentários"
"Post updated. <a href=\"%s\">View post</a>","Post atualizado. <a href=\"%s\">Ver post</a>"
"Custom field updated.","Campo personalizado atualizado"
"Custom field deleted.","Campo personalizado excluído."
"Post updated.","Post atualizado."
"Post restored to revision from %s","Post restaurado para revisão às %s"
"Post published. <a href=\"%s\">View post</a>","Post publicado. <a href=\"%s\">Ver post</a>"
"Post saved.","Post salvo."
"Post submitted. <a target=\"_blank\" href=\"%s\">Preview post</a>","Post enviado. <a target=\"_blank\" href=\"%s\">Visualizar post</a>"
"Post scheduled for: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Preview post</a>","Post agendado para: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Visualizar post</a>"
"M j, Y @ G:i","j \\d\\e F \\d\\e Y \\à\\s G:i"
"Post draft updated. <a target=\"_blank\" href=\"%s\">Preview post</a>","Rascunho do post atualizado. <a target=\"_blank\" href=\"%s\">Visualizar post</a>"
"Page updated. <a href=\"%s\">View page</a>","Página atualizada. <a href=\"%s\">Ver página</a>"
"Page updated.","Página atualizada"
"Page restored to revision from %s","Página restaurada para revisão às %s"
"Page published. <a href=\"%s\">View page</a>","Página publicada. <a href=\"%s\">Ver página</a>"
"Page saved.","Página salva."
"Page submitted. <a target=\"_blank\" href=\"%s\">Preview page</a>","Página enviada. <a target=\"_blank\" href=\"%s\">Visualizar página</a>"
"Page scheduled for: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Preview page</a>","Página agendada para: <strong>%s</strongb>. <a target=\"_blank\" href=\"%s\">Visualizar página</a>"
"Page draft updated. <a target=\"_blank\" href=\"%s\">Preview page</a>","Rascunho da página atualizado. <a target=\"_blank\" href=\"%s\">Visualizar página</a>"
"Media attachment updated.","Mídia atualizada."
"There is an autosave of this post that is more recent than the version below. <a href=\"%s\">View the autosave</a>","Há uma versão mais recente do post abaixo, salva automaticamente. <a href=\"%s\">Ver esta versão</a>"
"Page Attributes","Atributos de página"
"Attributes","Atributos"
"Featured Image","Imagem Destacada"
"Send Trackbacks","Enviar trackbacks"
"Custom Fields","Campos personalizados"
"Discussion","Discussão"
"The title field and the big Post Editing Area are fixed in place, but you can reposition all the other boxes using drag and drop. You can also minimize or expand them by clicking the title bar of each box. Use the Screen Options tab to unhide more boxes (Excerpt, Send Trackbacks, Custom Fields, Discussion, Slug, Author) or to choose a 1- or 2-column layout for this screen.","O campo de título e a área grande de edição de post estão fixas no lugar, mas você pode reposicionar todas as outras caixas as arrastando e soltando. Você também pode minimizar ou expandi-las clicando na barra de título de cada caixa. Use a aba de Opções de Tela para exibir mais caixas (Resumo, Enviar Trackbacks, Campos Personalizados, Discussão, Slug, Autor) ou para escolher entre os layouts de 1 ou 2 colunas para esta tela."
"Customizing This Display","Personalizar esta Exibição"
"<strong>Title</strong> - Enter a title for your post. After you enter a title, you&#8217;ll see the permalink below, which you can edit.","<strong>Título</strong> - Digite um título para seu post. Depois que você fizer isto, logo abaixo você verá o link permanente, que você pode editar."
"<strong>Post editor</strong> - Enter the text for your post. There are two modes of editing: Visual and Text. Choose the mode by clicking on the appropriate tab. Visual mode gives you a WYSIWYG editor. Click the last icon in the row to get a second row of controls. The Text mode allows you to enter HTML along with your post text. Line breaks will be converted to paragraphs automatically. You can insert media files by clicking the icons above the post editor and following the directions. You can go to the distraction-free writing screen via the Fullscreen icon in Visual mode (second to last in the top row) or the Fullscreen button in Text mode (last in the row). Once there, you can make buttons visible by hovering over the top area. Exit Fullscreen back to the regular post editor.","<strong>Editor</strong> - Digite o texto de seu post. Há dois modos de edição: Visual e HTML. Escolha o modo clicando na aba correspondente. O modo visual proporciona um editor WYSIWYG. Clique no último ícone da linha para acessar uma segunda linha de controles. O modo HTML permite que você digite seu texto em HTML. As quebras de linha serão convertidas em parágrafos automaticamente. Você pode inserir arquivos de mídia clicando nos ícones acima do editor e seguindo as instruções. Você pode ir para a tela de escrita sem distrações através do ícone de tela cheia no modo visual (penúltimo na linha de cima) ou do botão tela cheia no modo HTML (último na linha). Nesta tela você pode tornar os botões visíveis passando o mouse sobre a parte de cima da tela. Saia da tela cheia e volte para o editor."
"Title and Post Editor","Editor de Título e Post"
"You can also create posts with the <a href=\"%s\">Press This bookmarklet</a>.","Você também pode criar posts com o <a href=\"%s\">bookmarklet Publique isso</a>."
"<a href=\"http://codex.wordpress.org/Posts_Add_New_Screen\" target=\"_blank\">Documentation on Writing and Editing Posts</a>","<a href=\"http://codex.wordpress.org/pt-br:Escrevendo_Postagens\" target=\"_blank\">Documentação sobre Escrever e Editar Posts</a>"
"Pages are similar to Posts in that they have a title, body text, and associated metadata, but they are different in that they are not part of the chronological blog stream, kind of like permanent posts. Pages are not categorized or tagged, but can have a hierarchy. You can nest Pages under other Pages by making one the &#8220;Parent&#8221; of the other, creating a group of Pages.","As páginas são similares aos posts pois elas possuem um título, um corpo de texto e metadados associados, mas são diferentes pois não fazem parte do fluxo cronológico do blog, são um tipo de post permanente. As páginas não são categorizadas e não possuem tags, mas podem possuir uma hierarquia. Você pode aninhar páginas sob outras páginas criando &#8220;mães&#8221; e as agrupando."
"Creating a Page is very similar to creating a Post, and the screens can be customized in the same way using drag and drop, the Screen Options tab, and expanding/collapsing boxes as you choose. This screen also has the distraction-free writing space, available in both the Visual and Text modes via the Fullscreen buttons. The Page editor mostly works the same as the Post editor, but there are some Page-specific features in the Page Attributes box:","Criar uma página é parecido com criar um post, e as telas podem ser personalizadas da mesma forma utilizando os recursos de arrastar e soltar, a aba Opções de tela, e expandindo/recolhendo as caixas como quiser. Esta tela também possui o espaço de escrita sem distrações, disponível nos modos Visual e HTML através dos botões de tela cheia. O editor de páginas funciona quase do mesmo jeito que o editor de posts, mas há algumas funcionalidades específicas na caixa de Atributos da página:"
"About Pages","Sobre Páginas"
"<a href=\"http://codex.wordpress.org/Pages_Add_New_Screen\" target=\"_blank\">Documentation on Adding New Pages</a>","<a href=\"http://codex.wordpress.org/pt-br:Painel_Páginas-Adicionar_Nova\" target=\"_blank\">Documentação sobre Adicionar Novas Páginas</a>"
"<a href=\"http://codex.wordpress.org/Pages_Screen#Editing_Individual_Pages\" target=\"_blank\">Documentation on Editing Pages</a>","<a href=\"http://codex.wordpress.org/pt-br:Painel_Páginas\" target=\"_blank\">Documentação sobre Editar Páginas</a>"
"This screen allows you to edit four fields for metadata in a file within the media library.","Esta tela permite que você edite quatro campos de metadata em um arquivo dentro da biblioteca de mídia."
"For images only, you can click on Edit Image under the thumbnail to expand out an inline image editor with icons for cropping, rotating, or flipping the image as well as for undoing and redoing. The boxes on the right give you more options for scaling the image, for cropping it, and for cropping the thumbnail in a different way than you crop the original image. You can click on Help in those boxes to get more information.","Apenas para imagens, você pode clicar em Editar Imagem sob a miniatura para expandir um editor de imagens em linha, com ícones para recortar, girar, ou virar a imagem e também para fazer e desfazer ações. As caixas à direita, fornecem mais opções para redimensionar a imagem, para recortá-la e para recortar a miniatura de forma diferente da imagem original. Você pode clicar em Ajuda nestas caixas para obter mais informações."
"Note that you crop the image by clicking on it (the Crop icon is already selected) and dragging the cropping frame to select the desired part. Then click Save to retain the cropping.","Observe que você recorta a imagem clicando nela (o ícone Recortar já está selecionado) e arrastando a área de recorte para a parte desejada. Depois clique em salvar para confirmar."
"Remember to click Update Media to save metadata entered or changed.","Lembre-se de clicar em Atualizar Mídia para salvar os metadados inseridos ou alterados."
"<a href=\"http://codex.wordpress.org/Media_Add_New_Screen#Edit_Media\" target=\"_blank\">Documentation on Edit Media</a>","<a href=\"http://codex.wordpress.org/pt-br:Painel_Mídia-Adicionar_Nova#Editar_Mídia\" target=\"_blank\">Documentação sobre Editar Mídia</a>"
"You can upload and insert media (images, audio, documents, etc.) by clicking the Add Media button. You can select from the images and files already uploaded to the Media Library, or upload new media to add to your page or post. To create an image gallery, select the images to add and click the &#8220;Create a new gallery&#8221; button.","Você pode fazer upload e inserir mídias (imagens, áudios, documentos, etc.) clicando no botão Adicionar Mídia. Você pode selecionar entre as imagens e arquivos já existentes na Biblioteca de Mídia, ou fazer upload de uma nova mídia para sua página ou post. Para criar uma galeria de imagens, selecione as imagens para adicioná-las e clique no botão  &#8220;Criar nova galeria&#8221;."
"You can also embed media from many popular websites including Twitter, YouTube, Flickr and others by pasting the media URL on its own line into the content of your post/page. Please refer to the Codex to <a href=\"http://codex.wordpress.org/Embeds\">learn more about embeds</a>.","Você também pode incorporar uma mídia de vários sites populares como Twitter, YouTube, Flickr e outros colando o URL da mídia na sua própria linha dentro do conteúdo de seu post/página. Recorra ao Codex para <a href=\"http://codex.wordpress.org/Embeds\">aprender mais sobre mídias incorporadas</a>."
"Inserting Media","Inserir mídia"
"Several boxes on this screen contain settings for how your content will be published, including:","Várias caixas nesta tela contêm configurações sobre como seu conteúdo será publicado, incluindo:"
"<strong>Publish</strong> - You can set the terms of publishing your post in the Publish box. For Status, Visibility, and Publish (immediately), click on the Edit link to reveal more options. Visibility includes options for password-protecting a post or making it stay at the top of your blog indefinitely (sticky). Publish (immediately) allows you to set a future or past date and time, so you can schedule a post to be published in the future or backdate a post.","<strong>Publicar</strong> - Você pode definir os termos de publicação de seu post na caixa Publicar. Para Status, Visibilidade, e Publicar (imediatamente), clique no link Editar para mostrar mais opções. Visibilidade inclui opções para proteger um post por senha ou torná-lo fixo no topo do seu blog por tempo indeterminado. Publicar (imediatamente) permite que você defina uma data futura ou passada e a hora, assim você pode programar um post para ser publicado no futuro ou alterar sua data para uma data passada."
"<strong>Format</strong> - Post Formats designate how your theme will display a specific post. For example, you could have a <em>standard</em> blog post with a title and paragraphs, or a short <em>aside</em> that omits the title and contains a short text blurb. Please refer to the Codex for <a href=\"http://codex.wordpress.org/Post_Formats#Supported_Formats\">descriptions of each post format</a>. Your theme could enable all or some of 10 possible formats.","<strong>Formato</strong> - Formatos de Post determinam como o seu tema exibirá um post específico. Por exemplo, você pode ter em seu blog um post <em>padrão</em> com um título e parágrafos ou uma <em>nota</em> que omite o título e contém um texto curto. Recorra ao Codex para obter as <a href=\"http://codex.wordpress.org/Post_Formats#Supported_Formats\">descrições de cada formato de post</a>. O seu tema pode ativar todos ou alguns dos 10 formatos possíveis."
"<strong>Featured Image</strong> - This allows you to associate an image with your post without inserting it. This is usually useful only if your theme makes use of the featured image as a post thumbnail on the home page, a custom header, etc.","<strong>Imagem destacada</strong> - Isto permite que você associe uma imagem ao seu post, sem inseri-la. Isso geralmente é útil apenas se o seu tema usa a imagem destacada como uma miniatura do post na página principal, um cabeçalho personalizado, etc."
"Publish Settings","Configurações de Publicação"
"<strong>Send Trackbacks</strong> - Trackbacks are a way to notify legacy blog systems that you&#8217;ve linked to them. Enter the URL(s) you want to send trackbacks. If you link to other WordPress sites they&#8217;ll be notified automatically using pingbacks, and this field is unnecessary.","<strong>Enviar trackbacks</strong> - Os trackbacks são uma forma de avisar sistemas de blogs antigos que você fez links para eles. Digite os URL(s) para os quais você deseja enviar trackbacks. Se você fizer links para outros sites WordPress eles serão notificados automaticamente usando pingbacks e este campo é desnecessário."
"<strong>Discussion</strong> - You can turn comments and pings on or off, and if there are comments on the post, you can see them here and moderate them.","<strong>Discussão</strong> - Você pode ligar e desligar os comentários e pings e se houver comentários sobre o post, você pode ver e moderá-los aqui."
"Discussion Settings","Configurações de Discussão"
"<strong>Parent</strong> - You can arrange your pages in hierarchies. For example, you could have an &#8220;About&#8221; page that has &#8220;Life Story&#8221; and &#8220;My Dog&#8221; pages under it. There are no limits to how many levels you can nest pages.","<strong>Mãe</strong> - Você pode organizar suas páginas hierarquicamente. Por exemplo, você pode ter uma página &#8220;Sobre&#8221; que possui as páginas &#8220;Minha vida&#8221; e &#8220;Meu cachorro&#8221; sob ela. Não há limites para quantos níveis de páginas você pode aninhar."
"<strong>Template</strong> - Some themes have custom templates you can use for certain pages that might have additional features or custom layouts. If so, you&#8217;ll see them in this dropdown menu.","<strong>Modelo</strong> - alguns temas possuem modelos personalizados que você pode usar para certas páginas que devem possuir recursos adicionais ou layouts personalizados. Se for o caso, você verá eles neste menu suspenso."
"<strong>Order</strong> - Pages are usually ordered alphabetically, but you can choose your own order by entering a number (1 for first, etc.) in this field.","<strong>Ordem</strong> - As páginas são normalmente organizadas alfabeticamente, mas você pode escolher sua própria ordem digitando um número (1 para primeiro, etc.) neste campo."
"Get Shortlink","Pegar link permanente"
"Last edited by %s on %s at %s","Última edição feita por %s, em %s às %s "
"Last edited on %s at %s","Última edição em %s às %s "
"E-mail (%s):","Email (%s):"
"send e-mail","enviar email"
"E-mail:","Email:"
"visit site","visitar site"
"View Comment","Ver comentário"
"Submitted on: <b>%s</b>","Enviado em: <b>%s</b>"
"Move to Trash","Mover para a lixeira"
"<a href=\"%s\">Links</a> / Edit Link","<a href=\"%s\">Links</a> / Editar link"
"Update Link","Atualizar link"
"<a href=\"%s\">Links</a> / Add New Link","<a href=\"%s\">Links</a> / Adicionar novo link"
"Link Relationship (XFN)","Relação de Links (XFN)"
"You can add or edit links on this screen by entering information in each of the boxes. Only the link&#8217;s web address and name (the text you want to display on your site as the link) are required fields.","Você pode adicionar ou editar links nesta tela ao digitar informações em cada caixa. Somente o endereço do link e o nome (o texto que você quer que seja exibido em seu site como o link) são campos obrigatórios."
"The boxes for link name, web address, and description have fixed positions, while the others may be repositioned using drag and drop. You can also hide boxes you don&#8217;t use in the Screen Options tab, or minimize boxes by clicking on the title bar of the box.","As caixas para nome de links, endereço e descrição possuem posição fixa, enquanto que as outras podem ser reposicionadas arrastando e soltando-as. Você também pode esconder caixas que você não usa na aba Opções de tela, ou minimizando as caixas clicando em suas barras de título."
"XFN stands for <a href=\"http://gmpg.org/xfn/\" target=\"_blank\">XHTML Friends Network</a>, which is optional. WordPress allows the generation of XFN attributes to show how you are related to the authors/owners of the site to which you are linking.","XFN é a sigla de <a href=\"http://gmpg.org/xfn/\" target=\"_blank\">XHTML Friends Network (Rede XHTML de amigos)</a>, que é opcional. O WordPress permite a geração de atributos XFN para mostrar como você está relacionado aos autores/donos dos sites para os quais você está criando link."
"<a href=\"http://codex.wordpress.org/Links_Add_New_Screen\" target=\"_blank\">Documentation on Creating Links</a>","<a href=\"http://codex.wordpress.org/pt-br:Painel_Links-Adicionar_Novo\" target=\"_blank\">Documentação sobre Adicionar Links</a>"
"Link added.","Link adicionado."
"Example: Nifty blogging software","Por exemplo: Magnífico software para blog"
"Web Address","Endereço (URL)"
"Example: <code>http://wordpress.org/</code> &#8212; don&#8217;t forget the <code>http://</code>","Por exemplo: <code>http://br.wordpress.org/</code> &mdash; não se esqueça do <code>http://</code>"
"This will be shown when someone hovers over the link in the blogroll, or optionally below the link.","O texto acima será mostrado quando alguém passar o mouse sobre o link na lista de links, ou opcionalmente, abaixo dele."
"You did not select an item for editing.","Você não selecionou um item para editar."
"The name is how it appears on your site.","O nome é como aparece em seu site."
"The &#8220;slug&#8221; is the URL-friendly version of the name. It is usually all lowercase and contains only letters, numbers, and hyphens.","O &ldquo;slug&rdquo; é uma versão amigável do URL. Normalmente, é todo em minúsculas e contém apenas letras, números e hífens."
"Categories, unlike tags, can have a hierarchy. You might have a Jazz category, and under that have children categories for Bebop and Big Band. Totally optional.","Ao contrário das tags, as categorias, podem ter uma hierarquia. Você pode ter uma categoria chamada MPB e nela haver categorias para Bossa Nova e Baião. Totalmente opcional."
"The description is not prominent by default; however, some themes may show it.","A descrição não está em destaque por padrão, no entanto alguns temas podem mostrá-la."
"You attempted to edit an item that doesn&#8217;t exist. Perhaps it was deleted?","Você tentou editar um item que não existe. Talvez tenha sido excluído?"
"You can use categories to define sections of your site and group related posts. The default category is &#8220;Uncategorized&#8221; until you change it in your <a href=\"%s\">writing settings</a>.","Você pode usar categorias para definir seções de seu site e grupo de posts relacionados. A categoria padrão é &#8220;Sem categoria&#8221; até que você altere-a em suas <a href=\"%s\">configurações de escrita</a>."
"You can create groups of links by using Link Categories. Link Category names must be unique and Link Categories are separate from the categories you use for posts.","Você pode criar grupos de links usando Categorias de Link. Os nomes das Categorias de Link deve ser único e as Categorias de Links são separados de categorias que você usa para posts."
"You can assign keywords to your posts using <strong>tags</strong>. Unlike categories, tags have no hierarchy, meaning there&#8217;s no relationship from one tag to another.","Você pode atribuir palavras-chave para seus posts usando <strong>tags</strong>. Ao contrário de categorias, tags não têm hierarquia, ou seja, não há relação entre uma tag e outra."
"You can delete Link Categories in the Bulk Action pull-down, but that action does not delete the links within the category. Instead, it moves them to the default Link Category.","Você pode excluir as categorias de links no menu suspenso \"Ações em massa\", mas essa ação não exclui os links dentro desta categoria. Ao invés disso, eles são movidos para a categoria padrão de links."
"What&#8217;s the difference between categories and tags? Normally, tags are ad-hoc keywords that identify important information in your post (names, subjects, etc) that may or may not recur in other posts, while categories are pre-determined sections. If you think of your site like a book, the categories are like the Table of Contents and the tags are like the terms in the index.","Qual é a diferença entre categorias e tags? Normalmente, as tags são palavras-chave ad-hoc que identificam informações importantes em seu post (nomes, assuntos, etc.) que podem ou não ocorrer em outros posts, enquanto categorias são seções pré-determinadas. Se você pensar em seu site como um livro, as categorias são como o índice e as tags são como termos no índice."
"When adding a new category on this screen, you&#8217;ll fill in the following fields:","Quando adicionar uma nova categoria nesta tela, você preencherá os seguintes campos:"
"When adding a new tag on this screen, you&#8217;ll fill in the following fields:","Ao adicionar uma nova tag nesta tela, você preencherá os seguintes campos:"
"<strong>Name</strong> - The name is how it appears on your site.","<strong>Nome</strong> - O Nome é como ela aparece no seu site."
"<strong>Slug</strong> - The &#8220;slug&#8221; is the URL-friendly version of the name. It is usually all lowercase and contains only letters, numbers, and hyphens.","<strong>Slug</strong> - O &#8220;slug&#8221; é uma versão amigável do URL do nome. Normalmente ele é todo em minúsculas e contém letras, números e hifens."
"<strong>Parent</strong> - Categories, unlike tags, can have a hierarchy. You might have a Jazz category, and under that have child categories for Bebop and Big Band. Totally optional. To create a subcategory, just choose another category from the Parent dropdown.","<strong>Mãe</strong> - Categorias, diferente de tags podem possuir uma hierarquia. Você pode possuir uma categoria Samba e sob ela possuir subcategorias para Bossa Nova e Chorinho. Totalmente opcional. Para criar subcategorias, apenas escolha outra categoria no menu Mãe."
"<strong>Description</strong> - The description is not prominent by default; however, some themes may display it.","<strong>Descrição</strong> - a descrição não é proeminente por padrão, porém alguns temas podem exibi-la."
"You can change the display of this screen using the Screen Options tab to set how many items are displayed per screen and to display/hide columns in the table.","Você pode mudar a exibição nesta tela através da aba Opções de Tela e configurar quantos itens mostrar por tela e para exibir/ocultar colunas na tabela. "
"Adding Categories","Adicionando Categorias"
"Adding Tags","Adicionando Tags"
"<a href=\"http://codex.wordpress.org/Posts_Categories_Screen\" target=\"_blank\">Documentation on Categories</a>","<a href=\"http://codex.wordpress.org/pt-br:Painel_Categorias\" target=\"_blank\">Documentação sobre Categorias</a>"
"<a href=\"http://codex.wordpress.org/Links_Link_Categories_Screen\" target=\"_blank\">Documentation on Link Categories</a>","<a href=\"http://codex.wordpress.org/pt-br:Painel_Categorias_de_Links\" target=\"_blank\">Documentação sobre Categorias de Links</a>"
"<a href=\"http://codex.wordpress.org/Posts_Tags_Screen\" target=\"_blank\">Documentation on Tags</a>","<a href=\"http://codex.wordpress.org/pt-br:Painel_Tags\" target=\"_blank\">Documentação sobre Tags</a>"
"Item added.","Item adicionado."
"Item deleted.","Item excluído."
"Item updated.","Item atualizado."
"Item not added.","item não adicionado."
"Item not updated.","Item não atualizado."
"Items deleted.","Item excluído."
"<strong>Note:</strong><br />Deleting a category does not delete the posts in that category. Instead, posts that were only assigned to the deleted category are set to the category <strong>%s</strong>.","<strong>Nota:</strong><br />Excluir uma categoria não exclui os posts e links dessa categoria. Em vez disso, os posts que estavam atribuídos apenas à categoria excluída serão atribuídos à categoria <strong>%s</strong>."
"Categories can be selectively converted to tags using the <a href=\"%s\">category to tag converter</a>.","Para converter seletivamente categorias em tags, use o <a href=\"%s\">conversor de categoria em tag</a>."
"Tags can be selectively converted to categories using the <a href=\"%s\">tag to category converter</a>.","As tags podem ser seletivamente convertidas em categorias usando o <a href=\"%s\">conversor de tag em categoria</a>."
"You are not allowed to move this item to the Trash.","Sem permissão para mover este item para a Lixeira. "
"Error in moving to Trash.","Erro ao mover para a Lixeira."
"You are not allowed to restore this item from the Trash.","Sem permissão para restaurar este item da Lixeira."
"Error in restoring from Trash.","Erro ao recuperar da Lixeira."
"You are not allowed to delete this item.","Sem permissão para excluir este item."
"Error in deleting...","Erro ao excluir..."
"This screen provides access to all of your posts. You can customize the display of this screen to suit your workflow.","Esta tela oferece acesso a todos os seus posts. Personalize sua exibição para que se adapte ao seu ritmo de trabalho."
"Screen Content","Conteúdo da Tela"
"You can customize the display of this screen&#8217;s contents in a number of ways:","Você pode personalizar a exibição do conteúdo desta tela das seguintes maneiras:"
"You can hide/display columns based on your needs and decide how many posts to list per screen using the Screen Options tab.","Você pode ocultar/exibir colunas com base em suas necessidades e decidir quantos posts listar por tela através da aba Opções de Tela."
"You can filter the list of posts by post status using the text links in the upper left to show All, Published, Draft, or Trashed posts. The default view is to show all posts.","Você pode filtrar a lista de posts por status usando os links acima à esquerda para mostrar Todos, Publicados, Rascunhos, ou os movidos para a Lixeira. A visualização padrão exibe todos os posts."
"You can view posts in a simple title list or with an excerpt. Choose the view you prefer by clicking on the icons at the top of the list on the right.","Você pode ver os posts em uma lista de títulos simples ou com o resumo. Escolha a visualização preferida clicando nos ícones no canto superior direito da lista de posts."
"You can refine the list to show only posts in a specific category or from a specific month by using the dropdown menus above the posts list. Click the Filter button after making your selection. You also can refine the list by clicking on the post author, category or tag in the posts list.","Você pode refinar a lista para mostrar apenas posts de uma categoria específica, ou de um mês específico usando as listas suspensas acima da lista de posts. Clique no botão Filtrar após fazer sua seleção. Você também pode refinar a lista clicando no autor, categoria ou tag do post na lista de posts."
"Available Actions","Ações Disponíveis"
"Hovering over a row in the posts list will display action links that allow you to manage your post. You can perform the following actions:","Ao passar o cursor sobre uma linha na lista de posts, serão exibidos os links de ação que lhe permitem administrar o seu post. Você pode realizar as seguintes ações:"
"<strong>Edit</strong> takes you to the editing screen for that post. You can also reach that screen by clicking on the post title.","<strong>Editar</strong> leva você para a tela de edição para esse post. Você também pode chegar a essa tela, clicando sobre o título do post."
"<strong>Quick Edit</strong> provides inline access to the metadata of your post, allowing you to update post details without leaving this screen.","<strong>Edição Rápida</strong> oferece acesso para metadados do seu post, o que lhe permite atualizar os dados do post, sem sair desta tela."
"<strong>Trash</strong> removes your post from this list and places it in the trash, from which you can permanently delete it.","<strong>Excluir</strong> remove o seu post desta lista e o coloca na Lixeira, a partir da qual você pode excluí-lo permanentemente."
"<strong>Preview</strong> will show you what your draft post will look like if you publish it. View will take you to your live site to view the post. Which link is available depends on your post&#8217;s status.","<strong>Pré-visualizar</strong> vai mostrar como seu post ficará em seu site, antes de publicá-lo. Ver o levará para o seu site ao vivo para ver o post. Qual link está disponível depende do status do seu post."
"Bulk Actions","Ações em Massa"
"You can also edit or move multiple posts to the trash at once. Select the posts you want to act on using the checkboxes, then select the action you want to take from the Bulk Actions menu and click Apply.","Você também pode editar ou mover múltiplos posts para a Lixeira de uma só vez. Selecione os posts que quer atuar clicando em suas caixas de seleção, em seguida, selecione a ação a ser tomada no menu Ações em Massa, depois no botão Aplicar."
"When using Bulk Edit, you can change the metadata (categories, author, etc.) for all selected posts at once. To remove a post from the grouping, just click the x next to its name in the Bulk Edit area that appears.","Quando se usa Edição em Massa, você pode alterar os metadados (categorias, autor, etc) para todos os posts selecionados de uma só vez. Para remover um post do agrupamento, basta clicar no x ao lado de seu nome na área de Edição em Massa que aparece."
"<a href=\"http://codex.wordpress.org/Posts_Screen\" target=\"_blank\">Documentation on Managing Posts</a>","<a href=\"http://codex.wordpress.org/pt-br:Painel_Posts\" target=\"_blank\">Documentação sobre Gerenciamento de Posts</a>"
"Pages are similar to posts in that they have a title, body text, and associated metadata, but they are different in that they are not part of the chronological blog stream, kind of like permanent posts. Pages are not categorized or tagged, but can have a hierarchy. You can nest pages under other pages by making one the &#8220;Parent&#8221; of the other, creating a group of pages.","Páginas são semelhantes aos posts já que têm um título, corpo do texto e metadados associados, mas são diferentes já que não fazem parte do fluxo cronológico do blog, são como posts permanentes. Páginas não são categorizados ou marcadas, mas podem ter uma hierarquia. Você pode aninhar páginas em outras páginas, fazendo uma página \"mãe\" de outra e assim criando um grupo de páginas."
"Managing Pages","Gerenciando Páginas"
"Managing pages is very similar to managing posts, and the screens can be customized in the same way.","Gerenciar páginas é muito semelhante ao gerenciamento de post e as telas podem ser personalizadas da mesma forma."
"You can also perform the same types of actions, including narrowing the list by using the filters, acting on a page using the action links that appear when you hover over a row, or using the Bulk Actions menu to edit the metadata for multiple pages at once.","Você também pode executar os mesmos tipos de ações, incluindo reduzir a lista usando os filtros da página, usar os Links de Ação que aparecem quando você passa o cursor do mouse sobre uma linha, ou usar o menu Ações em Massa para editar os metadados de várias páginas de uma vez."
"<a href=\"http://codex.wordpress.org/Pages_Screen\" target=\"_blank\">Documentation on Managing Pages</a>","<a href=\"http://codex.wordpress.org/pt-br:Painel_Páginas\" target=\"_blank\">Documentação sobre Gerenciar Páginas</a>"
"%s post updated.","%s post atualizado."
"%s posts updated.","%s posts atualizados."
"%s item not updated, somebody is editing it.","item %s não atualizado, ele está sendo editado por outra pessoa."
"%s items not updated, somebody is editing them.","%s itens não atualizados, eles estão sendo editados por outra pessoa."
"Item permanently deleted.","Item excluído permanentemente."
"%s items permanently deleted.","%s itens excluídos permanentemente."
