"New password","Nuova password"
"Activate &#8220;%s&#8221;","Attivare &#8220;%s&#8221;"
"Live Preview","Anteprima"
"You are about to delete this theme '%s'\n  'Cancel' to stop, 'OK' to delete.","Stai per eliminare questo tema '%s'\n 'Annulla' per interrompere, 'OK' per eliminare."
"This <a href=\"%s\">child theme</a> requires its parent theme, %s.","Questo <a href=\"%s\">tema figlio</a> richiede il proprio tema padre, %s."
"Invalid Data provided.","Dati forniti non validi."
"Could not access filesystem.","Impossibile accedere al filesystem"
"Filesystem error.","Errore di filesystem."
"Unable to locate WordPress Root directory.","Impossibile trovare la directory principale di WordPress."
"Unable to locate WordPress Content directory (wp-content).","Impossibile trovare la directory dei Contenuti di WordPress  (wp-content)."
"Unable to locate WordPress Plugin directory.","Impossibile trovare la directory dei Plugin di WordPress."
"Unable to locate WordPress Theme directory.","Impossibile trovare la directory dei temi di WordPress."
"Unable to locate needed folder (%s).","Impossibile trovare la directory necessaria (%s)."
"Download failed.","Download non riuscito."
"Installing the latest version&#8230;","Installazione dell'ultima versione&#8230;"
"Destination folder already exists.","La directory di destinazione esiste già."
"Could not create directory.","Impossibile creare la directory."
"The package could not be installed.","Il pacchetto non può essere installato."
"Enabling Maintenance mode&#8230;","Attivazione modalità di manutenzione."
"Disabling Maintenance mode&#8230;","Disattivazione modalità di manutenzione."
"The plugin contains no files.","Il plugin non contiene file."
"The plugin is at the latest version.","Questo plugin è alla sua ultima versione."
"Update package not available.","Pacchetto di aggiornamento non disponibile."
"Downloading update from <span class=\"code\">%s</span>&#8230;","Download aggiornamento da <span class=\"code\">%s</span>&#8230;"
"Unpacking the update&#8230;","Estrazione dell&#8217;aggiornamento&#8230;"
"Removing the old version of the plugin&#8230;","Rimozione della vecchia versione del plugin&#8230;"
"Could not remove the old plugin.","Impossibile rimuovere il vecchio plugin."
"Plugin update failed.","Aggiornamento plugin non riuscito"
"Plugin updated successfully.","Plugin aggiornato con successo"
"Install package not available.","Pacchetto di installazione non disponibile."
"Downloading install package from <span class=\"code\">%s</span>&#8230;","Scaricamento del pacchetto di installazione da <span class=\"code\">%s</span>&#8230;"
"Unpacking the package&#8230;","Scompattamento del pacchetto&#8230;"
"Installing the plugin&#8230;","Installazione plugin&#8230;"
"Plugin install failed.","Installazione del plugin non riuscita."
"Plugin installed successfully.","Plugin installato correttamente."
"No valid plugins were found.","Non sono stati trovati plugin validi."
"The theme is at the latest version.","Il tema è già alla sua ultima versione."
"Removing the old version of the theme&#8230;","Rimozione della vecchia versione del tema&#8230;"
"Could not remove the old theme.","Impossibile rimuovere il vecchio tema."
"Theme update failed.","Aggiornamento del tema non riuscito."
"Theme updated successfully.","Tema aggiornato correttamente."
"Installing the theme&#8230;","Installazione del tema&#8230;"
"Theme install failed.","Installazione tema non riuscita."
"Theme installed successfully.","Tema installato correttamente."
"Successfully installed the theme <strong>%s %s</strong>.","Il tema <strong>%s %s</strong> è stato installato correttamente."
"This theme requires a parent theme. Checking if it is installed&#8230;","Questo tema richiede un tema genitore. Verifica che sia installato&#8230;"
"Preparing to install <strong>%s %s</strong>&#8230;","Preparazione dell'installazione di <strong>%s %s</strong>&#8230;"
"The parent theme, <strong>%s %s</strong>, is currently installed.","Il tema genitore <strong>%s %s</strong> è attualmente installato."
"Successfully installed the parent theme, <strong>%s %s</strong>.","il tema genitore è stato installato, <strong>%s %s</strong>."
"<strong>The parent theme could not be found.</strong> You will need to install the parent theme, <strong>%s</strong>, before you can use this child theme.","<strong>Non si trova il tema genitore.</strong> Occorre installare il tema genitore <strong>%s</strong> prima di installare questo tema figlio."
"The theme is missing the <code>style.css</code> stylesheet.","Il tema manca del foglio di stile <code>style.css</code>."
"The <code>style.css</code> stylesheet doesn't contain a valid theme header.","Il foglio di stile <code>style.css</code> non contiene un'intestazione tema valida."
"The theme is missing the <code>index.php</code> file.","Il tema manca del file <code>index.php</code>."
"WordPress is at the latest version.","WordPress è già all'ultima versione."
"Could not copy files.","Impossibile copiare i file."
"Could not copy files. You may have run out of disk space.","Impossibile copiare i file. Si potrebbe aver esaurito lo spazio disco."
"Update Plugin","Aggiornamento plugin"
"Activate Plugin","Attiva plugin"
"Go to plugins page","Vai alla pagina dei plugin"
"Return to Plugins page","Ritorna alla pagina dei Plugin"
"The update process is starting. This process may take a while on some hosts, so please be patient.","Il processo di aggiornamento è in fase di avvio. Questa procedura potrebbe richiedere un po' di tempo su alcuni host, occorre avere pazienza."
"An error occurred while updating %s: <strong>%s</strong>.","Si è verificato un errore durante l'aggiornamento di %s: <strong>%s</strong>."
"The update of %s failed.","Aggiornamento di  %s non riuscito."
"%s updated successfully.","%s aggiornato correttamente."
"Show Details","Mostra dettagli"
"Hide Details","Nascondi dettagli"
"All updates have been completed.","Tutti gli aggiornamenti sono stati completati."
"Updating Plugin %s (%s2$d/%s3$d)","Aggiornamento plugin %s (%s2$d/%s3$d)"
"Go to WordPress Updates page","Vai alla pagina degli aggiornamenti di WordPress"
"Return to WordPress Updates","Ritorna alla pagina degli aggiornamenti di WordPress"
"Updating Theme %s (%s2$d/%s3$d)","Aggiornamento tema  %s (%s2$d/%s3$d)"
"Go to themes page","Vai alla pagina dei temi"
"Return to Themes page","Ritorna alla pagina dei temi"
"Successfully installed the plugin <strong>%s %s</strong>.","Il plugin <strong>%s %s</strong> è stato installato correttamente."
"Activate Plugin &amp; Run Importer","Attiva il Plugin &amp; Lancia l'importatore"
"Return to Importers","Ritorna agli importatori"
"Return to Plugin Installer","Ritorna all'installatore di plugin"
"Enable this theme for all sites in this network","Attivare questo tema per tutti i siti della rete"
"Return to Theme Installer","Ritorna all'installatore di temi"
"Themes page","Pagina dei temi"
"Update Theme","Aggiornamento tema"
"Customize &#8220;%s&#8221;","Personalizza &#8220;%s&#8221;"
"Please select a file","Selezionare un file"
"No matching users were found.","Non è stato trovato alcun utente corrispondente alla ricerca."
"Change role to&hellip;","Cambia ruolo in&hellip;"
"Change","Modifica"
"Role","Ruolo"
"View posts by this author","Mostra gli articoli di questo autore"
"You are using an insecure browser!","Si sta utilizzando un browser insicuro!"
"Your browser is out of date!","Il browser utilizzato non è aggiornato!"
"Right Now","Stato attuale"
"Incoming Links","Link in entrata"
"Recent Drafts","Bozze recenti"
"WordPress Blog","Blog WordPress"
"Other WordPress News","Altre notizie su WordPress"
"View all","Mostra tutti"
"Configure","Configura"
"Theme <span class=\"b\">%s</span> with <span class=\"b\"><a href=\"widgets.php\">%s Widget</a></span>","Tema <span class=\"b\">%s</span> con <span class=\"b\"><a href=\"widgets.php\">%s widget</a></span>"
"Theme <span class=\"b\">%s</span> with <span class=\"b\"><a href=\"widgets.php\">%s Widgets</a></span>","Tema <span class=\"b\">%s</span> con <span class=\"b\"><a href=\"widgets.php\">%s widget</a></span>"
"Theme <span class=\"b\">%s</span> with <span class=\"b\">%s Widget</span>","Tema <span class=\"b\">%s</span> con <span class=\"b\">%s widget</span>"
"Theme <span class=\"b\">%s</span> with <span class=\"b\">%s Widgets</span>","Tema <span class=\"b\">%s</span> con <span class=\"b\">%s widget</span>"
"Theme <span class=\"b\"><a href=\"themes.php\">%s</a></span>","Tema <span class=\"b\"><a href=\"themes.php\">%s</a></span>"
"Theme <span class=\"b\">%s</span>","Tema <span class=\"b\">%s</span>"
"Your site is asking search engines not to index its content","Il tuo sito sta chiedendo ai motori di ricerca di non indicizzare il proprio contenuto"
"Search Engines Discouraged","Bloccare i motori di ricerca"
"Create a New Site","Crea un nuovo sito"
"Create a New User","Crea un nuovo utente"
"%s user","%s utente"
"%s users","%s utenti"
"%s site","%s sito"
"%s sites","%s siti"
"You have %s and %s.","Si hanno %s e %s."
"Search Users","Ricerca utenti"
"Search Sites","Cerca siti"
"Post published. <a href=\"%s\">View post</a> | <a href=\"%s\">Edit post</a>","Articolo pubblicato. <a href=\"%s\">Visualizza articolo</a> | <a href=\"%s\">Modifica articolo</a>"
"Post submitted. <a href=\"%s\">Preview post</a> | <a href=\"%s\">Edit post</a>","Articolo inviato. <a href=\"%s\">Anteprima articolo</a> | <a href=\"%s\">Modifica articolo</a>"
"Draft saved. <a href=\"%s\">Preview post</a> | <a href=\"%s\">Edit post</a>","Bozza salvata. <a href=\"%s\">Anteprima articolo</a> | <a href=\"%s\">Modifica articolo</a>"
"You can also try %s, easy blogging from anywhere on the Web.","&Egrave; possibile anche provare %s, per fare blogging facilmente dappertutto sul Web."
"Press This","Pubblicalo"
"Tags (separate with commas)","Tag (separati da virgole)"
"Submit for Review","Invia per la revisione"
"Reset","Azzera"
"There are no drafts at the moment","Non vi sono bozze al momento."
"From %s on %s%s","Da %s su %s%s"
"[Pending]","[In sospeso]"
"This dashboard widget queries <a href=\"http://blogsearch.google.com/\">Google Blog Search</a> so that when another blog links to your site it will show up here. It has found no incoming links&hellip; yet. It&#8217;s okay &#8212; there is no rush.","Questo widget della bacheca interroga <a href=\"http://blogsearch.google.com/\">Google Blog Search</a> in modo da visualizzare i link a questo sito provenienti da un altro blog. Per ora non sono ancora presenti link in ingresso&hellip;. &Egrave; tutto ok &#8212; non c'è alcuna fretta."
"Somebody","Qualcuno"
"%s linked here <a href=\"%s\">saying</a>, \"%s\"","%s parla di noi <a href=\"%s\">scrivendo</a>, \"%s\""
"%s linked here saying, \"%s\"","%s parla di noi scrivendo, \"%s\""
"%s linked here <a href=\"%s\">saying</a>, \"%s\" on %s","%s che è qui collegato il %s <a href=\"%s\">scrive</a>, \"%s\""
"%s linked here saying, \"%s\" on %s","%s collegato qua il %s scrive: \"%s\" "
"Most Popular","Più popolare"
"Newest Plugins","Nuovi plugin"
"Loading&#8230;","Caricamento&#8230;"
"This widget requires JavaScript.","Questo widget richiede JavaScript."
"Storage Space","Spazio di archiviazione"
"<a href=\"%s\" title=\"Manage Uploads\" class=\"musublink\">%sMB</a>","<a href=\"%s\" title=\"Gestione caricamenti\" class=\"musublink\">%sMB</a>"
"Space Allowed","Spazio disponibile"
"<a href=\"%s\" title=\"Manage Uploads\" class=\"musublink\">%sMB (%s%s%)</a>","<a href=\"%s\" title=\"Gestione caricamenti\" class=\"musublink\">%sMB (%s%s%)</a>"
"Space Used","Spazio utilizzato"
"It looks like you're using an insecure version of <a href='%s'>%s</a>. Using an outdated browser makes your computer unsafe. For the best WordPress experience, please update your browser.","Sembra che si stia utilizzando una versione insicura di <a href='%s'>%s</a>. Utilizzando un browser obsoleto si rende il proprio computer poco sicuro. Per una migliore esperienza con WordPress suggeriamo di aggiornare il proprio browser."
"Select comment","Seleziona un commento"
"Y/m/d \\a\\t g:i A","d/m/Y \\a\\t  G:i:s"
"Submitted on <a href=\"%s\">%s at %s</a>","Inviato il <a href=\"%s\">%s alle %s</a>"
"In reply to <a href=\"%s\">%s</a>.","In risposta a <a href=\"%s\">%s</a>."
"Unapprove this comment","Non approvare questo commento"
"Approve this comment","Approva questo commento"
"Mark this comment as spam","Marca questo commento come spam"
"Move this comment to the trash","Spostare questo commento nel cestino."
"Quick Edit","Modifica veloce"
"Quick&nbsp;Edit","Modifica&nbsp;Rapida"
"Reply to this comment","Rispondi a questo commento"
"Y/m/d \\a\\t g:ia","d/m/Y \\a\\t  G:i:s"
"Changing to %s","Modificando in %s"
"Found %s","Trovati %s"
"The ftp PHP extension is not available","L'estensione PHP ftp non è disponibile"
"FTP hostname is required","&Egrave; richiesto un nome host per FTP"
"FTP username is required","&Egrave; richiesto un nome utente per FTP"
"FTP password is required","&Egrave; richiesta una password per FTP"
"Failed to connect to FTP Server %s:%s","Impossibile connettersi al server FTP %s:%s"
"Username/Password incorrect for %s","Username/Password non corrette per %s"
"The ssh2 PHP extension is not available","L'estensione PHP ssh2 non è disponibile"
"The ssh2 PHP extension is available, however, we require the PHP5 function <code>stream_get_contents()</code>","L'estensione PHP ssh2 è disponibile, tuttavia, occorre la funzione PHP5 <code>stream_get_contents()</code>"
"SSH2 hostname is required","&Egrave; richiesto il nome host SSH2"
"SSH2 username is required","&Egrave; richiesto il nome utente SSH2"
"SSH2 password is required","&Egrave; richiesta la password SSH2"
"Failed to connect to SSH2 Server %s:%s","Impossibile connettersi al server SSH2 %s:%s"
"Public and Private keys incorrect for %s","Le chiavi pubblica e privata non sono corrette per %s"
"Unable to perform command: %s","Impossibile eseguire il comando: %s"
"No links found.","Nessun link trovato."
"Delete","Cancella"
"View all categories","Tutte le categorie"
"Relationship","Relazione"
"Visible","Visibile"
"Rating","Valutazione"
"Select %s","Seleziona %s"
"Edit &#8220;%s&#8221;","Modifica &#8220;%s&#8221;"
"You are about to delete this link '%s'\n  'Cancel' to stop, 'OK' to delete.","Stai per eliminare questo link '%s'\n 'Annulla' per interrompere, 'OK' per eliminarlo."
"Visit %s","Visita %s"
"Show all dates","Tutte le date"
"List View","Vista a lista"
"Excerpt View","Vista riassunti"
"%s pending","%s in sospeso"
"Go to the first page","Vai alla prima pagina"
"Go to the previous page","Torna alla pagina precedente."
"Current page","Pagina corrente."
"%s of %s","%s di %s"
"Go to the next page","Vai alla pagina successiva"
"Go to the last page","Vai all'ultima pagina"
"Unattached <span class=\"count\">(%s)</span>","Non allegati <span class=\"count\">(%s)</span>"
"Attach to a post","Allega ad un articolo"
"Scan for lost attachments","Scansione per allegati mancanti"
"No media attachments found.","Nessun allegato media trovato."
"Uploaded to","Caricato in"
"Date","Data"
"Unpublished","Non pubblicato"
"%s from now","%s da ora"
"(Unattached)","(Non allegato)"
"Attach","Allega"
"View &#8220;%s&#8221;","Visualizza &#8220;%s&#8221;"
"View","Visualizza"
"No sites found.","Nessun sito trovato."
"Mark as Spam","Contrassegna come spam"
"Domain","Dominio"
"Last Updated","Ultimo aggiornamento"
"Registered","Registrato"
"Archived","Archiviato"
"Deleted","Cancellato"
"Mature","Maturo"
"You are about to activate the site %s","Si sta per attivare il sito %s."
"You are about to deactivate the site %s","Si sta per disattivare il sito %s."
"You are about to unarchive the site %s.","Si sta per recuperare dagli archivi il sito %s."
"Unarchive","Recupera da archivio"
"You are about to archive the site %s.","Si sta per archiviare il sito %s."
"Archive","Archivia"
"You are about to unspam the site %s.","Si sta per contrassegnare come non spam il sito %s"
"You are about to mark the site %s as spam.","Si sta per contrassegnare il sito %s come spam."
"You are about to delete the site %s.","Stai per eliminare il sito %s."
"Visit","Visita"
"Never","Mai"
"Only showing first 5 users.","Visualizza solo i primi 5 utenti."
"More","Altro"
"No themes found.","Nessun tema trovato."
"You do not appear to have any themes available at this time.","Non sembra vi siano temi disponibili al momento."
"Theme","Tema"
"Enabled <span class=\"count\">(%s)</span>","Attivi <span class=\"count\">(%s)</span>"
"Disabled <span class=\"count\">(%s)</span>","Inattivi <span class=\"count\">(%s)</span>"
"Update Available <span class=\"count\">(%s)</span>","Aggiornamenti disponibili <span class=\"count\">(%s)</span>"
"Broken <span class=\"count\">(%s)</span>","Corrotti <span class=\"count\">(%s)</span>"
"Enable","Abilitato"
"Network Enable","Abilita la rete"
"Disable","Disabilita"
"Network Disable","Disattiva rete"
"Enable this theme","Abilitare questo tema"
"Disable this theme","Disabilitare questo tema"
"Open this theme in the Theme Editor","Apri questo tema nell'editor dei temi"
"Delete this theme","Elimina questo tema"
"Broken Theme:","Tema corrotto:"
"By %s","Di %s"
"Visit theme homepage","Visitare la homepage del tema"
"Visit Theme Site","Visitare il sito del tema"
"No users found.","Nessun utente trovato."
"Super Admin <span class=\"count\">(%s)</span>","Super amministratore <span class=\"count\">(%s)</span>"
"Super Admins <span class=\"count\">(%s)</span>","Super amministratori <span class=\"count\">(%s)</span>"
"Search Results","Risultati della ricerca"
"Popular","Popolari"
"Favorites","Preferiti"
"Try again","Riprovare"
"No plugins match your request.","Nessun plugin corrisponde alla ricerca."
"More information about %s","Altre informazioni su %s"
"Details","Dettagli"
"Install %s","Installa %s"
"Install Now","Installa adesso"
"Update to version %s","Aggiornare alla versione %s"
"Update Now","Aggiorna ora"
"This plugin is already installed and is up to date","Questo plugin è già installato ed aggiornato"
"(based on %s rating)","(basato su %s valutazione)"
"(based on %s ratings)","(basato su %s valutazioni)"
"No plugins found.","Nessun plugin trovato"
"You do not appear to have any plugins available at this time.","Non sembra vi siano plugin disponibili al momento."
"Welcome to WordPress %s","Benvenuto su WordPress %s"
"Thank you for updating to the latest version! WordPress %s is more polished and enjoyable than ever before. We hope you like it.","Grazie per aver aggiornato all'ultima versione! WordPress %s &egrave; ancora pi&ugrave; rifinito e gradevole di prima. Speriamo ti piaccia."
"Version %s","Versione %s"
"What&#8217;s New","Che novità ci sono"
"Credits","Riconoscimenti"
"Freedoms","Libertà"
"New Media Manager","Nuovo gestiore media"
"Beautiful Interface","Una bellissima interfaccia"
"Adding media has been streamlined with an all-new experience, making it a breeze to upload files and place them into your posts.","L'aggiunta di oggetti multimediali &egrave; stata ridefinita per offrire una nuova esperienza d'uso, rendendo il caricamento e l'inserimento dei file molto pi&ugrave; semplice."
"Picturesque Galleries","Gallerie immagini pittoresche"
"Creating image galleries is faster with drag and drop reordering, inline caption editing, and simplified controls for layout.","La creazione delle gallerie di immagini &egrave; pi&ugrave; veloce con il riordino a trascinamento (drag-and-drop), la realizzazione di didascalie e i controlli semplificati per la disposizione degli elementi."
"New Default Theme","Nuovo tema predefinito"
"Introducing Twenty Twelve","Introduzione a Twenty Twelve"
"The newest default theme for WordPress is simple, flexible, and elegant.","Il nuovo tema predefinito di WordPress &egrave; semplice, flessibile ed elegante."
"What makes it really shine are the design details, like the gorgeous Open Sans typeface and a fully responsive design that looks great on any device.","Ci&ograve; che lo rende bello sono i dettagli del design, come il bellissimo font Open Sans e un design interamente responsive che si adatta perfettamente su ogni dispositivo."
"Naturally, Twenty Twelve supports all the theme features you’ve come to know and love, but it is also designed to be as great for a website as it is for a blog.","Naturalmente Twenty Twelve supporta tutte le funzioni dei temi che hai imparato ad amare e conoscere, ma &egrave; anche progettato per essere grandioso sia per un sito web che per un blog."
"Retina Ready","&Egrave; gi&agrave; pronto per i display Retina"
"So Sharp You Can&#8217;t See the Pixels","Cos&igrave; nitido che non si vedono i pixel"
"The WordPress dashboard now looks beautiful on high-resolution screens like those found on the iPad, Kindle Fire HD, Nexus 10, and MacBook Pro with Retina Display. Icons and other visual elements are crystal clear and full of detail.","La bacheca di WordPress adesso si vede perfettamente sugli schermi ad alta risoluzione come quelli dell'iPad, Kindle Fire HD, Nexus 10 e MacBook Pro con display Retina. Le icone e gli altri elementi visivi sono cristallini e pieni di dettagli."
"Smoother Experience","Una esperienza più piacevole"
"Better Accessibility","Miglior accessibilit&agrave;"
"WordPress supports more usage modes than ever before. Screenreaders, touch devices, and mouseless workflows all have improved ease of use and accessibility.","Mai come prima d'ora WordPress supporta nuove modalità di utilizzo. Screenreader, periferiche sensibili al tocco, e flusso di lavoro senza utilizzo del mouse, tutto questo è stato migliorato sia sul fronte della semplicità di utilizzo che su quello dell'accessibilità."
"More Polish","Pi&ugrave; rifinito"
"A number of screens and controls have been refined. For example, a new color picker makes it easier for you to choose that perfect shade of blue.","Molte schermate e funzioni di controllo sono stati ridefiniti. Ad esempio, il nuovo selettore dei colori rende pi&ugrave; facile scegliere quella tonalit&agrave; di blu che hai in mente."
"Under the Hood","Sotto il cofano"
"Meta Query Additions","Aggiunte alla Meta Query"
"The <code>WP_Comment_Query</code> and <code>WP_User_Query</code> classes now support meta queries just like <code>WP_Query.</code> Meta queries now support querying for objects without a particular meta key.","Le classi <code>WP_Comment_Query</code> e <code>WP_User_Query</code> ora supportano le meta query esattamente come in <code>WP_Query.</code> Meta query ora permette la ricerca di oggetti senza una particolare chiave meta."
"Post Objects","Oggetti articolo"
"Post objects are now instances of a <code>WP_Post</code> class, which improves performance by loading selected properties on demand.","Gli oggetti articolo sono ora una istanza della classe <code>WP_Post</code>, che migliora le prestazioni caricando le proprietà selezionate solo su richiesta."
"Image Editing API","API di modifica immagini"
"The <code>WP_Image_Editor</code> class abstracts image editing functionality such as cropping and scaling, and uses ImageMagick when available.","La classe <code>WP_Image_Editor</code> astrae le funzionalità di modifica delle immagini quali il ritaglio e la scalatura e quando disponibili, utilizza ImageMagick."
"Multisite Improvements","Miglioramenti multisito"
"<code>switch_to_blog()</code> is now significantly faster and more reliable.","<code>switch_to_blog()</code> è ora più veloce e maggiormente affidabile."
"XML-RPC API","API XML-RPC"
"The <a href=\"%s\">WordPress API</a> is now always enabled, and supports fetching users, editing profiles, managing post revisions, and searching posts.","Le <a href=\"%s\">API di WordPress</a> sono ora sempre attive e supportano il recupero utenti, la modifica dei profili la gestione delle revisioni articoli e la ricerca di articoli."
"http://codex.wordpress.org/XML-RPC_WordPress_API","http://codex.wordpress.org/XML-RPC_WordPress_API (in inglese)"
"External Libraries","Librerie esterne"
"WordPress now includes the <a href=\"%s\">Underscore</a> and <a href=\"%s\">Backbone</a> JavaScript libraries. TinyMCE, jQuery, jQuery UI, and SimplePie have all been updated to the latest versions.","WordPress ora include le librerie JavaScript <a href=\"%s\">Underscore</a> e <a href=\"%s\">Backbone</a>. TinyMCE, jQuery, jQuery UI, e SimplePie sono state tutte aggiornate alla loro ultima versione."
"Return to Updates","Torna alla pagina Aggiornamenti"
"Return to Dashboard &rarr; Updates","Ritorna a Bacheca &rarr; Aggiornamenti"
"Go to Dashboard &rarr; Home","Vai a Dashboard &rarr; Home"
"Go to Dashboard","Vai alla bacheca"
"Maintenance Release","Aggiornamento di manutenzione"
"Maintenance Releases","Aggiornamenti di manutenzione"
"Security Release","Aggiornamento di sicurezza"
"Security Releases","Aggiornamenti di sicurezza"
"Maintenance and Security Release","Aggiornamento di sicurezza e manutenzione"
"Maintenance and Security Releases","Aggiornamenti di sicurezza e manutenzione"
"<strong>Version %s</strong> addressed a security issue.","<strong>La versione %s</strong> corregge un problema di sicurezza."
"<strong>Version %s</strong> addressed some security issues.","<strong>La versione %s</strong> corregge alcuni problemi di sicurezza."
"<strong>Version %s</strong> addressed %s bug.","<strong>La versione %s</strong> corregge %s bug."
"<strong>Version %s</strong> addressed %s bugs.","<strong>La versione %s</strong> corregge %s bug."
"<strong>Version %s</strong> addressed a security issue and fixed %s bug.","<strong>La versione %s</strong> corregge un problema di sicurezza e %s bug."
"<strong>Version %s</strong> addressed a security issue and fixed %s bugs.","<strong>La versione %s</strong> corregge un problema di sicurezza e %s bug."
"<strong>Version %s</strong> addressed some security issues and fixed %s bug.","<strong>La versione %s</strong> corregge alcuni problemi di sicurezza e %s bug."
"<strong>Version %s</strong> addressed some security issues and fixed %s bugs.","<strong>La versione %s</strong> corregge alcuni problemi di sicurezza e %s bug."
"For more information, see <a href=\"%s\">the release notes</a>.","Per ulteriori informazioni  consultare <a href=\"%s\">le note di versione</a>."
"Thank you for creating with <a href=\"http://wordpress.org/\">WordPress</a>.","Grazie per aver creato questo sito usando <a href=\"http://wordpress.org/\">WordPress</a>."
"Global Dashboard","Bacheca globale"
"Skip to main content","Passa al contenuto principale"
"Main content","Contenuto principale"
"Invalid plugin page","Pagina del plugin non valida"
"Cannot load %s.","Impossibile caricare %s."
"You are not allowed to import.","Devi farti autorizzare per importare nuovi contenuti."
"Import","Importa"
"Unknown post type.","Tipo di articolo sconosciuto."
"You are not allowed to edit this item.","Non si dispone del permesso per modificare questo elemento."
"&#8220;%s&#8221; has failed to upload due to an error","&#8220;%s&#8221; non è riuscito a caricare a causa di un errore"
"Edit Comment","Modifica commento"
"Overview","Panoramica"
"You can edit the information left in a comment if needed. This is often useful when you notice that a commenter has made a typographical error.","&Egrave; possibile modificare, se necessario, le informazioni lasciate in un commento. Ciò è particolarmente utile quando ci si accorge che un commentatore ha commesso qualche errore tipografico."
"You can also moderate the comment from this screen using the Status box, where you can also change the timestamp of the comment.","&Egrave; possibile moderare un commento da questa schermata utilizzando il riquadro di Stato, dove è possibile cambiare la data e l'ora di un commento."
"For more information:","Per maggiori informazioni:"
"<a href=\"http://codex.wordpress.org/Administration_Screens#Comments\" target=\"_blank\">Documentation on Comments</a>","<a href=\"http://codex.wordpress.org/Administration_Screens#Comments\" target=\"_blank\">Documentazione sui Commenti</a> (in inglese)"
"<a href=\"http://wordpress.org/support/\" target=\"_blank\">Support Forums</a>","<a href=\"http://wordpress.org/support/\" target=\"_blank\">Forum di supporto (inglese)</a> oppure <a href=\"http://www.wordpress-it.it/forum\" target=\"_blank\">Forum di supporto (italiano)</a>"
"Oops, no comment with this ID.","Caspita, non ci sono commenti con questo ID."
"Go back","Torna indietro"
"You are not allowed to edit this comment.","Non si dispone del permesso per modificare questo commento."
"This comment is in the Trash. Please move it out of the Trash if you want to edit it.","Questo commento &egrave; nel Cestino. Spostalo altrove se vuoi modificarlo."
"Moderate Comment","Moderazione commento"
"You are about to mark the following comment as spam:","Stai per marchiare il seguente commento come spam:"
"Spam Comment","Commento Spam"
"You are about to move the following comment to the Trash:","Stai per cestinare il seguente commento:"
"Trash Comment","Commenti cestinati"
"You are about to delete the following comment:","Stai per eliminare il seguente commento:"
"Permanently Delete Comment","Commento cancellato definitivamente"
"You are about to approve the following comment:","Stai per approvare il seguente commento:"
"Approve Comment","Approva commento"
"This comment is currently approved.","Questo commento è attualmente approvato."
"This comment is currently marked as spam.","Questo commento è attualmente marcato come spam."
"This comment is currently in the Trash.","Questo commento è attualmente nel Cestino."
"Caution:","Attenzione:"
"You are not allowed to edit comments on this post.","Devi farti autorizzare per modificare i commenti di questo articolo."
"Unknown action.","Azione sconosciuta."
"WordPress is created by a <a href=\"%s\">worldwide team</a> of passionate individuals. <a href=\"%s\">Get involved in WordPress</a>.","WordPress è creato da un <a href=\"%s\">team internazionale</a> di appassionati. <a href=\"%s\">Partecipa in WordPress</a>."
"WordPress is created by a worldwide team of passionate individuals.","WordPress è creato da un team internazionale di appassionati."
"Translators","Traduttori Italiani"
"Want to see your name in lights on this page? <a href=\"%s\">Get involved in WordPress</a>.","Si desidera vedere apparire su questa pagina il proprio nome? <a href=\"%s\"> Partecipate allo sviluppo di WordPress </a>."
"Project Leaders","Leader di Progetto"
"Extended Core Team","Gruppo Esteso sviluppo del Core"
"Core Developers","Sviluppatori principali"
"Recent Rockstars","Nuovi arrivi"
"Core Contributors to WordPress %s","Hanno collaborato allo sviluppo di WordPress %s"
"Contributing Developers","Sviluppatori"
"Cofounder, Project Lead","Cofondatore, Leader di Progetto"
"Lead Developer","Leader nello Sviluppo"
"User Experience Lead","Leader per la User Experience"
"Core Developer","Sviluppatore"
"Guest Committer","Commiter ospite"
"Developer","Sviluppatore"
"Internationalization","Internazionalizzazione"
"Icon Design","Disegnatore di icone"
"You can customize the look of your site without touching any of your theme&#8217;s code by using a custom background. Your background can be an image or a color.","&Egrave; possibile personalizzare l'aspetto del proprio sito senza modificare il codice del tema utilizzando uno sfondo personalizzato. Lo sfondo può essere una immagine o un colore."
"To use a background image, simply upload it or choose an image that has already been uploaded to your Media Library by clicking the &#8220;Choose Image&#8221; button. You can display a single instance of your image, or tile it to fill the screen. You can have your background fixed in place, so your site content moves on top of it, or you can have it scroll with your site.","Per utilizzare una immagine di sfondo basta semplicemente caricarla o selezionare una immagine già caricata precedentemente nella Libreria media facendo clic sul pulsante &#8220;Seleziona immagine&#8221;. Puoi visualizzare una singola istanza dell'immagine o tassellarla per riempire completamente lo schermo. Puoi avere lo sfondo fisso in maniera che il contenuto si muove al di sopra di esso oppure avere lo sfondo che scorre col contenuto."
"You can also choose a background color by clicking the Select Color button and either typing in a legitimate HTML hex value, e.g. &#8220;#ff0000&#8221; for red, or by choosing a color using the color picker.","Puoi anche scegliere un colore di sonfdo facendo clic sul pulsante Seleziona colore e quindi inserire un valore HTML esadecimale legittimo, es. &#8220;#ff0000&#8221; per il rosso oppure impostare il colore tramite il selezionatore dei colori."
"Don&#8217;t forget to click on the Save Changes button when you are finished.","Non dimenticarsi, una volta terminato, di fare click sul pulsante Salva modifiche."
