"New password","Nytt passord"
"Don&#8217;t forget to click on the Save Changes button when you are finished.","Ikkje gløym å klikka på Lagre endringar-knappen når du er ferdig."
"<a href=\"http://codex.wordpress.org/Appearance_Background_Screen\" target=\"_blank\">Documentation on Custom Background</a>","<a href=\"http://codex.wordpress.org/Appearance_Background_Screen\" target=\"_blank\">Hjelp om eigen bakgrunn</a>"
"Custom Background","Eigen bakgrunn"
"Background updated. <a href=\"%s\">Visit your site</a> to see how it looks.","Bakgrunnen er oppdatert. <a href=\"%s\">Gå til nettstaden din</a> for å sjå korleis det ser ut."
"Remove Background Image","Fjern bakgrunnsbiletet"
"This will remove the background image. You will not be able to restore any customizations.","Dette fjernar bakgrunnsbiletet ditt. Du får ikkje lagra endringane dine."
"Restore Original Image","Gå tilbake til opphavleg bilete"
"This will restore the original background image. You will not be able to restore any customizations.","Dette hentar fram att det opphavlege bakgrunnsbiletet. Du får ikkje lagra endringane dine."
"Select Image","Vel eit bilete"
"Choose an image from your computer:","Vel eit bilete frå datamaskina di:"
"Or choose an image from your media library:","Eller bruk eit bilete frå mediasamlinga di:"
"Choose a Background Image","Vel eit bakgrunnsbilete"
"Set as background","Bruk som bakgrunn"
"Choose Image","Vel bilete"
"Display Options","Visingsval"
"Position","Plassering"
"Repeat","Repeter"
"Attachment","Vedlegg"
"The uploaded file is not a valid image. Please try again.","Biletet du lasta opp er ikkje ei gyldig biletfil. Prøv ein gong til."
"This screen is used to customize the header section of your theme.","På denne sida kan du tilpassa toppbiletet."
"You can choose from the theme&#8217;s default header images, or use one of your own. You can also customize how your Site Title and Tagline are displayed.","Du kan velja mellom standardbileta som fylgjer med bunaden din, eller du kan velja eigne bilete. Du kan òg tilpassa korleis tittelen og slagordet for nettstaden din skal visast."
"You can set a custom image header for your site. Simply upload the image and crop it, and the new header will go live immediately. Alternatively, you can use an image that has already been uploaded to your Media Library by clicking the &#8220;Choose Image&#8221; button.","Du kan velja eit eige toppbilete på nettstaden din. Berre last opp biletet, skjer det til, og biletet blir teke i bruk med ein gong. Eventuelt kan du bruka eit bilete du allereie har lasta opp til mediasamlinga di ved å klikka på knappen &#8220;Vel bilete&#8221;."
"Some themes come with additional header images bundled. If you see multiple images displayed, select the one you&#8217;d like and click the &#8220;Save Changes&#8221; button.","Nokre bunader har eigne toppbilete. Viss du ser fleire bilete, vel du det du vil bruka og klikkar på &#8220;Lagra endringar&#8221;."
"If your theme has more than one default header image, or you have uploaded more than one custom header image, you have the option of having WordPress display a randomly different image on each page of your site. Click the &#8220;Random&#8221; radio button next to the Uploaded Images or Default Images section to enable this feature.","Viss bunaden din har meir enn eitt standard toppbilete, eller du har lasta opp meir enn eitt toppbilete sjølv, kan du få WordPress til å visa eit tilfeldig bilete kvar gong nokon vitjar nettstaden. Klikk på &#8220;Tilfeldig&#8221;-knappen ved sidan av avdelinga for opplasta bilete eller standardbilete for å skru på denne funksjonen."
"If you don&#8217;t want a header image to be displayed on your site at all, click the &#8220;Remove Header Image&#8221; button at the bottom of the Header Image section of this page. If you want to re-enable the header image later, you just have to select one of the other image options and click &#8220;Save Changes&#8221;.","Viss du ikjke vil ha eit toppbilete på nettstaden din, klikkar du på knappen &#8220;Fjern toppbilete&#8221; nedst på avsnittet for toppbilete på denne sida. Viss du vil leggja til eit nytt toppbilete seinare, kan du berre velja frå dei andre biletealternativa, og klikka på &#8220;Lagra endringar&#8221;."
"Header Text","Overskriftstekst"
"For most themes, the header text is your Site Title and Tagline, as defined in the <a href=\"%s\">General Settings</a> section.","Dei fleste bunader viser tittelen og slagordet for nettstaden din i toppfeltet. Du vel tittel og slagord i  <a href=\"%s\">generelle innstillingar</a>."
"In the Header Text section of this page, you can choose whether to display this text or hide it. You can also choose a color for the text by clicking the Select Color button and either typing in a legitimate HTML hex value, e.g. &#8220;#ff0000&#8221; for red, or by choosing a color using the color picker.","I topptekst-avdelinga på denne sida kan du velja om du vil visa eller gøyma teksten. Du kan òg velja farge på teksten ved å klikka på Vel farge-knappen, og anten skriva inn ein gyldig heksadesimal HTML-verdi, td. &#8220;#ff0000&#8221; for raud, eller ved å velja ei farge med fargeveljaren."
"Don&#8217;t forget to click &#8220;Save Changes&#8221; when you&#8217;re done!","Ikkje gløym å klikka på &#8220;Lagra endringane&#8221; når du er ferdig!"
"<a href=\"http://codex.wordpress.org/Appearance_Header_Screen\" target=\"_blank\">Documentation on Custom Header</a>","<a href=\"http://codex.wordpress.org/Appearance_Header_Screen\" target=\"_blank\">Hjelp om eigne toppbilete</a>"
"<strong>Random:</strong> Show a different image on each page.","<strong>Tilfeldig:</strong> Vis ulike bilete på kvar side."
"Custom Header","Eige toppbilete"
"Header updated. <a href=\"%s\">Visit your site</a> to see how it looks.","Toppbiletet er oppdatert. <a href=\"%s\">Gå til nettstaden din</a> for å sjå korleis det ser ut."
"You can select an image to be shown at the top of your site by uploading from your computer or choosing from your media library. After selecting an image you will be able to crop it.","Du kan velja eit bilete å visa på toppen av nettstaden din ved å lasta det opp frå maskina di, eller velja det frå mediasamlinga di. Når du har valt biletet, kan du skjera det til."
"Images of exactly <strong>%s1$d &times; %s2$d pixels</strong> will be used as-is.","Bilete som er akkurat <strong>%s1$d &times; %s2$d punkt</strong> blir brukte slik dei er."
"Images should be at least <strong>%s1$d pixels</strong> wide.","Bilete bør vera minst <strong>%s1$d punkt</strong> breie."
"Images should be at least <strong>%s1$d pixels</strong> tall.","Bilte bør vera minst <strong>%s1$d punkt</strong> høge."
"Suggested width is <strong>%s1$d pixels</strong>.","Tilrådd breidd er <strong>%s1$d punkt</strong>."
"Suggested height is <strong>%s1$d pixels</strong>.","Tilrådd høgd er <strong>%s1$d punkt</strong>."
"Choose a Custom Header","Vel eit eige toppbilete"
"Set as header","Bruk som toppbilete"
"Uploaded Images","Opplasta bilete"
"You can choose one of your previously uploaded headers, or show a random one.","Du kan velja eitt av dei bileta du har lasta opp før, eller bruka eit tilfeldig."
"Default Images","Standardbilete"
"If you don&lsquo;t want to upload your own image, you can use one of these cool headers, or show a random one.","Viss du ikkje vil lasta opp ditt eige bilete, kan du bruke eitt av desse tøffe bileta, eller bruka eit tilfeldig."
"You can use one of these cool headers or show a random one on each page.","Du kan bruka eit av desse tøffe bileta, eller lasta eit tilfeldig bilete på kvar side."
"This will remove the header image. You will not be able to restore any customizations.","Dette vil fjerna toppbiletet. Du får ikkje lagra endringar du har gjort."
"Remove Header Image","Fjern toppbiletet"
"Reset Image","Nullstill biletet"
"This will restore the original header image. You will not be able to restore any customizations.","Dette vil nullstilla toppbiletet. Du får ikkje lagra endringar du har gjort."
"Restore Original Header Image","Bruk det opphavelege toppbiletet"
"Show header text with your image.","Vis overskriftstekst med biletet ditt."
"Text Color","Tekstfarge"
"Default: %s","Standard: %s"
"Image could not be processed. Please go back and try again.","Greidde ikkje handsama biletet. Gå tilbake og prøv ein gong til."
"Image Processing Error","Feil med bilethandsaminga"
"Crop Header Image","Skjer til toppbiletet"
"Choose the part of the image you want to use as your header.","Vel kva utsnitt du vil bruka til toppbiletet ditt."
"You need Javascript to choose a part of the image.","Du treng Javascript for å velja ein del av biletet."
"Crop and Publish","Skjer til og legg ut"
"Skip Cropping, Publish Image as Is","Ikkje skjer til biletet, legg det ut slik det er"
"Image Upload Error","Feil med biletopplastinga"
"You do not have permission to customize headers.","Du har ikkje løyve til å endra toppbilete."
"Customize %s","Tilpass %s"
"Theme Customizer Options","Val for bunadinnstillingar"
"You are previewing %s","No ser du på %s"
"Collapse Sidebar","Trekk saman sidefeltet"
"Collapse","Trekk saman"
"Comments on &#8220;%s&#8221;","Innspel til &#8220;%s&#8221;"
"You can manage comments made on your site similar to the way you manage posts and other content. This screen is customizable in the same ways as other management screens, and you can act on comments using the on-hover action links or the Bulk Actions.","Du kan handtera innspel på denne nettstaden på same måten som du handterer innlegg og anna innhald. Du kan stilla inn utsjånaden på denne sida på same måten som dei andre styringssidene, og du kan handtera innspela med sprett-opp-lenkjene eller massehandlingar."
"Moderating Comments","Handtera innspel"
"A yellow row means the comment is waiting for you to moderate it.","Ei gul rad tyder ein kommentar som ventar på godkjenning."
"In the <strong>Author</strong> column, in addition to the author&#8217;s name, email address, and blog URL, the commenter&#8217;s IP address is shown. Clicking on this link will show you all the comments made from this IP address.","I <strong>forfattar</strong>-spalta blir namnet, epostadressa, bloggadressa og IP-adressa til forfattaren synte. Om du klikkar på denne lenkja, vil du sjå alle innspel frå same IP-adressa."
"In the <strong>Comment</strong> column, above each comment it says &#8220;Submitted on,&#8221; followed by the date and time the comment was left on your site. Clicking on the date/time link will take you to that comment on your live site. Hovering over any comment gives you options to approve, reply (and approve), quick edit, edit, spam mark, or trash that comment.","I <strong>Innspel</strong>-spalta står det &#8220;Lagt inn,&#8221; over kvart innspel, etterfylgt av datoen og tidspunktet innspelet vart lagt inn. Om du klikkar på lenkja med tidspunktet og datoen, kjem du til innspelet slik det ser ut på nettstaden din. Held du peikaren over eit innspel, får du val om å godkjenna, svara (og godkjenna), snøggredigera, redigera, søpelmerka eller skrota det innspelet."
"In the <strong>In Response To</strong> column, there are three elements. The text is the name of the post that inspired the comment, and links to the post editor for that entry. The View Post link leads to that post on your live site. The small bubble with the number in it shows the number of approved comments that post has received. If the bubble is gray, you have moderated all comments for that post. If it is blue, there are pending comments. Clicking the bubble will filter the comments screen to show only comments on that post.","I spalta <strong>Svar til</strong> er det tre element. Teksten er tittelen på innlegget som fekk eit innspel, og lenkjene til den som skreiv innlegget. Sjå innlegg-lenkja leier til innlegget på nettstaden din. Bobla med tal i viser til kor mange godkjende innspel innlegget har fått. Viss bobla er grå, har du sett gjennom alle innspela for innlegget. Viss ho er blå, er det innspel som ventar. Viss du klikkar på bobla, vil du få opp innspela for berre det aktuelle innlegget."
"Many people take advantage of keyboard shortcuts to moderate their comments more quickly. Use the link to the side to learn more.","Mange bruker snøggtastar for å handtera innspel raskare. Bruk lenkja ved sidan av for å læra meir."
"<a href=\"http://codex.wordpress.org/Comment_Spam\" target=\"_blank\">Documentation on Comment Spam</a>","<a href=\"http://codex.wordpress.org/Comment_Spam\" target=\"_blank\">Hjelp om søpelkommentarar</a>"
"<a href=\"http://codex.wordpress.org/Keyboard_Shortcuts\" target=\"_blank\">Documentation on Keyboard Shortcuts</a>","<a href=\"http://codex.wordpress.org/Keyboard_Shortcuts\" target=\"_blank\">Hjelp om snøggtastar</a>"
"Search results for &#8220;%s&#8221;","Søkjeresultat for &#8220;%s&#8221;"
"%s comment approved","%s innspel godkjent"
"%s comments approved","%s innspel godkjent"
"%s comment marked as spam.","Innspelet av %s vart merkt som søpel."
"%s comments marked as spam.","%s innspel merkte som søpel."
"%s comment restored from the spam","%s kommentar henta framatt frå søpla."
"%s comments restored from the spam","%s kommentar henta framatt frå søpla."
"%s comment moved to the Trash.","%s innspel kasta i papirkorga."
"%s comments moved to the Trash.","%s innspel kasta i papirkorga."
"%s comment restored from the Trash","%s innspel plukka oppatt or papirkorga."
"%s comments restored from the Trash","%s innspel plukka oppatt or papirkorga."
"%s comment permanently deleted","%s innspel sletta for alltid"
"%s comments permanently deleted","%s innspel sletta for alltid"
"This comment is already approved.","Dette innspelet er allereie godkjent."
"This comment is already in the Trash.","Dette innspelet er allereie i papirkorga."
"View Trash","Sjå gjennom papirkorga"
"This comment is already marked as spam.","Innspelet er allereie merkt som søpel."
"Search Comments","Søk i innspel"
"Post updated. <a href=\"%s\">View post</a>","Oppdaterte innlegg. <a href=\"%s\">Sjå innlegget</a>"
"Custom field updated.","Det eigendefinerte feltet vart oppdatert."
"Custom field deleted.","Sletta eigendefinert felt."
"Post updated.","Innlegget vart oppdatert."
"Post restored to revision from %s","Innlegget gjenoppretta til utgåva frå %s"
"Post published. <a href=\"%s\">View post</a>","Innlegget vart publisert. <a href=\"%s\">Sjå innlegget</a>"
"Post saved.","Innlegget vart lagra."
"Post submitted. <a target=\"_blank\" href=\"%s\">Preview post</a>","Innlegget er lagt ut. <a target=\"_blank\" href=\"%s\">Vis innlegget</a>"
"Post scheduled for: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Preview post</a>","Innlegget er planlagt til: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Vis innlegget</a>"
"M j, Y @ G:i","j. F Y @ H:i"
"Post draft updated. <a target=\"_blank\" href=\"%s\">Preview post</a>","Innleggskladden er oppdatert. <a target=\"_blank\" href=\"%s\">Vis innlegget</a>"
"Page updated. <a href=\"%s\">View page</a>","Oppdaterte side. <a href=\"%s\">Sjå sida</a>"
"Page updated.","Oppdaterte sida."
"Page restored to revision from %s","Sida vart gjenoppretta til utgåva frå %s"
"Page published. <a href=\"%s\">View page</a>","Sida vart publisert. (<a href=\"%s\">Sjå side</a>)"
"Page saved.","Sida er lagra."
"Page submitted. <a target=\"_blank\" href=\"%s\">Preview page</a>","Sida er lagt ut. <a target=\"_blank\" href=\"%s\">Vis sida</a>"
"Page scheduled for: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Preview page</a>","Sida er planlagt til: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Vis sida</a>"
"Page draft updated. <a target=\"_blank\" href=\"%s\">Preview page</a>","Sidekladden er oppdatert. <a target=\"_blank\" href=\"%s\">Vis sida</a>"
"Media attachment updated.","Medievedlegget vart oppdatert."
"There is an autosave of this post that is more recent than the version below. <a href=\"%s\">View the autosave</a>","Det finst ei autolagra utgåve av dette innlegget som er nyare enn utgåva under. <a href=\"%s\">Sjå autolagringa</a>"
"Page Attributes","Sideeigenskapar"
"Attributes","Eigenskapar"
"Featured Image","Hovudbilete"
"Send Trackbacks","Send tilbaketråkk"
"Custom Fields","Eigendefinerte felt"
"Discussion","Ordskifte"
"Slug","Kortadresse"
"The title field and the big Post Editing Area are fixed in place, but you can reposition all the other boxes using drag and drop. You can also minimize or expand them by clicking the title bar of each box. Use the Screen Options tab to unhide more boxes (Excerpt, Send Trackbacks, Custom Fields, Discussion, Slug, Author) or to choose a 1- or 2-column layout for this screen.","Tittelfeltet og det store området for innleggsredigering står på fast plass, men du kan flytta på alle dei andre boksane ved å dra og sleppa dei. Du kan òg minimera eller utvida dei ved å klikka på tittellinja på kvar boks. Bruk skjermval-fana for å gøyma eller visa fleire boksar (utdrag, send tilbakeping, eigne felt, ordskifte, korttekst, skribent) eller for å velja ein- eller tospalteutforming på denne sida."
"Customizing This Display","Tilpass denne visinga"
"<strong>Title</strong> - Enter a title for your post. After you enter a title, you&#8217;ll see the permalink below, which you can edit.","<strong>Tittel</strong> - Skriv inn ein tittel på innlegget ditt. Når du har gjort det, kan du sjå fastlenkja under, som du kan endra."
"<strong>Post editor</strong> - Enter the text for your post. There are two modes of editing: Visual and Text. Choose the mode by clicking on the appropriate tab. Visual mode gives you a WYSIWYG editor. Click the last icon in the row to get a second row of controls. The Text mode allows you to enter HTML along with your post text. Line breaks will be converted to paragraphs automatically. You can insert media files by clicking the icons above the post editor and following the directions. You can go to the distraction-free writing screen via the Fullscreen icon in Visual mode (second to last in the top row) or the Fullscreen button in Text mode (last in the row). Once there, you can make buttons visible by hovering over the top area. Exit Fullscreen back to the regular post editor.","<strong>Innleggsredigering</strong> - Skriv inn teksten for innlegget ditt. Du kan redigera teksten på to måtar: Visuelt eller rein tekst. Vel redigeringsmåte ved å klikka å rett fane. Med visuell skriving ser du korleis teksten blir sjåande ut på nettsida di. I tekstmodus kan du skriva inn HTML i tillegg til teksten din. Linjeskift vil bli laga om til avsnitt automatisk. Du kan setja inn mediafiler ved å klikka på ikona over redigeringsruta, og fylgja framgangsmåten der. Du kan gå til \"konsentrert skriving\"-modusen ved å klikka på fullskjerm-ikonet i visuell skrivemåte (nest sist på øvste rada), eller på fullskjerm-knappen i rein tekst-skrivemåten (sist på rada). Når du er i fullskjerm, kan du gjera knappane synlege ved å halda peikaren langs toppen av skjermen. Når du går ut av fullskjerm, hamnar du i vanleg redigering att."
"Title and Post Editor","Tittel- og innleggsredigering"
"You can also create posts with the <a href=\"%s\">Press This bookmarklet</a>.","Du kan òg laga innlegg med <a href=\"%s\">Press dette</a>-bokmerkjeprogrammet."
"<a href=\"http://codex.wordpress.org/Posts_Add_New_Screen\" target=\"_blank\">Documentation on Writing and Editing Posts</a>","<a href=\"http://codex.wordpress.org/Posts_Add_New_Screen\" target=\"_blank\">Hjelp om å skriva og redigera innlegg</a>"
"Pages are similar to Posts in that they have a title, body text, and associated metadata, but they are different in that they are not part of the chronological blog stream, kind of like permanent posts. Pages are not categorized or tagged, but can have a hierarchy. You can nest Pages under other Pages by making one the &#8220;Parent&#8221; of the other, creating a group of Pages.","Sider har sams med innlegg at dei har ei overskrift, brødtekst og metadata, men dei er ulike fordi dei ikkje er ein del av den kronologiske bloggen din. Dei liknar meir på faste innlegg. Sider har ikkje kategoriar eller merkelappar, men kan ha eit hierarki. Du kan ordna sider inn under andre sider ved å gjera den eine sida til  &#8220;forelder&#8221; for den andre sida, slik at du lagar ei gruppe med sider."
"Creating a Page is very similar to creating a Post, and the screens can be customized in the same way using drag and drop, the Screen Options tab, and expanding/collapsing boxes as you choose. This screen also has the distraction-free writing space, available in both the Visual and Text modes via the Fullscreen buttons. The Page editor mostly works the same as the Post editor, but there are some Page-specific features in the Page Attributes box:","Å laga ei side er nesten som å laga eit innlegg, og redigeringssidene ser omtrent like ut. Du kan stilla inn korleis redigeringa skal sjå ut anten ved å dra og sleppa, ved skjermval-fana, eller ved å utvida og trekka saman boksane slik du vil. Her finn du òg funksjonen for konsentrert skriving, som finst både i visuell- og tekstmodus via fullskjerm-knappen. Sideredigeringa verkar stort sett slik innleggsredigeringa, men i boksen for sideeigenskapar finn du nokre eigenskapar som berre sider har:"
"About Pages","Om sider"
"<a href=\"http://codex.wordpress.org/Pages_Add_New_Screen\" target=\"_blank\">Documentation on Adding New Pages</a>","<a href=\"http://codex.wordpress.org/Pages_Add_New_Screen\" target=\"_blank\">Hjelp om å laga nye sider</a>"
"<a href=\"http://codex.wordpress.org/Pages_Screen#Editing_Individual_Pages\" target=\"_blank\">Documentation on Editing Pages</a>","<a href=\"http://codex.wordpress.org/Pages_Screen#Editing_Individual_Pages\" target=\"_blank\">Hjelp om å redigera sider</a>"
"This screen allows you to edit four fields for metadata in a file within the media library.","På denne sida kan du redigera fire felt for metadata for filer i mediasamlinga."
"For images only, you can click on Edit Image under the thumbnail to expand out an inline image editor with icons for cropping, rotating, or flipping the image as well as for undoing and redoing. The boxes on the right give you more options for scaling the image, for cropping it, and for cropping the thumbnail in a different way than you crop the original image. You can click on Help in those boxes to get more information.","På bilete kan du klikka på Endra bilete under småbiletet for å få opp ei innebygd biletredigering med knappar for å skjera til, snu eller venda biletet, samt angra og gjera om. Boksane til høgre gjev deg fleire val for å endra storleik, skjera til, og skjera til småbiletet annleis enn originalbiletet. Du kan klikka på Hjelp for å få meir informasjon om kvar funksjon."
"Note that you crop the image by clicking on it (the Crop icon is already selected) and dragging the cropping frame to select the desired part. Then click Save to retain the cropping.","Hugs at du kan skjera til biletet ved å klikka på det. Då vil Skjer til-ikonet bli valt, og du kan dra tilskjeringsramma dit du vil ha ho. Klikk på Lagra for å skjera til."
"Remember to click Update Media to save metadata entered or changed.","Hugs å klikka på Oppdater media for å lagra metaopplysningar du skreiv inn eller endra."
"<a href=\"http://codex.wordpress.org/Media_Add_New_Screen#Edit_Media\" target=\"_blank\">Documentation on Edit Media</a>","<a href=\"http://codex.wordpress.org/Media_Add_New_Screen#Edit_Media\" target=\"_blank\">Hjelp om å endra media</a>"
"You can upload and insert media (images, audio, documents, etc.) by clicking the Add Media button. You can select from the images and files already uploaded to the Media Library, or upload new media to add to your page or post. To create an image gallery, select the images to add and click the &#8220;Create a new gallery&#8221; button.","Du kan lasta opp og setja inn mediafiler (lyd, bilete, dokument osb.) ved å klikka på knappen &#8220;Legg til media&#8221;. Du kan velja mellom bilete og filer du har lasta opp tidlegare, eller lasta opp nye filer til sida eller innlegget ditt. Viss du vil laga eit biletgalleri, vel du bileta du vil leggja til, og klikkar på knappen &#8220;Lag nytt galleri&#8221;."
"You can also embed media from many popular websites including Twitter, YouTube, Flickr and others by pasting the media URL on its own line into the content of your post/page. Please refer to the Codex to <a href=\"http://codex.wordpress.org/Embeds\">learn more about embeds</a>.","Det går òg an å setja inn media frå andre populære nettstader, slik som Twitter, YouTube, Flickr og andre ved å lima inn adressa på ei eiga linje i innlegget eller sida di. Sjå på dokumentasjonssidene for å læra meir om å <a href=\"http://codex.wordpress.org/Embeds\">setja inn media</a>."
"Inserting Media","Set inn media"
"Several boxes on this screen contain settings for how your content will be published, including:","Fleire boksar på denne sida har innstillingar for korleis innhaldet ditt vil bli lagt ut, mellom anna:"
"<strong>Publish</strong> - You can set the terms of publishing your post in the Publish box. For Status, Visibility, and Publish (immediately), click on the Edit link to reveal more options. Visibility includes options for password-protecting a post or making it stay at the top of your blog indefinitely (sticky). Publish (immediately) allows you to set a future or past date and time, so you can schedule a post to be published in the future or backdate a post.","<strong>Legg ut</strong> - Du kan stilla inn vilkår for å leggja ut innleget i \"Legg ut\"-boksen. For Status, Synleg og Legg ut (no) kan du klikka på Endra-lenkja for å sjå fleire val. Synleg inneheld val for å passordverna innlegg, og for å la det stå på topp av bloggen din heile tida (fastlimt innlegg). Legg ut (no) let deg velja dato og tidspunkt i fortid eller framtid, slik at du kan planleggja når du vil at eit innlegg skal koma på sida di, eller eventuelt tilbakedatera eit innlegg."
"<strong>Format</strong> - Post Formats designate how your theme will display a specific post. For example, you could have a <em>standard</em> blog post with a title and paragraphs, or a short <em>aside</em> that omits the title and contains a short text blurb. Please refer to the Codex for <a href=\"http://codex.wordpress.org/Post_Formats#Supported_Formats\">descriptions of each post format</a>. Your theme could enable all or some of 10 possible formats.","<strong>Format</strong> - Innleggsformata avgjer korleis bunaden din vil visa eit bestemt innlegg. Til dømes kan du ha eit <em>standard</em>-innlegg med overskrift og avsnitt, eller eit kort <em>småprat</em>-innlegg som ikkje har overskrit, og som inneheld eit kort tekstfelt. Sjå på dokumentasjonssidene for <a href=\"http://codex.wordpress.org/Post_Formats#Supported_Formats\">skildringar av kvart innleggsformat</a>. Bunaden din har truleg støtte for nokre av formata, eller eventuelt alle ti."
"<strong>Featured Image</strong> - This allows you to associate an image with your post without inserting it. This is usually useful only if your theme makes use of the featured image as a post thumbnail on the home page, a custom header, etc.","<strong>Hovudbilete</strong> - Her kan du knyta eit bilete til innlegget ditt, utan at du treng å setja det inn. Det er vanlegvis nyttig viss bunaden din anten gjer bruk av hovudbiletet som småbilete for innlegget på heimesida, bruker det som eige toppfelt osb."
"Publish Settings","Publiseringsinnstillingar"
"<strong>Send Trackbacks</strong> - Trackbacks are a way to notify legacy blog systems that you&#8217;ve linked to them. Enter the URL(s) you want to send trackbacks. If you link to other WordPress sites they&#8217;ll be notified automatically using pingbacks, and this field is unnecessary.","<strong>Send tilbaketråkk</strong> - Tilbaketråkk er ein måte å seia frå til gamle bloggsystem om at du har lenka til dei. Skriv inn adressa/adressene du vil senda tilbaketråkk til. Viss du lenkar til andre WordPress-sider, får dei melding automatisk med tilbakeping, og då treng du ikkje fylla ut dette feltet."
"<strong>Discussion</strong> - You can turn comments and pings on or off, and if there are comments on the post, you can see them here and moderate them.","<strong>Ordskifte</strong> - Du kan slå på og av innspel og pingar. Viss det finst innspel til innlegga dine, kan du sjå på og endra dei her."
"Discussion Settings","Ordskifteinnstillingar"
"<strong>Parent</strong> - You can arrange your pages in hierarchies. For example, you could have an &#8220;About&#8221; page that has &#8220;Life Story&#8221; and &#8220;My Dog&#8221; pages under it. There are no limits to how many levels you can nest pages.","<strong>Forelder</strong> - Du kan ordna sidene dine hierarkisk. Eit døme: Du kan ha ei &#8220;Om meg&#8221;-side som har &#8220;Livssoga mi&#8221; og &#8220;Katten min&#8221; som undersider. Det er ingen grenser for kor mange nivå du kan ha sider i."
"<strong>Template</strong> - Some themes have custom templates you can use for certain pages that might have additional features or custom layouts. If so, you&#8217;ll see them in this dropdown menu.","<strong>Mal</strong> - Nokre bunader har eigne malar du kan bruka for visse typar sider som treng ekstra eigenskapar eller eiga utforming. Då kan du velja malane frå denne nedtrekkslista."
"<strong>Order</strong> - Pages are usually ordered alphabetically, but you can choose your own order by entering a number (1 for first, etc.) in this field.","<strong>Rekkjefylgje</strong> - sider blir vanlegvis sorterte alfabetisk, men du kan velja din eigen rekkjefylgje ved å skriva inn eit tal (1 kjem fyrst, osb.) i dette feltet."
"Get Shortlink","Få tak i kortlenkja"
"Last edited by %s on %s at %s","Sist endra av %s den %s klokka %s"
"Last edited on %s at %s","Sist endra den %s klokka %s"
"E-mail (%s):","E-post (%s):"
"send e-mail","send e-post"
"E-mail:","E-post:"
"visit site","vitje vevstaden"
"View Comment","Vis innspel"
"Submitted on: <b>%s</b>","Innsendt den: <strong>%s</strong>"
"Move to Trash","Kast i papirkorga"
"<a href=\"%s\">Links</a> / Edit Link","<a href=\"%s\">Lenkjer</a> / Endra lenkje"
"Update Link","Oppdater lenkje"
"<a href=\"%s\">Links</a> / Add New Link","<a href=\"%s\">Lenkjer</a> / Legg til ny lenkje"
"Link Relationship (XFN)","Tilhøve til lenkja (XFN)"
"You can add or edit links on this screen by entering information in each of the boxes. Only the link&#8217;s web address and name (the text you want to display on your site as the link) are required fields.","Du kan leggja til eller endra lenkjer på denne sida ved å skriva inn opplysningar i kvar av boksane. Du treng berre lenkjeadressa og namnet (teksten du vil visa på nettstaden din for kvar lenkje)."
"The boxes for link name, web address, and description have fixed positions, while the others may be repositioned using drag and drop. You can also hide boxes you don&#8217;t use in the Screen Options tab, or minimize boxes by clicking on the title bar of the box.","Boksane for lenkjenamn, nettadresse og lenkjeskildring har faste plasseringar. Dei andre kan du flytta på ved å dra og sleppa. I tillegg kan du gøyma boksar du ikkje brukar i sideval-fana, eller minka boksane ved å klikka på tittellinja for kvar boks."
"XFN stands for <a href=\"http://gmpg.org/xfn/\" target=\"_blank\">XHTML Friends Network</a>, which is optional. WordPress allows the generation of XFN attributes to show how you are related to the authors/owners of the site to which you are linking.","XFN står for <a href=\"http://gmpg.org/xfn/\" target=\"_blank\">XHTML Friends Nettwork</a>, og er ein tilleggsfunksjon. Med WordPress kan du laga XFN-eigenskapar for å visa kva forhold du har til skribentane eller eigarane av den sida du lenkjar til."
"<a href=\"http://codex.wordpress.org/Links_Add_New_Screen\" target=\"_blank\">Documentation on Creating Links</a>","<a href=\"http://codex.wordpress.org/Links_Add_New_Screen\" target=\"_blank\">Hjelp om å laga lenkjer</a>"
"Link added.","Lenkja vart lagt til."
"Example: Nifty blogging software","Døme: Framifrå programvare for blogging"
"Web Address","Vevadresse"
"Example: <code>http://wordpress.org/</code> &#8212; don&#8217;t forget the <code>http://</code>","Døme: <code>http://wordpress.org/</code> &#8212; ikkje gløym <code>http://</code>"
"This will be shown when someone hovers over the link in the blogroll, or optionally below the link.","Dette vil synast når nokon held peikaren sin over lenkja i bloggrullen, eller valfritt under lenkja."
"You did not select an item for editing.","Du valde ingenting å endra."
"The name is how it appears on your site.","Namnet er slik det ser ut på nettstaden din."
"The &#8220;slug&#8221; is the URL-friendly version of the name. It is usually all lowercase and contains only letters, numbers, and hyphens.","Kortteksten er ein URL-venleg utgåve av namnet. Han inneheld til vanleg berre små bokstavar, tal og bindestrek."
"Categories, unlike tags, can have a hierarchy. You might have a Jazz category, and under that have children categories for Bebop and Big Band. Totally optional.","Kategoriar, til forskjell frå merkelappar, kan ha ei rangordning. Du kan til dømes ha ein film-kategori, og under denne kan du ha video og kino. Sjølvsagt heilt valfritt."
"The description is not prominent by default; however, some themes may show it.","Denne skildringa er vanlegvis ikkje mykje brukt, men nokre tema kan bruka henne."
