"Plugin could not be activated because it triggered a <strong>fatal error</strong>.","Wtyczka nie mogła zostać włączona, ponieważ spowodowała wystąpienie <strong>krytycznego błędu</strong>."
"Plugin could not be deleted due to an error: %s","Wtyczka nie mogła zostać usunięta z powodu następującego błędu: %s"
"The selected plugins have been <strong>deleted</strong>.","Wybrane wtyczki zostały <strong>usunięte</strong>."
"Plugin <strong>activated</strong>.","Wtyczka została <strong>włączona</strong>."
"Selected plugins <strong>activated</strong>.","Wybrane wtyczki zostały <strong>włączone</strong>."
"Plugin <strong>deactivated</strong>.","Wtyczka została <strong>wyłączona</strong>."
"Selected plugins <strong>deactivated</strong>.","Wybrane wtyczki zostały <strong>wyłączone</strong>."
"No out of date plugins were selected.","Nie wybrano żadnych nieaktualnych wtyczek."
"Deactivate this plugin","Wyłącz tę wtyczkę"
"Network Deactivate","Wyłącz w całej sieci"
"Activate this plugin for all sites in this network","Włącz tę wtyczkę na wszystkich witrynach sieci"
"Network Activate","Włącz w całej sieci"
"Open this file in the Plugin Editor","Otwórz ten plik w edytorze wtyczek"
"Delete this plugin","Usuń tę wtyczkę"
"Visit plugin site","Odwiedź witrynę wtyczki"
"Clear List","Wyczyść listę"
"Active <span class=\"count\">(%s)</span>","Włączone <span class=\"count\">(%s)</span>"
"Recently Active <span class=\"count\">(%s)</span>","Ostatnio wyłączone <span class=\"count\">(%s)</span>"
"Inactive <span class=\"count\">(%s)</span>","Wyłączone <span class=\"count\">(%s)</span>"
"No plugins found.","Nie znaleziono żadnych wtyczek."
"You do not appear to have any plugins available at this time.","Wygląda na to, że w tej chwili nie masz zainstalowanych żadnych wtyczek."
"You attempted to edit an item that doesn&#8217;t exist. Perhaps it was deleted?","Próbujesz edytować element, który nie istnieje. Być może został on usunięty?"
"You are not allowed to edit this item.","Nie posiadasz uprawnienia do edycji tego elementu."
"You can&#8217;t edit this item because it is in the Trash. Please restore it and try again.","Nie możesz edytować tego elementu, ponieważ znajduje się on w koszu. Proszę przywrócić go, a następnie spróbować ponownie."
"Unknown post type.","Nieznany typ wpisu."
"Embed Code","Wstaw kod"
"Insert Video","Wstaw film"
"Click to insert.","Kliknij, aby wstawić."
"Unable to retrieve images or no images on page.","Nie udało się pobrać obrazków lub brak ich na stronie."
"click images to select","kliknij obrazki, aby je wybrać"
"Add from URL","Dodaj z adresu URL"
"Loading...","Wczytywanie..."
"Your post has been saved.","Twój wpis został zapisany."
"View post","Zobacz wpis"
"Close Window","Zamknij okno"
"Insert an Image","Wstaw obrazek"
"Embed a Video","Wstaw film"
"via","za pomocą "
"Compare Revisions of &#8220;%s&#8221;","Porównaj wersje &#8222;%s&#8221;"
"Revision for &#8220;%s&#8221; created on %s","Wersja &#8222;%s&#8221; utworzona %s"
"Older: %s","Starsza: %s"
"Newer: %s","Nowsza: %s"
"These revisions are identical.","Te wersje są identyczne."
"Edit Themes","Edytuj motywy"
"The requested theme does not exist.","Wybrany motyw nie istnieje."
"Select theme to edit:","Wybierz motyw, który chcesz edytować:"
"Templates","Szablony"
"Oops, no such file exists! Double check the name and try again, merci.","Ups, taki plik nie istnieje! Dwukrotnie sprawdź poprawność wprowadzonej nazwy i spróbuj ponownie. Merci."
"Recently Updated","Ostatnio zaktualizowane"
"New theme activated. <a href=\"%s\">Visit site</a>","Nowy motyw został włączony. <a href=\"%s\">Przejdź na witrynę</a>"
"Theme deleted.","Motyw został usunięty."
"Current Theme","Używany motyw"
"Current theme preview","Podgląd używanego motywu"
"Available Themes","Dostępne motywy"
"You are about to delete this theme '%s'\n  'Cancel' to stop, 'OK' to delete.","Zamierzasz usunąć motyw '%s'\n  Kliknij 'Anuluj', aby anulować tę operację, lub 'OK', aby ją sfinalizować."
"Broken Themes","Niekompletne motywy"
"Press This is a bookmarklet: a little app that runs in your browser and lets you grab bits of the web.","&#8222;Press This&#8221; jest skryptozakładką &mdash; maleńką aplikacją, która działa w Twojej przeglądarce i pozwala na kopiowanie fragmentów stron internetowych."
"Drag-and-drop the following link to your bookmarks bar or right click it and add it to your favorites for a posting shortcut.","Przeciągnij i upuść poniższy przycisk na swoim pasku zakładek lub kliknij go prawym przyciskiem myszy i dodaj do ulubionych, aby umieścić tam skrót do dodawania wpisu."
"Download nightly build","Pobierz nocne wydanie"
"Download %s","Pobierz wersję %s"
"Hide this update","Ukryj informację o tej aktualizacji"
"Bring back this update","Przywróć informację o tej aktualizacji"
"This localized version contains both the translation and various other localization fixes. You can skip upgrading if you want to keep your current translation.","Ta zlokalizowana wersja zawiera zarówno tłumaczenie, jak i inne rozmaite zmiany związane z przekładem. Możesz pominąć aktualizację, jeżeli chcesz zachować obecnie zainstalowane tłumaczenie."
"Show hidden updates","Pokaż ukryte informacje o aktualizacjach"
"Hide hidden updates","Ukryj ukryte informacje o aktualizacjach"
"Compatibility with WordPress %s: 100%s% (according to its author)","Kompatybilność z WordPressem %s: 100%s% (wg autora)"
"Compatibility with WordPress %s: %s2$d%s% (%s3$d \"works\" votes out of %s4$d total)","Kompatybilność z WordPressem %s: %s2$d%s% (%s3$d głosów na \"działa\" spośród %s4$d)"
"Compatibility with WordPress %s: Unknown","Kompatybilność z WordPressem %s: Nieznana"
"Installation Failed","Instalacja nie powiodła się"
"Plugin Reactivation","Ponowne włączanie wtyczki"
"Plugin reactivated successfully.","Wtyczka została pomyślnie włączona ponownie."
"Plugin failed to reactivate due to a fatal error.","Ponowne włączanie wtyczki nie powiodło się z powodu krytycznego błędu."
"Installing Plugin: %s","Instalacja wtyczki: %s"
"Upload Plugin","Wyślij wtyczkę na serwer"
"Installing Plugin from uploaded file: %s","Instalacja wtyczki z wysłanego na serwer pliku: %s"
"Installing Theme: %s","Instalacja motywu: %s"
"Upload Theme","Wyślij motyw na serwer"
"Installing Theme from uploaded file: %s","Instalacja motywu z wysłanego na serwer pliku: %s"
"Your WordPress database is already up-to-date!","Baza danych WordPressa jest już aktualna!"
"%s queries","%s zapytań"
"%s seconds","%s s"
"You are not allowed to scan for lost attachments.","Nie posiadasz uprawnienia do szukania zagubionych załączników."
"You are not allowed to move this post to the trash.","Nie posiadasz uprawnienia do przeniesienia tego wpisu do kosza."
"You are not allowed to move this post out of the trash.","Nie posiadasz uprawnienia do przeniesienia tego wpisu z kosza w inne miejsce."
"You are not allowed to delete this post.","Nie posiadasz uprawnienia do usunięcia tego wpisu."
"Reattached %d attachment.","Załączono ponownie %d załącznik."
"Reattached %d attachments.","Załączono ponownie %d załączniki."
"Media attachment permanently deleted.","Załącznik został na zawsze usunięty."
"%d media attachments permanently deleted.","%d załączniki zostały na zawsze usunięte."
"Media attachment moved to the trash.","Załącznik został przeniesiony do kosza."
"%d media attachments moved to the trash.","%d załączniki zostały przeniesione do kosza."
"Media attachment restored from the trash.","Załącznik został przywrócony z kosza."
"%d media attachments restored from the trash.","%d załączniki zostały przywrócone z kosza."
"Media permanently deleted.","Medium zostało usunięte na zawsze."
"Error saving media attachment.","Błąd zapisu medium jako załącznika."
"Media moved to the trash.","Media zostały przeniesione do kosza."
"Media restored from the trash.","Medium zostało wyciągnięte z kosza."
"Unattached <span class=\"count\">(%s)</span>","Niezałączone <span class=\"count\">(%s)</span>"
"Attach to a post","Załącz do wpisu"
"Scan for lost attachments","Szukaj zagubionych załączników"
"Edit User","Edytuj konto użytkownika"
"Use https","Używaj https"
"Always use https when visiting the admin","Zawsze używaj https do połączeń z panelem administracyjnym"
"You do not have permission to edit this user.","Nie posiadasz wystarczających uprawnień, by edytować to konto."
"User updated.","Konto użytkownika zostało zaktualizowane."
"Personal Options","Personalizacja"
"Visual Editor","Edytor wizualny"
"Disable the visual editor when writing","Nie używaj edytora wizualnego do pisania"
"Admin Color Scheme","Zestaw kolorów panelu administracyjnego"
"Enable keyboard shortcuts for comment moderation.","Włącz klawiaturowe skróty do moderacji komentarzy."
"First Name","Imię"
"Last Name","Nazwisko"
"Nickname","Pseudonim"
"Display name publicly as","Przedstawiaj mnie jako"
"Contact Info","Dane kontaktowe"
"About Yourself","O Tobie"
"About the user","O użytkowniku"
"Biographical Info","Biografia"
"Share a little biographical information to fill out your profile. This may be shown publicly.","Podziel się ze światem szczyptą informacji o sobie. Mogą one zostać upublicznione."
"New Password","Nowe hasło"
"If you would like to change the password type a new one. Otherwise leave this blank.","Jeżeli chcesz zmienić swoje hasło wprowadź tutaj nowe, w przeciwnym wypadku pozostaw to pole puste."
"Type your new password again.","Wprowadź swoje nowe hasło ponownie."
"Additional Capabilities","Dodatkowe uprawnienia"
"Update Profile","Zaktualizuj profil"
"Update User","Zaktualizuj konto użytkownika"
"[%s] Joining confirmation","[%s] Potwierdzenie przyłączenia się"
"Invitation email sent to new user. A confirmation link must be clicked before their account is created.","E-mail z zaproszeniem został wysłany do osoby, która nie jest jeszcze członkiem sieci. Zanim osoba ta otrzyma konto użytkownika, musi ona kliknąć odnośnik potwierdzający."
"(twice, required)","(dwukrotnie, wymagane)"
"Send Password?","Wysłać hasło?"
"Send this password to the new user by email.","Wyślij to hasło na adres e-mail dodawanego użytkownika."
"Skip Confirmation Email","Pomiń e-maila potwierdzającego"
"You can&#8217;t edit that user.","Nie posiadasz uprawnienia do edycji konta tego użytkownika."
"You can&#8217;t delete users.","Nie posiadasz uprawnienia do usuwania kont użytkowników."
"Delete Users","Usuń konta użytkowników"
"There are no valid users selected for deletion.","Nie wybrano do usunięcia żadnych prawidłowych kont użytkowników."
"New user created.","Nowe konto użytkownika zostało pomyślnie utworzone."
"The current user&#8217;s role must have user editing capabilities.","Rola użytkownika, z konta którego korzystasz, musi posiadać uprawnienia do edycji użytkowników."
"Other user roles have been changed.","Role innych użytkowników zostały zmienione."
"You can&#8217;t delete the current user.","Nie możesz usunąć konta, z którego w tej chwili korzystasz."
"Other users have been deleted.","Konta innych użytkowników zostały usunięte."
"Change role to&hellip;","Zmień rolę na&hellip;"
"Change","Zmień"
"Inactive Widgets","Nieużywane widgety"
"The theme you are currently using isn&#8217;t widget-aware, meaning that it has no sidebars that you are able to change. For information on making your theme widget-aware, please <a href=\"http://codex.wordpress.org/Widgetizing_Themes\">follow these instructions</a>.","Motyw, z którego aktualnie korzystasz nie pozwala na użycie widgetów, co oznacza, że nie posiada on konfigurowalnych bocznych paneli. Aby dowiedzieć się jak sprawić, aby motyw zezwalał na używanie widgetów, proszę <a href=\"http://codex.wordpress.org/Widgetizing_Themes\">podążyć za tymi instrukcjami</a>."
"Select both the sidebar for this widget and the position of the widget in that sidebar.","Wybierz docelowy panel boczny dla tego widgetu i jego położenie w tym panelu."
"Position","Położenie"
"Save Widget","Zapisz widget"
"Changes saved.","Zmiany zostały zapisane."
"Error while saving.","Podczas zapisu wystąpił błąd."
"Error in displaying the widget settings form.","Błąd wyświetlania formularza ustawień widgetu."
"Available Widgets","Dostępne widgety"
"Drag widgets from here to a sidebar on the right to activate them. Drag widgets back here to deactivate them and delete their settings.","Przeciągnij widgety stąd do jednego z paneli bocznych znajdujących się po prawej, aby je włączyć. Przeciągnij je z powrotem w to miejsce, aby je wyłączyć i usunąć ich ustawienia."
"Drag widgets here to remove them from the sidebar but keep their settings.","Przeciągnij widgety tutaj, aby usunąć je z panelu bocznego, ale zachować ich ustawienia."
"Categories:","Kategorie:"
"Permanently Delete Comment","Usuń komentarz na zawsze"
"You are about to approve the following comment:","Zamierzasz zatwierdzić następujący komentarz:"
"Approve Comment","Zatwierdź komentarz"
"Unknown action.","Nieznane działanie."
"Custom Background","Własne tło"
"Background updated. <a href=\"%s\">Visit your site</a> to see how it looks.","Tło zostało zaktualizowane. <a href=\"%s\">Przejdź do swojej witryny</a>, aby zobaczyć, jak wygląda."
"Choose an image from your computer:","Wybierz obrazek z Twojego komputera:"
"Save Changes","Zapisz zmiany"
"Custom Header","Własny nagłówek"
"Header updated. <a href=\"%s\">Visit your site</a> to see how it looks.","Nagłówek został zaktualizowany. <a href=\"%s\">Przejdź do swojej witryny</a>, aby zobaczyć, jak wygląda."
"Image Processing Error","Błąd przetwarzania obrazka"
"Choose the part of the image you want to use as your header.","Wybierz fragment obrazka, który chcesz użyć jako nagłówek."
"You do not have permission to customize headers.","Nie posiadasz uprawnienia do modyfikacji nagłówków."
"Edit &#8220;%s&#8221;","Edytuj &#8222;%s&#8221;"
"View &#8220;%s&#8221;","Zobacz &#8222;%s&#8221;"
"Unpublished","Nie opublikowano"
"Y/m/d g:i:s A","d.m.Y H:i:s"
"%s from now","%s temu"
"(Unattached)","(Nie załączono)"
"Attach","Załącz"
"%s pending","Liczba oczekujących: %s"
"No media attachments found.","Nie znaleziono żadnych załączników."
"%s comment approved","%s komentarz został zatwierdzony"
"%s comments approved","%s komentarze zostały zatwierdzone"
"%s comment marked as spam.","%s komentarz został oznaczony jako spam."
"%s comments marked as spam.","%s komentarze zostały oznaczone jako spam."
"%s comment restored from the spam","Cofnięto oznaczenie %s komentarza jako spam"
"%s comments restored from the spam","Cofnięto oznaczenie %s komentarzy jako spam"
"%s comment permanently deleted","%s komentarz został usunięty na zawsze"
"%s comments permanently deleted","%s komentarze zostały usunięte na zawsze"
"Pending <span class=\"count\">(<span class=\"pending-count\">%s</span>)</span>","Oczekujące <span class=\"count\">(<span class=\"pending-count\">%s</span>)</span>"
"Trash <span class=\"count\">(<span class=\"trash-count\">%s</span>)</span>","Kosz <span class=\"count\">(<span class=\"trash-count\">%s</span>)</span>"
"Search Comments","Szukaj komentarzy"
"Displaying %s&#8211;%s of %s","Wyświetlanie %s&#8211;%s z %s"
"Bulk Actions","Masowe działania"
"Unapprove","Odrzuć"
"Approve","Zatwierdź"
"Move to Trash","Przenieś do kosza"
"Show all comment types","Pokaż komentarze wszystkich typów"
"Pings","Pingi"
"Filter","Przefiltruj"
"Empty Spam","Usuń cały spam"
"Empty Trash","Opróżnij kosz"
"No comments found.","Nie znaleziono żadnych komentarzy."
"Post updated. <a href=\"%s\">View post</a>","Wpis został zaktualizowany. <a href=\"%s\">Zobacz wpis</a>"
"Custom field updated.","Własne pole zostało zaktualizowane."
"Custom field deleted.","Własne pole zostało usunięte."
"Post updated.","Wpis został zaktualizowany."
"Post restored to revision from %s","Wersja wpisu z %s została przywrócona"
"Post published. <a href=\"%s\">View post</a>","Wpis został opublikowany. <a href=\"%s\">Zobacz wpis</a>"
"Post saved.","Wpis został zapisany."
"Post submitted. <a target=\"_blank\" href=\"%s\">Preview post</a>","Wpis został wysłany. <a target=\"_blank\" href=\"%s\">Podejrzyj wpis</a>"
"Post scheduled for: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Preview post</a>","Publikacja wpisu została zaplanowana na: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Podejrzyj wpis</a>"
"M j, Y @ G:i","j M Y \\o H:i"
"Post draft updated. <a target=\"_blank\" href=\"%s\">Preview post</a>","Szkic wpisu został zaktualizowany. <a target=\"_blank\" href=\"%s\">Podejrzyj wpis</a>"
"Page updated. <a href=\"%s\">View page</a>","Strona została zaktualizowana. <a href=\"%s\">Zobacz stronę</a>"
"Page updated.","Strona została zaktualizowana."
"Page restored to revision from %s","Wersja strony z %s została przywrócona"
"Page published. <a href=\"%s\">View page</a>","Strona została opublikowana. <a href=\"%s\">Zobacz stronę</a>"
"Page submitted. <a target=\"_blank\" href=\"%s\">Preview page</a>","Strona została wysłana. <a target=\"_blank\" href=\"%s\">Podejrzyj stronę</a>"
"Page scheduled for: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Preview page</a>","Publikacja strony została zaplanowana na: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Podejrzyj stronę</a>"
"Page draft updated. <a target=\"_blank\" href=\"%s\">Preview page</a>","Szkic strony został zaktualizowany. <a target=\"_blank\" href=\"%s\">Podejrzyj stronę</a>"
"Send Trackbacks","Wyślij trackbacki"
"Custom Fields","Własne pola"
"Discussion","Dyskusja"
"Last edited by %s on %s at %s","Autorem ostatniej edycji jest %s, została ona wykonana %s o %s"
"Last edited on %s at %s","Ostatnio edytowano %s o %s"
"View Comment","Zobacz komentarz"
"Submitted on: <b>%s</b>","Wysłany: <b>%s</b>"
"Update Comment","Zaktualizuj komentarz"
"send e-mail","wyślij e-maila"
"visit site","odwiedź witrynę"
"URL (%s):","Adres URL (%s):"
"URL:","Adres URL:"
"The &#8220;slug&#8221; is the URL-friendly version of the name. It is usually all lowercase and contains only letters, numbers, and hyphens.","Uproszczona nazwa jest bezpieczną wersją nazwy elementu, używaną jako część jego adresu URL. Zwykle składa się ona z małych liter alfabetu łacińskiego, cyfr i myślników."
"The description is not prominent by default; however, some themes may show it.","Opis zwykle nie jest eksponowany, jednak niektóre motywy mogą go wyświetlać."
"<a href=\"%s\">Links</a> / Edit Link","<a href=\"%s\">Odnośniki</a> / Edytuj odnośnik"
"Update Link","Zaktualizuj odnośnik"
"<a href=\"%s\">Links</a> / Add New Link","<a href=\"%s\">Odnośniki</a> / Dodaj nowy odnośnik"
"Link Relationship (XFN)","Relacje (XFN)"
"Link added.","Odnośnik został dodany."
"Example: Nifty blogging software","Przykład: Czadowe oprogramowanie blogowe"
"Web Address","Adres URL"
"Example: <code>http://wordpress.org/</code> &#8212; don&#8217;t forget the <code>http://</code>","Przykład: <code>http://wordpress.org/</code> &#8212; nie zapomnij o <code>http://</code>"
"This will be shown when someone hovers over the link in the blogroll, or optionally below the link.","Ten tekst zostanie wyświetlony, kiedy ktoś najedzie kursorem myszy na odnośnik w blogrollu lub opcjonalnie pod nim."
"The name is how it appears on your site.","Nazwa, pod jaką element widoczny jest na witrynie."
"Categories, unlike tags, can have a hierarchy. You might have a Jazz category, and under that have children categories for Bebop and Big Band. Totally optional.","Kategorie, w przeciwieństwie do tagów, mogą zostać uporządkowane w hierarchię. Możesz, na przykład, utworzyć kategorię &#8222;Jazz&#8221;, a jako jej podkategorie oznaczyć kategorie &#8222;Bebop&#8221; i &#8222;Big Band&#8221;. Jest to opcjonalne."
"Item added.","Element został dodany."
"Item deleted.","Element został usunięty."
"Item updated.","Element został zaktualizowany."
"Item not added.","Element nie został dodany."
"Items deleted.","Elementy zostały usunięte."
"<strong>Note:</strong><br />Deleting a category does not delete the posts in that category. Instead, posts that were only assigned to the deleted category are set to the category <strong>%s</strong>.","<strong>Uwaga:</strong><br />Usunięcie kategorii nie powoduje skasowania wpisów w niej zawartych. Zamiast tego wpisy, które były przypisane jedynie do niej zostaną przypisane do kategorii <strong>%s</strong>."
"Error in moving to trash...","Błąd przenoszenia do kosza..."
"Error in restoring from trash...","Błąd przywracania z kosza..."
"You are not allowed to delete this item.","Nie posiadasz uprawnienia do usunięcia tego elementu."
"Error in deleting...","Błąd usuwania..."
"%s post updated.","%s wpis został zaktualizowany."
"%s posts updated.","%s wpisy zostały zaktualizowane."
"%s item not updated, somebody is editing it.","%s element nie został zaktualizowany, ponieważ jest on przez kogoś edytowany."
"%s items not updated, somebody is editing them.","%s elementy nie zostały zaktualizowane, ponieważ są one przez kogoś edytowane."
"Item permanently deleted.","Element został usunięty na zawsze."
"%s items permanently deleted.","%s elementy zostały usunięte na zawsze."
"Mine <span class=\"count\">(%s)</span>","Moje <span class=\"count\">(%s)</span>"
"Show all dates","Pokaż wszystkie daty"
"View all categories","Wyświetl wszystkie kategorie"
"List View","Widok listy"
"Excerpt View","Widok wypisów"
"Export","Eksport"
"When you click the button below WordPress will create an XML file for you to save to your computer.","Po kliknięciu poniższego przycisku WordPress utworzy plik XML, który możesz zapisać na swoim komputerze."
"This format, which we call WordPress eXtended RSS or WXR, will contain your posts, pages, comments, custom fields, categories, and tags.","Plik w formacie, który nazywamy WordPress eXtended RSS (lub po prostu WXR), będzie zawierał Twoje wpisy, strony, komentarze, własne pola, kategorie i tagi."
"Download Export File","Pobierz plik eksportu"
"No importers are available.","Brak dostępnych importerów."
"Continue","Kontynuuj"
"Movable Type and TypePad","Movable Type i TypePad"
"Could not update link in the database","Nie można było zaktualizować odnośnik w bazie danych"
"Could not insert link into the database","Nie można było wstawić odnośnik do bazy danych"
"Changing to %s","Zmiana na %s"
"Found %s","Znaleziono %s"
"The ftp PHP extension is not available","Rozszerzenie ftp dla PHP nie jest zainstalowane"
"FTP hostname is required","Wymagane jest podanie nazwy serwera FTP"
"FTP username is required","Wymagane jest podanie nazwy użytkownika serwera FTP"
"FTP password is required","Wymagane jest podanie hasla do serwera FTP"
"Failed to connect to FTP Server %s:%s","Nie udało się połączyć z serwerem FTP %s:%s"
"Username/Password incorrect for %s","Nieprawidłowa nazwa użytkownika/hasło dla serwera %s"
"The ssh2 PHP extension is not available","Rozszerzenie ssh2 dla PHP nie jest zainstalowane"
"The ssh2 PHP extension is available, however, we require the PHP5 function <code>stream_get_contents()</code>","Rozszerzenie ssh2 dla PHP jest dostępne, jednakże wymagamy obsługi funkcji <code>stream_get_contents()</code> z PHP5"
"SSH2 hostname is required","Wymagane jest podanie nazwy serwera SSH2"
"SSH2 username is required","Wymagane jest podanie nazwy użytkownika SSH2"
"SSH2 password is required","Wymagane jest podanie hasła do serwera SSH2"
"Failed to connect to SSH2 Server %s:%s","Nie udało się połączyć z serwerem SSH2 %s:%s"
"Public and Private keys incorrect for %s","Nieprawidłowe klucze publiczny i prywatny dla %s"
"Unable to perform command: %s","Nie można wykonać polecenia: %s"
"Invalid Data provided.","Podano nieprawidłowe dane."
"Could not access filesystem.","Nie można było uzyskać dostępu do systemu plików."
"Filesystem error.","Błąd systemu plików."
"Unable to locate WordPress Root directory.","Nie udało się zlokalizować głównego katalogu WordPressa."
"Unable to locate WordPress Content directory (wp-content).","Nie udało się zlokalizować katalogu WordPressa zawierającego treść (wp-content)."
"Unable to locate WordPress Plugin directory.","Nie udało się zlokalizować katalogu wtyczek WordPressa."
"Unable to locate WordPress Theme directory.","Nie udało się zlokalizować katalogu motywów WordPressa."
"Unable to locate needed folder (%s).","Nie udało się zlokalizować wymaganego folderu (%s)."
"Download failed.","Pobieranie nie powiodło się."
"Installing the latest version&#8230;","Instalacja najnowszej wersji&#8230;"
"Destination folder already exists.","Docelowy folder już istnieje."
"Could not create directory.","Nie można było utworzyć katalogu."
"Incompatible Archive.","Niekompatybilne archiwum."
"Enabling Maintenance mode&#8230;","Włączanie trybu konserwacji&#8230;"
"Disabling Maintenance mode&#8230;","Wyłączanie trybu konserwacji&#8230;"
"The plugin is at the latest version.","Zainstalowana jest najnowsza wersja tej wtyczki."
"Downloading update from <span class=\"code\">%s</span>&#8230;","Pobieranie aktualizacji z <span class=\"code\">%s</span>&#8230;"
"Unpacking the update&#8230;","Rozpakowywanie aktualizacji&#8230;"
"Removing the old version of the plugin&#8230;","Usuwanie starej wersji wtyczki&#8230;"
"Could not remove the old plugin.","Nie można było usunąć starej wersji wtyczki."
"Install package not available.","Paczka instalacyjna nie jest dostępna."
"Downloading install package from <span class=\"code\">%s</span>&#8230;","Pobieranie paczki instalacyjnej z <span class=\"code\">%s</span>&#8230;"
"Unpacking the package&#8230;","Rozpakowywanie paczki&#8230;"
"Installing the plugin&#8230;","Instalacja wtyczki&#8230;"
"Plugin install failed.","Instalacja wtyczki nie powiodła się."
"Plugin installed successfully.","Wtyczka została zainstalowana."
"The theme is at the latest version.","Zainstalowana jest najnowsza wersja motywu."
"Removing the old version of the theme&#8230;","Usuwanie starej wersji motywu&#8230;"
"Could not remove the old theme.","Nie można było usunąć starej wersji motywu."
"Installing the theme&#8230;","Instalacja motywu&#8230;"
"Theme install failed.","Instalacja motywu nie powiodła się."
"Theme installed successfully.","Motyw został zainstalowany."
"WordPress is at the latest version.","Zainstalowana jest najnowsza wersja WordPressa."
"Could not copy files.","Nie można było skopiować pliki."
"Activate this plugin","Włącz tę wtyczkę"
"Activate Plugin","Włącz wtyczkę"
"Return to Plugins page","Wróć na stronę &#8222;Wtyczki&#8221;"
"Successfully installed the plugin <strong>%s %s</strong>.","Zainstalowano wtyczkę <strong>%s %s</strong>."
"Return to Plugin Installer","Powróć do instalatora wtyczek"
"Successfully installed the theme <strong>%s %s</strong>.","Motyw <strong>%s %s</strong> został zainstalowany."
"Preview &#8220;%s&#8221;","Podejrzyj &#8222;%s&#8221;"
"Activate &#8220;%s&#8221;","Włącz &#8222;%s&#8221;"
"Return to Theme Installer","Powróć do instalatora motywów"
"Themes page","Strona &#8222;Motywy&#8221;"
"Return to Themes page","Powróć na stronę &#8222;Motywy&#8221;"
"Please select a file","Proszę wybrać plik"
"The uploaded file could not be moved to %s.","Wysłany plik nie mógł zostać przeniesiony do %s."
"Right Now","Szybki dostęp"
"Incoming Links","Odnośniki do witryny"
"Recent Drafts","Najnowsze szkice"
"Other WordPress News","Pozostałe nowości dotyczące WordPressa"
"View all","Zobacz wszystkie"
"Configure","Konfiguracja"
"Tag","tag"
"Theme <span class=\"b\">%s</span> with <span class=\"b\">%s Widget</span>","Motyw <span class=\"b\">%s</span> z <span class=\"b\">%s widgetem</span>"
"Theme <span class=\"b\">%s</span> with <span class=\"b\">%s Widgets</span>","Motyw <span class=\"b\">%s</span> z <span class=\"b\">%s widgetami</span>"
"Theme <span class=\"b\"><a href=\"themes.php\">%s</a></span>","Motyw <span class=\"b\"><a href=\"themes.php\">%s</a></span>"
"Theme <span class=\"b\">%s</span>","Motyw <span class=\"b\">%s</span>"
"Post submitted. <a href=\"%s\">Preview post</a> | <a href=\"%s\">Edit post</a>","Wpis został opublikowany. <a href=\"%s\">Podejrzyj wpis</a> | <a href=\"%s\">Edytuj wpis</a>"
"You can also try %s, easy blogging from anywhere on the Web.","Możesz również wypróbować &#8222;%s&#8221; &mdash; łatwego blogowania z dowolnego miejsca w Sieci."
"Reset","Wyczyść"
"Submit for Review","Zapisz do przeglądu"
"There are no drafts at the moment","W tej chwili brak szkiców."
"Approve this comment","Zatwierdź ten komentarz"
"Unapprove this comment","Odrzuć ten komentarz"
"Reply to this comment","Odpowiedz na ten komentarz"
"Mark this comment as spam","Oznacz ten komentarz jako spam"
"Move this comment to the trash","Przenieś ten komentarz do kosza"
"From %s on %s%s","%s o %s%s"
"[Pending]","[Oczekuje]"
"Loading&#8230;","Wczytywanie&#8230;"
"This widget requires JavaScript.","Ten widget wymaga włączenia obsługi JavaScriptu."
"This dashboard widget queries <a href=\"http://blogsearch.google.com/\">Google Blog Search</a> so that when another blog links to your site it will show up here. It has found no incoming links&hellip; yet. It&#8217;s okay &#8212; there is no rush.","Ten widget kokpitu wysyła zapytania do <a href=\"http://blogsearch.google.com/\">wyszukiwarki blogów Google'a</a> w poszukiwaniu blogów, które dodały odnośniki do Twojej witryny. Jeżeli takie blogi zostaną znalezione, informacje o tym pojawią się właśnie w tym miejscu. Dotychczas nie odnaleziono żadnych odnośników. W porządku &#8212; nie ma pośpiechu."
"Somebody","Ktoś"
"%s linked here <a href=\"%s\">saying</a>, \"%s\"","Osoba podpisująca się jako %s umieściła na swoim blogu odnośnik do tej witryny, <a href=\"%s\">pisząc</a> \"%s\""
"%s linked here saying, \"%s\"","Osoba podpisująca się jako %s umieściła na swoim blogu odnośnik do tej witryny, pisząc &#8222;%s&#8221;"
"Most Popular","Najpopularniejsze"
"Newest Plugins","Najnowsze wtyczki"
"Main Index Template","Szablon strony głównej"
"RTL Stylesheet","Arkusz RTL stylu"
"Popup Comments","Komentarze w wyskakującym oknie"
"Footer","Stopka"
"Category Template","Szablon archiwum kategorii"
"Page Template","Szablon strony"
"Search Results","Wyniki wyszukiwania"
"Search Form","Formularz wyszukiwania"
"Single Post","Pojedynczy wpis"
"404 Template","Szablon strony błędu 404"
"Links Template","Szablon strony z odnośnikami"
"Theme Functions","Funkcje motywu"
"Attachment Template","Szablon strony z załącznikiem"
"Image Attachment Template","Szablon strony z załącznikiem w postaci obrazka"
"Video Attachment Template","Szablon strony z załącznikiem w postaci filmu"
"Audio Attachment Template","Szablon strony z załącznikiem w postaci pliku dźwiękowego"
