"New password","Nova senha"
"Recent Rockstars","Rockstars recentes"
"Core Contributors to WordPress %s","Core Contributors do WordPress %s"
"Contributing Developers","Developers que contribuiram"
"Cofounder, Project Lead","Co-fundador, Project Lead"
"Internationalization","Internacionalização"
"Icon Design","Design dos ícones"
"You can customize the look of your site without touching any of your theme&#8217;s code by using a custom background. Your background can be an image or a color.","Pode personalizar a aparência do seu web site usando uma imagem de fundo à sua escolha. O seu fundo pode ser uma imagem ou uma cor sólida."
"To use a background image, simply upload it or choose an image that has already been uploaded to your Media Library by clicking the &#8220;Choose Image&#8221; button. You can display a single instance of your image, or tile it to fill the screen. You can have your background fixed in place, so your site content moves on top of it, or you can have it scroll with your site.","Para usar uma imagem de fundo, carregue-a primeiro ou escolha uma imagem já carregada para a sua biblioteca multimédia. Pode mostrar uma única instância da sua imagem ou preencher o ecrã. Pode ter o seu fundo fixo para que fique estático enquanto o seu conteúdo se move ou acompanhando o conteúdo do seu site."
"You can also choose a background color by clicking the Select Color button and either typing in a legitimate HTML hex value, e.g. &#8220;#ff0000&#8221; for red, or by choosing a color using the color picker.","Pode também escolher um cor de fundo. Se souber o código hexadecimal da cor que pretende, digite-a no campo Cor de fundo. Se não, clique no link Escolher cor, para que lhe seja mostrado um selector visual de cores."
"Don&#8217;t forget to click on the Save Changes button when you are finished.","Não se esqueça de clicar no botão Guardar alterações quando terminar."
"<a href=\"http://codex.wordpress.org/Appearance_Background_Screen\" target=\"_blank\">Documentation on Custom Background</a>","<a href=\"http://codex.wordpress.org/Appearance_Background_Screen\" target=\"_blank\">Documentação sobre fundos personalizados</a>"
"Custom Background","Imagem de fundo personalizada"
"Background updated. <a href=\"%s\">Visit your site</a> to see how it looks.","Imagem de fundo actualizada. <a href=\"%s\">Visite o seu site</a> para ver como fica"
"Remove Background Image","Remover Imagem de Fundo"
"This will remove the background image. You will not be able to restore any customizations.","Isto irá remover a imagem de fundo. Será impossível recuperar qualquer costumização."
"Restore Original Image","Restaurar Imagem Original"
"This will restore the original background image. You will not be able to restore any customizations.","Esta acção irá repor a imagem de fundo inicial. Não conseguirá repôr qualquer opção personalizada."
"Select Image","Escolher imagem"
"Choose an image from your computer:","Escolha uma imagem do seu computador:"
"Or choose an image from your media library:","Ou escolha uma imagem da sua biblioteca multimédia:"
"Choose a Background Image","Escolha uma imagem de fundo"
"Set as background","Definir como fundo"
"Choose Image","Escolher imagem"
"Display Options","Opções de visualização"
"Position","Posição"
"Repeat","Repetir"
"Attachment","Anexo"
"The uploaded file is not a valid image. Please try again.","O ficheiro carregado não é uma imagem válida. Por favor tente novamente."
"This screen is used to customize the header section of your theme.","Nesta página pode personalizar a secção de cabeçalho do seu tema."
"You can choose from the theme&#8217;s default header images, or use one of your own. You can also customize how your Site Title and Tagline are displayed.","Pode escolher as imagens de cabeçalho por omissão no seu site, ou usar as suas. Pode ainda personalizar como são mostrados o título e descrição do seu site."
"You can set a custom image header for your site. Simply upload the image and crop it, and the new header will go live immediately. Alternatively, you can use an image that has already been uploaded to your Media Library by clicking the &#8220;Choose Image&#8221; button.","Pode definir uma imagem de cabeçalho personalizada para o seu site. Basta carregar a imagem, recorta-la e o novo cabeçalho fica imediatamente visível. Em alternativa, pode escolher uma imagem que já tenha sido carregada para a sua biblioteca multimédia, clicando no link &#8220;Escolher imagem&#8221;."
"Some themes come with additional header images bundled. If you see multiple images displayed, select the one you&#8217;d like and click the &#8220;Save Changes&#8221; button.","Alguns temas podem incluir outras imagens de cabeçalho. Se visualizar várias imagens, escolha a que lhe agrada e clique no botão &#8220;Guardar alterações&#8221;."
"If your theme has more than one default header image, or you have uploaded more than one custom header image, you have the option of having WordPress display a randomly different image on each page of your site. Click the &#8220;Random&#8221; radio button next to the Uploaded Images or Default Images section to enable this feature.","Se o seu tema tem mais do que uma imagem de cabeçalho ou se carregou mais do que uma imagem de cabeçalho, pode fazer com que seja mostrada uma imagem aleatória em cada página do seu site. Escolha a opção &#8220;Aleatória&#8221; para activar esta funcionalidade."
"If you don&#8217;t want a header image to be displayed on your site at all, click the &#8220;Remove Header Image&#8221; button at the bottom of the Header Image section of this page. If you want to re-enable the header image later, you just have to select one of the other image options and click &#8220;Save Changes&#8221;.","Se não pretende ter uma imagem de cabeçalho no seu site, clique no botão &#8220;Remover imagem&#8221; no final da secção de Imagem de cabeçalho, nesta página. Se quiser re-activar a imagem de cabeçalho mais tarde, basta-lhe seleccionar uma das outras opções de imagem e clicar em &#8220;Guardar alterações&#8221;."
"Header Text","Texto do cabeçalho"
"For most themes, the header text is your Site Title and Tagline, as defined in the <a href=\"%s\">General Settings</a> section.","Para a maioria dos temas, o texto de cabeçalho é constituido pelo título do site e descrição, tal como definidos na página de <a href=\"%s\">Opções gerais</a> section."
"In the Header Text section of this page, you can choose whether to display this text or hide it. You can also choose a color for the text by clicking the Select Color button and either typing in a legitimate HTML hex value, e.g. &#8220;#ff0000&#8221; for red, or by choosing a color using the color picker.","Na secção de texto do cabeçalho, nesta página, pode escolher se quer mostrar ou esconder este texto. Pode também escolher uma cor para o texto escrevendo um valor hexadecimal de HTML válido (por exemplo: &#8220;#ff0000&#8221; para vermelho) ou clicando em &#8220;Escolher cor&#8221; e escolhendo uma cor no selector."
"Don&#8217;t forget to click &#8220;Save Changes&#8221; when you&#8217;re done!","Não se esqueça de guardar as alterações para finalizar!"
"<a href=\"http://codex.wordpress.org/Appearance_Header_Screen\" target=\"_blank\">Documentation on Custom Header</a>","<a href=\"http://codex.wordpress.org/Appearance_Header_Screen\" target=\"_blank\">Documentação sobre cabeçalhos personalizados</a>"
"<strong>Random:</strong> Show a different image on each page.","<strong>Aleatório:</strong> Mostrar uma imagem diferente em cada página."
"Custom Header","Cabeçalho personalizado"
"Header updated. <a href=\"%s\">Visit your site</a> to see how it looks.","Cabeçalho actualizado. <a href=\"%s\">Visite o seu site</a> para verificar o aspecto."
"You can select an image to be shown at the top of your site by uploading from your computer or choosing from your media library. After selecting an image you will be able to crop it.","Pode seleccionar uma imagem para mostrar no topo do seu site, carregando-a do seu computador ou escolhendo-a na biblioteca multimédia. Depois de seleccionar a imagem poderá cortá-la."
"Images of exactly <strong>%s1$d &times; %s2$d pixels</strong> will be used as-is.","Imagens com o tamanho exacto de <strong>%s1$d ×%s2$d pixels </strong> serão utilizadas como estão."
"Images should be at least <strong>%s1$d pixels</strong> wide.","As imagens deveriam ter uma largura de pelo menos <strong>%s1$d pixels</strong>."
"Images should be at least <strong>%s1$d pixels</strong> tall.","As imagens deveriam ter uma altura de pelo menos <strong>%s1$d pixels</strong>."
"Suggested width is <strong>%s1$d pixels</strong>.","A largura sugerida é de <strong>%s1$d pixels</strong>."
"Suggested height is <strong>%s1$d pixels</strong>.","A altura sugerida é de <strong>%s1$d pixels</strong>."
"Choose a Custom Header","Escolha um cabeçalho personalizado"
"Set as header","Definir como cabeçalho"
"Uploaded Images","Imagens carregadas"
"You can choose one of your previously uploaded headers, or show a random one.","Pode escolher um cabeçalho que já tenha carregado ou mostrar um cabeçalho aleatório."
"Default Images","Imagens por omissão"
"If you don&lsquo;t want to upload your own image, you can use one of these cool headers, or show a random one.","Se não quer carregar uma imagem sua, pode usar um destes cabeçalhos ou mostrar um cabeçalho aleatório."
"You can use one of these cool headers or show a random one on each page.","Pode escolher um destes cabeçalhos ou mostrar um cabeçalho aleatório em cada página."
"This will remove the header image. You will not be able to restore any customizations.","Isto irá remover a imagem de cabeçalho. Será impossível recuperar qualquer personalização."
"Remove Header Image","Remover imagem de cabeçalho"
"Reset Image","Repor imagem"
"This will restore the original header image. You will not be able to restore any customizations.","Isto irá remover a imagem de cabeçalho. Será impossível recuperar qualquer personalização."
"Restore Original Header Image","Repor imagem de cabeçalho original"
"Show header text with your image.","Mostrar o texto no cabeçalho com a imagem."
"Text Color","Cor do texto"
"Default: %s","Predefinição: %s"
"Image could not be processed. Please go back and try again.","A imagem não pode ser processada. Por favor volte a tentar."
"Image Processing Error","Erro de Processamento da Imagem"
"Crop Header Image","Cortar imagem de cabeçalho"
"Choose the part of the image you want to use as your header.","Escolha a parte da imagem que quer usar como cabeçalho."
"You need Javascript to choose a part of the image.","Precisa de Javascript para seleccionar uma parte da imagem."
"Crop and Publish","Recortar e Publicar"
"Skip Cropping, Publish Image as Is","Não recortar, publicar a imagem tal como está"
"Image Upload Error","Erro de carregamento de imagem"
"You do not have permission to customize headers.","Não tem permissão para personalizar cabeçalhos"
"Customize %s","Personalizar %s"
"Theme Customizer Options","Opções do configurador de temas"
"You are previewing %s","Está a pré-visualizar %s"
"Collapse Sidebar","Minimizar barra lateral"
"Collapse","Minimizar"
"Comments on &#8220;%s&#8221;","Comentários em &#8220;%s&#8221;"
"You can manage comments made on your site similar to the way you manage posts and other content. This screen is customizable in the same ways as other management screens, and you can act on comments using the on-hover action links or the Bulk Actions.","Pode gerir os comentários no seu site da mesma maneira que gere artigos e outros conteúdos. Esta página é personalizável da mesma forma que as outras páginas de administração e pode agir sobre os comentários usando os links de acção ao pairar sobre o conteúdo ou as acções em lotes."
"Moderating Comments","Moderação de comentários"
"A yellow row means the comment is waiting for you to moderate it.","Uma linha amarela significa que o comentário está a aguardar moderação."
"In the <strong>Author</strong> column, in addition to the author&#8217;s name, email address, and blog URL, the commenter&#8217;s IP address is shown. Clicking on this link will show you all the comments made from this IP address.","Na coluna do <strong>Autor</strong>, para além do nome do autor, email e endereço do site, é também mostrado o endereço IP. Ao clicar nesse link são mostrados todos os comentários feitos a partir desse endereço IP."
"In the <strong>Comment</strong> column, above each comment it says &#8220;Submitted on,&#8221; followed by the date and time the comment was left on your site. Clicking on the date/time link will take you to that comment on your live site. Hovering over any comment gives you options to approve, reply (and approve), quick edit, edit, spam mark, or trash that comment.","Na coluna <strong>Comentário</strong>, acima de cada comentário está indicado &#8220;Submetido em &#8221;, seguido da data e hora em que o comentário foi deixado no seu site. Clicar no link de data e hora irá levá-lo ao comentário no seu site. Pairar sobre qualquer comentário dá-lhe opções para o aprovar, responder (e aprovar), de edição rápida, editar, marcar como spam ou enviar para o lixo."
"In the <strong>In Response To</strong> column, there are three elements. The text is the name of the post that inspired the comment, and links to the post editor for that entry. The View Post link leads to that post on your live site. The small bubble with the number in it shows the number of approved comments that post has received. If the bubble is gray, you have moderated all comments for that post. If it is blue, there are pending comments. Clicking the bubble will filter the comments screen to show only comments on that post.","Na coluna <strong>Em resposta a</strong>, há três elementos. O texto é o nome do artigo que inspirou o comentário e liga ao editor para esse artigo. O link Ver artigo leva ao artigo no seu site. A bolha pequena com um número, mostra quantos comentários esse artigo recebeu. Se a bolha for cinzenta, todos os comentários desse artigo foram moderados. Se for azul, quer dizer que existem comentários pendentes. Ao clicar na bolha, irá filtrar a lista de comentários para mostrar apenas os comentários a esse artigo."
"Many people take advantage of keyboard shortcuts to moderate their comments more quickly. Use the link to the side to learn more.","Muitas pessoas usam atalhos de teclado para moderar os comentários de forma mais rápida. Use os links ao lado para saber mais."
"<a href=\"http://codex.wordpress.org/Comment_Spam\" target=\"_blank\">Documentation on Comment Spam</a>","<a href=\"http://codex.wordpress.org/Comment_Spam\" target=\"_blank\">Documentação sobre spam nos comentários</a>"
"<a href=\"http://codex.wordpress.org/Keyboard_Shortcuts\" target=\"_blank\">Documentation on Keyboard Shortcuts</a>","<a href=\"http://codex.wordpress.org/Keyboard_Shortcuts\" target=\"_blank\">Documentação sobre atalhos de teclado</a>"
"Search results for &#8220;%s&#8221;","Resultados da pesquisa por &#8220;%s&#8221;"
"%s comment approved","%s comentário aprovado"
"%s comments approved","%s comentários aprovados"
"%s comment marked as spam.","%s comentário marcado como spam."
"%s comments marked as spam.","%s comentários marcados como spam."
"%s comment restored from the spam","%s comentário restaurado de spam"
"%s comments restored from the spam","%s comentários restaurados de spam"
"%s comment moved to the Trash.","%s comentário movido para o Lixo."
"%s comments moved to the Trash.","%s comentários movidos para o Lixo."
"%s comment restored from the Trash","%s comentário restaurado do Lixo"
"%s comments restored from the Trash","%s comentários restaurados do Lixo"
"%s comment permanently deleted","%s comentário eliminado definitivamente"
"%s comments permanently deleted","%s comentários eliminados definitivamente"
"This comment is already approved.","Este comentário foi já aprovado."
"This comment is already in the Trash.","Este comentário já está no lixo."
"View Trash","Ver Lixo"
"This comment is already marked as spam.","Este comentário já está marcado como spam."
"Search Comments","Pesquisar Comentários"
"Post updated. <a href=\"%s\">View post</a>","Artigo actualizado. <a href=\"%s\">Ver artigo</a>"
"Custom field updated.","Campo personalizado actualizado"
"Custom field deleted.","Campo personalizado eliminado."
"Post updated.","Artigo atualizado"
"Post restored to revision from %s","Artigo restaurado da versão %s"
"Post published. <a href=\"%s\">View post</a>","Artigo publicado. <a href=\"%s\">Ver artigo</a>"
"Post saved.","Artigo guardado."
"Post submitted. <a target=\"_blank\" href=\"%s\">Preview post</a>","Artigo submetido. <a target=\"_blank\" href=\"%s\">Pré-visualizar</a>"
"Post scheduled for: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Preview post</a>","Artigo agendado para: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Pré-visualizar</a>"
"M j, Y @ G:i","j \\d\\e F \\d\\e Y G:i"
"Post draft updated. <a target=\"_blank\" href=\"%s\">Preview post</a>","Rascunho actualizado. <a target=\"_blank\" href=\"%s\">Pré-visualizar</a>"
"Page updated. <a href=\"%s\">View page</a>","Página actualizada. <a href=\"%s\">Ver página</a>"
"Page updated.","Página actualizada."
"Page restored to revision from %s","Página restaurado para a revisão %s"
"Page published. <a href=\"%s\">View page</a>","Página publicada. <a href=\"%s\">Ver página</a>"
"Page saved.","Página guardada."
"Page submitted. <a target=\"_blank\" href=\"%s\">Preview page</a>","Página submetida. <a target=\"_blank\" href=\"%s\">Pré-visualizar</a>"
"Page scheduled for: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Preview page</a>","Página agendada para: <strong>%s</strong>. <a target=\"_blank\" href=\"%s\">Pré-visualizar</a>"
"Page draft updated. <a target=\"_blank\" href=\"%s\">Preview page</a>","Rascunho de página actualizado. <a target=\"_blank\" href=\"%s\">Pré-visualizar</a>"
"Media attachment updated.","Anexo multimédia actualizado."
"There is an autosave of this post that is more recent than the version below. <a href=\"%s\">View the autosave</a>","Existe um autosave deste artigo que é mais recente do que a versão abaixo. <a href=\"%s\">Ver o autosave</a>."
"Page Attributes","Atributos da página"
"Attributes","Atributos"
"Featured Image","Imagem de destaque"
"Send Trackbacks","Enviar Trackbacks"
"Custom Fields","Campos personalizados"
"Discussion","Discussão"
"Slug","URL"
"The title field and the big Post Editing Area are fixed in place, but you can reposition all the other boxes using drag and drop. You can also minimize or expand them by clicking the title bar of each box. Use the Screen Options tab to unhide more boxes (Excerpt, Send Trackbacks, Custom Fields, Discussion, Slug, Author) or to choose a 1- or 2-column layout for this screen.","O campo de título e a área grande de edição de artigos estão fixas no lugar, mas se desejar pode posicionar as outras caixas usando o método de arrastar e largar. Pode também minimizar ou expandir as caixas clicando na barra de título de cada uma delas. Utilize o separador Opções de ecrã para mostrar mais caixas (excertos, enviar trackbacks, campos personalizados, discussões, slug, autor) ou escolher um layout de 1 ou 2 colunas para este ecrã."
"Customizing This Display","Personalizar esta página"
"<strong>Title</strong> - Enter a title for your post. After you enter a title, you&#8217;ll see the permalink below, which you can edit.","<strong>Título</strong> - Introduza um título para o seu artigo. Após a inserção do título, irá ver a ligação permanente abaixo, que pode ser editada."
"<strong>Post editor</strong> - Enter the text for your post. There are two modes of editing: Visual and Text. Choose the mode by clicking on the appropriate tab. Visual mode gives you a WYSIWYG editor. Click the last icon in the row to get a second row of controls. The Text mode allows you to enter HTML along with your post text. Line breaks will be converted to paragraphs automatically. You can insert media files by clicking the icons above the post editor and following the directions. You can go to the distraction-free writing screen via the Fullscreen icon in Visual mode (second to last in the top row) or the Fullscreen button in Text mode (last in the row). Once there, you can make buttons visible by hovering over the top area. Exit Fullscreen back to the regular post editor.","<strong>Editor de artigos</strong> - Escreva o texto do seu artigo. Existem dois modos de edição: visual e texto. Escolha o modo clicando no separador apropriado. O modo visual dá-lhe um editor WYSIWYG. Clique no último ícone da linha para obter uma segunda linha de ícones. O modo texto permite-lhe inserir HTML no texto do seu artigo. As quebras de linha são automaticamente convertidas em parágrafos. Pode inserir ficheiros multimédia clicando nos ícones acima do editor e seguindo as instruções. Pode aceder à página de edição sem distracções clicando no ícone de página inteira, que está na penúltima posição da fila de cima no modo visual e na última posição da fila em modo HTML. Uma vez nessa página, poderá fazer aparecer os ícones de edição passando o rato sobre a área superior. Saia do modo de página inteira para voltar ao editor normal."
"Title and Post Editor","Editor de títulos e artigos"
"You can also create posts with the <a href=\"%s\">Press This bookmarklet</a>.","Pode também criar artigos com o <a href=\"%s\">bookmarklet Press This</a>."
"<a href=\"http://codex.wordpress.org/Posts_Add_New_Screen\" target=\"_blank\">Documentation on Writing and Editing Posts</a>","<a href=\"http://codex.wordpress.org/Posts_Add_New_Screen\" target=\"_blank\">Documentação sobre a escrita e edição de artigos</a>"
"Pages are similar to Posts in that they have a title, body text, and associated metadata, but they are different in that they are not part of the chronological blog stream, kind of like permanent posts. Pages are not categorized or tagged, but can have a hierarchy. You can nest Pages under other Pages by making one the &#8220;Parent&#8221; of the other, creating a group of Pages.","As páginas são semelhantes aos artigos, na medida em que têm um título, corpo de texto e metadados, mas são diferentes porque não fazem parte de uma cadeia cronológica, sendo uma espécie de artigos permanentes. As páginas não são categorizadas nem têm etiquetas, mas podem ter hierarquia. Pode agrupar páginas sob outras páginas tornando uma &#8220;pai&#8221; da outra, criando um grupo de páginas."
"Creating a Page is very similar to creating a Post, and the screens can be customized in the same way using drag and drop, the Screen Options tab, and expanding/collapsing boxes as you choose. This screen also has the distraction-free writing space, available in both the Visual and Text modes via the Fullscreen buttons. The Page editor mostly works the same as the Post editor, but there are some Page-specific features in the Page Attributes box:","Criar uma página é muito semelhante a criar um artigo. As páginas podem ser personalizadas da mesma forma, usando arrastar e largar, seleccionando itens no separador Opções de ecrã e minimizando/maximizando as caixas que quiser. Esta página também suporta a escrita em modo livre de distracções, disponível tanto no modo visual como no modo HTML, através dos ícones página inteira. O editor de páginas funciona essencialmente da mesma forma que o editor de artigos, mas tem algumas características específicas na caixa de atributos da página:"
"About Pages","Sobre páginas"
"<a href=\"http://codex.wordpress.org/Pages_Add_New_Screen\" target=\"_blank\">Documentation on Adding New Pages</a>","<a href=\"http://codex.wordpress.org/Pages_Add_New_Screen\" target=\"_blank\">Documentação sobre como adicionar novas páginas</a>"
"<a href=\"http://codex.wordpress.org/Pages_Screen#Editing_Individual_Pages\" target=\"_blank\">Documentation on Editing Pages</a>","<a href=\"http://codex.wordpress.org/Pages_Screen#Editing_Individual_Pages\" target=\"_blank\">Documentação sobre edição de páginas</a>"
"This screen allows you to edit four fields for metadata in a file within the media library.","Esta página permite-lhe editar quatro campos de metadados de um ficheiro da biblioteca multimédia."
"For images only, you can click on Edit Image under the thumbnail to expand out an inline image editor with icons for cropping, rotating, or flipping the image as well as for undoing and redoing. The boxes on the right give you more options for scaling the image, for cropping it, and for cropping the thumbnail in a different way than you crop the original image. You can click on Help in those boxes to get more information.","Apenas para imagens, pode clicar em Editar Imagem por baixo da miniatura para ampliar um editor de imagem embutido com ícones para recortar, girar ou inverter a imagem, bem como para desfazer e refazer. As caixas do lado direito dão-lhe mais opções para redimensionar a imagem, para a recortar e para recortar a miniatura de maneira diferente da imagem original. Pode clicar em Ajuda nas caixas para obter mais informações."
"Note that you crop the image by clicking on it (the Crop icon is already selected) and dragging the cropping frame to select the desired part. Then click Save to retain the cropping.","Note que recorta a imagem clicando sobre ela (o ícone de recorte já está seleccionado) e arrastando a moldura de corte para selecionar a parte desejada. Em seguida, clique em Salvar para manter o corte."
"Remember to click Update Media to save metadata entered or changed.","Lembre-se de clicar em Actualizar multimédia para salvar os metadados introduzidos ou alterados."
"<a href=\"http://codex.wordpress.org/Media_Add_New_Screen#Edit_Media\" target=\"_blank\">Documentation on Edit Media</a>","<a href=\"http://codex.wordpress.org/Media_Add_New_Screen#Edit_Media\" target=\"_blank\"> Documentação sobre edição de conteúdos multimédia</a>"
"You can upload and insert media (images, audio, documents, etc.) by clicking the Add Media button. You can select from the images and files already uploaded to the Media Library, or upload new media to add to your page or post. To create an image gallery, select the images to add and click the &#8220;Create a new gallery&#8221; button.","Pode carregar e inserir multimédia (imagens, audio, documentos, etc.) clicando no botão \"Adicionar multimédia\". Pode escolher de entre as imagens e ficheiros já existentes na sua biblioteca o carregar novos ficheiros para adicionar à sua página ou artigo. Para criar uma galeria de imagens, escolha as imagens que quer adicionar e clique no botão &#8220;Criar galeria&#8221;"
"You can also embed media from many popular websites including Twitter, YouTube, Flickr and others by pasting the media URL on its own line into the content of your post/page. Please refer to the Codex to <a href=\"http://codex.wordpress.org/Embeds\">learn more about embeds</a>.","Pode também incorporar multimédia de muitos outros sites populares, incluindo Twitter, YouTube, Flickr e outros, bastando simplesmente colar o respectivo URL  numa linha isolada do seu artigo ou página. Por favor consulte o Codex <a href=\"http://codex.wordpress.org/Embeds\">para ler mais sobre incorporar multimédia</a>."
"Inserting Media","A carregar multimédia"
"Several boxes on this screen contain settings for how your content will be published, including:","Várias caixas nesta página definem como o seu conteúdo é publicado, incluindo:"
"<strong>Publish</strong> - You can set the terms of publishing your post in the Publish box. For Status, Visibility, and Publish (immediately), click on the Edit link to reveal more options. Visibility includes options for password-protecting a post or making it stay at the top of your blog indefinitely (sticky). Publish (immediately) allows you to set a future or past date and time, so you can schedule a post to be published in the future or backdate a post.","<strong>Publicar</strong> - Pode definir os termos da publicação do seu artigo na caixa Publicar. Para Estado, Visibilidade e Publicar (imediatamente), clique no link Editar para ver mais opções. A Visibilidade inclui opções para proteger o artigo com uma senha ou para fazer com que fique no topo do seu site indefinidamente (post fixo). Publicar (imediatamente) permite-lhe especificar uma data e uma hora passadas ou futuras, a fim de agendar a publicação no futuro ou retroceder a data de um artigo."
"<strong>Format</strong> - Post Formats designate how your theme will display a specific post. For example, you could have a <em>standard</em> blog post with a title and paragraphs, or a short <em>aside</em> that omits the title and contains a short text blurb. Please refer to the Codex for <a href=\"http://codex.wordpress.org/Post_Formats#Supported_Formats\">descriptions of each post format</a>. Your theme could enable all or some of 10 possible formats.","<strong>Formato de artigo</strong> - Designa a maneira como o seu tema apresenta um tipo específico de artigo. Por exemplo, pode existir um artigo <em>padrão</em> de blog com título e parágrafos de texto, ou um pequeno <em>aparte</em>, em que aparece apenas um resumo e o título. Procure no Codex pelas <a href=\"http://codex.wordpress.org/Post_Formats#Supported_Formats\">descrições de cada formato</a>. Existem 10 formatos possíveis. O seu tema pode disponibilizar todos ou apenas alguns."
"<strong>Featured Image</strong> - This allows you to associate an image with your post without inserting it. This is usually useful only if your theme makes use of the featured image as a post thumbnail on the home page, a custom header, etc.","<strong>Imagem em destaque</strong> - Permite-lhe associar uma imagem a um artigo sem a inserir no artigo. Isto é útil apenas se o seu tema utilizar a funcionalidade de imagem em destaque como miniatura do artigo na home page, num cabeçalho personalizado, etc."
"Publish Settings","Definições de publicação"
"<strong>Send Trackbacks</strong> - Trackbacks are a way to notify legacy blog systems that you&#8217;ve linked to them. Enter the URL(s) you want to send trackbacks. If you link to other WordPress sites they&#8217;ll be notified automatically using pingbacks, and this field is unnecessary.","<strong>Enviar Trackbacks</strong> - Trackbacks são uma maneira de notificar sistemas de blogging antigos que se ligou a eles. Digite o(s) URL (s) para onde pretende enviar trackbacks. Se se ligar a outros sites WordPress eles serão notificados automaticamente usando pingbacks e este campo não é necessário."
"<strong>Discussion</strong> - You can turn comments and pings on or off, and if there are comments on the post, you can see them here and moderate them.","<strong>Discussão</strong> - Pode activar ou desactivar comentários e pings e, caso existam comentários ao artigo, pode vê-los e moderá-los aqui."
"Discussion Settings","Opções de discussão"
"<strong>Parent</strong> - You can arrange your pages in hierarchies. For example, you could have an &#8220;About&#8221; page that has &#8220;Life Story&#8221; and &#8220;My Dog&#8221; pages under it. There are no limits to how many levels you can nest pages.","<strong>Página superior</strong> - Pode dispor as suas páginas em hierarquia. Por exemplo, pode ter uma página de &#8220;Sobre&#8221; e, abaixo desta, as páginas &#8220;História de Vida&#8221; e &#8220;O Meu Cão&#8221;. Não há limite para o número de páginas que pode agrupar sob outra página."
"<strong>Template</strong> - Some themes have custom templates you can use for certain pages that might have additional features or custom layouts. If so, you&#8217;ll see them in this dropdown menu.","<strong>Modelo</strong> - Alguns temas têm modelos personalizados que pode utilizar para certas páginas e que podem ter funcionalidades adicionais ou layouts personalizados. Se for o caso, estarão visíveis neste menu."
"<strong>Order</strong> - Pages are usually ordered alphabetically, but you can choose your own order by entering a number (1 for first, etc.) in this field.","<strong> Ordem</strong> - As páginas são normalmente ordenadas alfabeticamente, mas pode escolher sua própria ordem, digitando um número (1 para o primeiro, etc.) neste campo."
"Get Shortlink","Encurtar Link"
"Last edited by %s on %s at %s","Última edição por %s, em %s às %s "
"Last edited on %s at %s","Última edição em %s às %s "
"E-mail (%s):","Email (%s):"
"send e-mail","enviar email"
"E-mail:","Email:"
"visit site","ver o site"
"View Comment","Ver Comentário"
"Submitted on: <b>%s</b>","Submetido em: <b>%s</b>"
"Move to Trash","Mover para o lixo"
"<a href=\"%s\">Links</a> / Edit Link","<a href=\"%s\">Links</a> / Editar Link"
"Update Link","Actualizar link"
"<a href=\"%s\">Links</a> / Add New Link","<a href=\"%s\">Links</a> / Adicionar novo link"
"Link Relationship (XFN)","Relação com o link (XFN)"
"You can add or edit links on this screen by entering information in each of the boxes. Only the link&#8217;s web address and name (the text you want to display on your site as the link) are required fields.","Pode adicionar ou editar ligações neste ecrã introduzindo informação em cada uma das caixas. Apenas o endereço web e o nome (o texto que deve aparecer no site como link) são campos obrigatórios."
"The boxes for link name, web address, and description have fixed positions, while the others may be repositioned using drag and drop. You can also hide boxes you don&#8217;t use in the Screen Options tab, or minimize boxes by clicking on the title bar of the box.","As caixas para o nome do link, endereço web e descrição têm posições fixas, enquanto as restantes podem ser reposicionadas arrastando com o rato. Também pode ocultar as caixas que não usa no separador Opções do Ecrã ou minimizar caixas clicando na barra de título da caixa."
"XFN stands for <a href=\"http://gmpg.org/xfn/\" target=\"_blank\">XHTML Friends Network</a>, which is optional. WordPress allows the generation of XFN attributes to show how you are related to the authors/owners of the site to which you are linking.","XFN significa <a href=\"http://gmpg.org/xfn/\" target=\"_blank\">XHTML Friends Network</a>, que é opcional. O Wordpress permite a criação de atributos XFN para mostrar a sua relação com os autores/donos do site que está a vincular."
"<a href=\"http://codex.wordpress.org/Links_Add_New_Screen\" target=\"_blank\">Documentation on Creating Links</a>","<a href=\"http://codex.wordpress.org/Links_Add_New_Screen\" target=\"_blank\">Documentação sobre a criação de links</a>"
"Link added.","Link adicionado."
"Example: Nifty blogging software","Por exemplo: Magnífico software de blogging"
"Web Address","Endereço (URL)"
"Example: <code>http://wordpress.org/</code> &#8212; don&#8217;t forget the <code>http://</code>","Por exemplo: <code>http://pt.wordpress.org/</code> &#8212; não se esqueça do <code>http://</code>"
"This will be shown when someone hovers over the link in the blogroll, or optionally below the link.","O texto acima será mostrado quando alguém passar com o rato por cima do link. Opcionalmente, por baixo do link."
"You did not select an item for editing.","Nenhum item seleccionado para edição."
"The name is how it appears on your site.","O nome que aparece no seu site."
"The &#8220;slug&#8221; is the URL-friendly version of the name. It is usually all lowercase and contains only letters, numbers, and hyphens.","O URL legível do nome. É geralmente em letras minúsculas e contém apenas letras, números e hífens."
"Categories, unlike tags, can have a hierarchy. You might have a Jazz category, and under that have children categories for Bebop and Big Band. Totally optional.","As categorias, ao contrário das etiquetas, podem ter uma hierarquia. Pode ter uma categoria Jazz com as subcategorias Bebop e Big Band. Totalmente opcional."
